influence.1.1		influence.1.2		influence.1.3		influence.1.4		influence.1.5		influence.1.6		influence.1.7		influence.2.1		influence.2.2		influence.2.3		influence.2.4		influence.2.5		influence.2.6		influence.2.7		influence.3.1		influence.3.2		influence.3.3		influence.3.4		influence.3.5		influence.3.6		influence.3.7		influence.4.1		influence.4.2		influence.4.3		influence.4.4		influence.4.5		influence.4.6		influence.4.7		influence.5.1		influence.5.2		influence.5.3		influence.5.4		influence.5.5		influence.5.6		influence.5.7		influence.6.1		influence.6.2		influence.6.3		influence.6.4		influence.6.5		influence.6.6		influence.6.7		influence.7.1		influence.7.2		influence.7.3		influence.7.4		influence.7.5		influence.7.6		influence.7.7		
0.000000000000000000e+00 4.140148469241562018e-02 8.069147439737645033e-01 6.293088079912371751e-09 2.036672864208015007e-02 2.074689958850653177e-06 2.823600327733878146e+00 2.188414675445909729e+00 0.000000000000000000e+00 1.821710847226309382e-01 1.120330479701585336e-02 7.343792256038943547e-04 1.334813082791171769e-08 8.676791273777338740e-05 7.305734813255015947e-01 4.353859510209384664e-02 0.000000000000000000e+00 1.534217855277041909e-01 4.961607436709929153e-02 3.871476107934153088e+00 1.129143085566314930e+00 3.535961830242343728e-17 3.048130731278786421e+00 4.291284291254473082e+00 0.000000000000000000e+00 1.106130884615881271e-01 2.661951410262048401e-01 7.427763245168792494e+00 1.682735141501807830e-06 2.873200726501835932e-09 2.771992552238243014e-03 9.263623397433780673e-03 0.000000000000000000e+00 4.997005873407236898e+00 6.641041917824931140e+00 1.232951840941083343e+00 5.758880088956757400e-04 1.157060054544528649e-02 7.592419916529886373e-05 2.779531711304697280e-08 0.000000000000000000e+00 5.315344855835079140e-09 1.253838406094402724e-01 5.142838453408803412e-01 5.260989932087093344e-08 1.320723807024107917e-08 3.369222918342348189e-03 1.375923825683169309e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.587949468037584133e-01 6.676342143684193431e+00 3.999108881011056485e-09 1.185270732535658247e-02 5.325862744012163890e-06 1.589472878617917084e+00 1.443307185075568322e+00 0.000000000000000000e+00 9.237638905581148363e-02 2.556128945731462113e-02 6.973036684454856238e-04 6.055953511514071891e-09 9.784412218873096928e-05 2.721097506397665899e+00 5.788362500920923165e-02 0.000000000000000000e+00 4.351334616457200322e-02 2.983123172042867477e-01 4.210783482284075063e-01 5.508119264674578297e-02 1.757106297874570677e-17 2.261731498507185412e-01 9.181893642018986057e+00 0.000000000000000000e+00 6.969738779068958279e-02 5.460277756610527611e-01 6.826980177892724377e+00 6.119243299460870888e-06 2.529220581960387134e-08 2.182641882623935665e-03 9.721576521678517227e-03 0.000000000000000000e+00 9.578391909705530338e-01 6.376602138201556080e+00 1.542845092646839278e-01 1.170039724834940438e-03 7.415126345626625592e-03 2.073928326741465212e-04 3.906752288881564258e-08 0.000000000000000000e+00 5.400903255961896442e-09 1.465114007295538479e-01 4.655812044263956673e-01 6.786981034045742329e-07 1.514558026435974439e-07 7.882890943132440931e-02 1.012299452004150266e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.607323558704527589e-01 9.084593085523845701e+00 3.809697894217454485e-09 1.173358464047778368e-02 3.054236195305396146e-05 3.459451399020051721e+00 2.867238868985952371e-01 0.000000000000000000e+00 9.468595391922489390e-02 1.468464219227481882e-02 4.213885135828925477e-04 2.583007836458381757e-08 1.636125778982566378e-04 3.043897582235229216e+00 2.032205727530658201e-01 0.000000000000000000e+00 1.880547689778791498e-01 1.080380975522566844e+00 4.367994955935483037e-01 6.173384872948651375e-03 1.964193413759211048e-17 1.934717267373917970e-01 9.927391522607440066e+00 0.000000000000000000e+00 1.401726702417853410e-01 3.269379226161776564e-01 4.391506320695564014e+00 8.516934755933094575e-06 1.079494252367703414e-08 2.839419407813931139e-05 7.757096707721770727e-03 0.000000000000000000e+00 3.878037519234023983e-02 1.718867601639151310e-01 2.035576773042279200e-02 1.651048775951908035e-02 4.670959188553392219e-03 6.653381251767885227e-05 1.484623090061121952e-07 0.000000000000000000e+00 3.683883076202068016e-09 2.051554617460535634e-01 2.996667448944431156e-01 2.762443435763703605e-08 1.114952339285031354e-07 2.466054290824217649e-02 1.046606642568236219e-02 0.000000000000000000e+00
0.000000000000000000e+00 5.605781058926737614e+00 6.181881912698706572e+00 5.521983501178216492e-09 1.512590301480233601e-02 1.203990741948637271e-05 4.931242242390512232e+00 5.365099520177981640e-01 0.000000000000000000e+00 9.223411176559530300e-02 7.089282552784875301e-04 5.867918328343120667e-04 5.782147055052804797e-08 1.034593606842527556e-04 4.761755073460700594e+00 3.663973728733134760e-01 0.000000000000000000e+00 8.885188352547966628e-02 3.766187563497811475e-01 1.967069746890651949e+00 1.407807213435079662e-02 6.145671983269975206e-18 1.878059432914130633e-01 4.204670991029426652e+00 0.000000000000000000e+00 1.715242363736442510e-01 1.028527267887623831e+00 9.152884891261955147e+00 4.535369260658946425e-06 2.599568851562264750e-08 1.951467688584145144e-05 3.012084773094553941e-02 0.000000000000000000e+00 8.647516902842168618e-02 1.470899520870997401e-01 3.843670449578386050e-02 9.861660596576568918e-03 5.904027565503868619e-03 9.214111302668204608e-05 2.783793823775338774e-07 0.000000000000000000e+00 4.347965901201722375e-09 3.242605384090284204e+00 1.926436645707477191e-01 4.811324322240979206e-09 4.576818790030646905e-08 2.633032979923926042e-01 8.879523871275270264e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.889657742611396962e+00 8.617943019307755748e+00 2.476592567532689906e-08 2.676569413330318059e-02 3.316185748068225095e-07 8.676665718768102664e+00 2.522530424820388917e-01 0.000000000000000000e+00 9.740666214324797068e+00 5.397380775493276382e-04 1.267428552296655155e-03 9.857132724580817848e-08 2.854809580686724117e-06 7.192510781043720769e+00 2.198924932455016412e-01 0.000000000000000000e+00 4.715466268054914478e-02 2.737883936192617162e-01 2.201085101427589397e+00 5.474898691754919583e-03 2.788669236731084655e-17 2.947154051397481433e-01 5.306309033501253936e+00 0.000000000000000000e+00 3.151224876415261167e-01 1.272090569347414490e+00 9.647979313938122914e+00 1.462156847872201863e-05 3.342939566467031848e-08 3.743354015277997922e-05 6.839625937377766252e-02 0.000000000000000000e+00 1.054933432601576349e-01 2.683827230301490396e-01 1.538441664060141278e-03 6.341217259369832937e-02 1.103590130888106730e-01 6.531431548155256243e-05 2.713103827395917626e-07 0.000000000000000000e+00 2.434698429730093566e-08 2.741750409356525253e+00 1.411488985096157334e-01 1.285971707644089758e-09 3.041739590775907240e-08 2.004313857371425311e-01 7.429751290788025320e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.960437059629728251e+00 3.018444373190728669e+00 7.810165045357115583e-08 4.303156746955710127e-02 3.670816219970721608e-07 7.464335915731719950e+00 4.871163457416755049e-01 0.000000000000000000e+00 6.536531433714759309e+00 1.343999169234520209e-02 1.169899548696990473e-03 9.762610323968335789e-08 3.957488231448335377e-06 7.631589573399040205e+00 4.064044892073790383e-01 0.000000000000000000e+00 2.376375264970990442e-01 1.764320250677515189e-01 7.293201425942283933e+00 2.006288086159406861e-02 5.582760927329880570e-18 4.879492227431146412e-01 5.095113203374931565e+00 0.000000000000000000e+00 4.841404288173944276e-02 4.526066922425368011e-01 8.626894717110058508e+00 1.816030076006187454e-04 5.176717534957961200e-09 8.633427404530831409e-06 9.364589135025139233e-02 0.000000000000000000e+00 7.270380091575223691e-01 2.312987471802242512e-01 3.570191020952199513e-04 3.030000674510210587e-02 3.185749588205599725e-01 1.257611230721541106e-03 2.226071053624185973e-07 0.000000000000000000e+00 3.420467704961476348e-08 4.004052662745860580e+00 3.623825346970256656e-02 1.684962457042739395e-10 5.700127398105347109e-08 1.445296241361108791e+00 2.199441097982532140e-03 0.000000000000000000e+00
0.000000000000000000e+00 4.866856774382810613e-01 9.056541310879723028e+00 1.416420253401703871e-08 4.096892433838122960e-02 2.741415150571004314e-07 9.380011758129707999e+00 7.894011722983297341e-01 0.000000000000000000e+00 7.778034820850841413e+00 3.956840845542427404e-03 4.798732224627951247e-05 1.129776295329326677e-07 3.181687228461963624e-07 4.901673551697021125e+00 4.293453907036933609e-02 0.000000000000000000e+00 4.563488080161739319e-02 1.979424576142308767e-01 6.163464709701035105e+00 1.792078153892159853e-02 1.971253840019999986e-17 7.843428550458182436e-01 2.683724890425442933e+00 0.000000000000000000e+00 1.944208871133522743e-03 3.556259947190874571e-01 3.389427452974773658e+00 3.030639957122458855e-05 3.976727217216549854e-09 4.250384812565356759e-06 4.600569189296480760e-02 0.000000000000000000e+00 1.185177973286575481e+00 1.206062278704253671e-01 1.397360804643620936e-04 1.062580372955779645e-01 2.430597939265114193e-01 1.747008329293718359e-03 6.505875982768820205e-07 0.000000000000000000e+00 8.407996444324814345e-09 2.057646816814117319e+00 4.571058930415180382e-02 2.617238203578493031e-10 3.594991978681582751e-07 2.291965934722500542e+00 3.636394962615727621e-04 0.000000000000000000e+00
0.000000000000000000e+00 3.653061408430082757e-01 9.765678130284740632e+00 5.131621972847605649e-08 1.797332167147583093e-01 1.855902989498239211e-07 6.098958774165889274e+00 1.127741046977010386e+00 0.000000000000000000e+00 9.419851276428953923e+00 3.549115618069754920e-03 1.450536783068777293e-04 1.263421303927830502e-07 2.963911398192326095e-07 3.693525356421972994e+00 2.687085635405887102e-02 0.000000000000000000e+00 8.201416950031578668e-02 1.808251573040690063e-01 6.409514121440757606e+00 3.164448095979021519e-02 8.029574256525538325e-17 1.098389374832681176e+00 2.733009240995958766e+00 0.000000000000000000e+00 6.389065966025521219e-05 3.765881124646077716e-01 2.517696042123633404e+00 5.716655019908726670e-05 4.060491586855939593e-09 9.673489717549193796e-06 1.175655472010212060e-01 0.000000000000000000e+00 1.804665041299715611e+00 1.433025825482993863e-02 1.075107342339068611e-03 5.854421310397162764e-02 8.481634088386097448e-02 2.438941950414600345e-03 5.312219991395978681e-05 0.000000000000000000e+00 1.195632122197474397e-08 3.007022476050468462e+00 3.530445556673507401e-02 2.256446641818789866e-10 4.508542995038344350e-07 3.184197081802545792e+00 1.245541512151895078e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.664622082541736603e+00 9.929817278673402914e-01 2.112464558610308621e-08 2.707888750684178114e-01 4.890747889902873173e-07 4.824292421123844932e+00 1.100759822758467843e+00 0.000000000000000000e+00 6.408615363898217510e+00 1.559545457443073657e-01 1.421821464727440476e-05 1.731273707690296149e-08 2.421760333698941775e-07 2.601259737735177158e+00 2.483351573291624897e-02 0.000000000000000000e+00 1.757932365760024596e-01 7.849856932014130928e-01 4.285995494093767455e+00 1.896962074114344199e-01 2.847627155493084468e-17 1.094450291168213463e+00 3.204125431669557766e-01 0.000000000000000000e+00 1.172598679664988553e-04 2.636212206578085748e+00 2.420724508915844453e+00 2.146497768593431349e-05 5.463036178543579093e-09 5.009293496895148403e-06 2.266594135379946806e-01 0.000000000000000000e+00 3.030104795881094493e+00 2.064706279136441572e-02 3.137222399848082599e-05 1.457637674127546801e-01 3.886104011020181104e-01 1.520223411674029952e-03 1.208731978137881833e-04 0.000000000000000000e+00 2.057879245310405748e-08 9.975205248153852011e+00 8.475114702728058424e-04 5.658926354459162655e-10 1.745616144508565012e-07 3.804136396522111330e+00 6.054056985498546201e-04 0.000000000000000000e+00
0.000000000000000000e+00 7.525894102931865448e-02 2.965099826456671361e-01 1.797170405690246108e-08 8.884139541706710386e-01 2.313812091922406551e-07 3.379683148594002651e-01 4.703551304631509514e-03 0.000000000000000000e+00 4.395770370821185047e+00 5.680382571278907999e-02 5.817740134601059143e-06 2.190810481815756440e-08 1.540001661335535336e-07 2.401471045554283812e+00 8.001162829376722019e-02 0.000000000000000000e+00 2.973690141179870586e-02 6.332150454364772196e-01 4.124593910963715082e+00 7.457967897923062361e-02 8.881914350917015849e-17 9.317402384396219484e-01 9.817117472257454125e+00 0.000000000000000000e+00 7.384841457986453727e-04 5.177274796102599552e+00 2.153783310481535818e+00 5.422902947817721574e-07 3.380920612188010152e-08 2.254522963600657221e-05 8.780478256985911889e-01 0.000000000000000000e+00 5.678616134975953855e+00 1.058837432684973934e-02 9.601145814835239527e-06 3.233003004188679808e-01 3.015685445086161987e-01 3.872557145881117512e-03 2.890104819200232824e-04 0.000000000000000000e+00 1.508509346104645769e-08 9.820064928953602390e+00 3.997437949552408443e-03 3.385605811737843502e-10 1.389744515829433001e-07 3.162497477309282878e+00 1.120883174575140577e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.287062790268359534e-02 8.998294318698911720e-01 1.016043839855196850e-07 1.135568429695379827e-01 6.416584186430490122e-08 6.064846488706820971e-01 1.939166894332432743e-03 0.000000000000000000e+00 9.600111386485844500e-01 1.067582958026716848e-03 3.265868328084627558e-05 6.483019048234626671e-08 1.244177609137797249e-07 1.840623200172202489e+00 5.865263749803544258e+00 0.000000000000000000e+00 1.674787306727081038e-02 2.543938678018968336e+00 3.464971578328862378e+00 1.080504015874752116e-01 2.557574863966747300e-16 5.977908048958897602e+00 3.719706971541339779e+00 0.000000000000000000e+00 1.559307463071236369e-04 1.562366990518100351e+00 1.090417629375147190e-01 1.212226036658023703e-06 3.420299385851257273e-08 3.287903192787785742e-05 8.757170238996276890e-01 0.000000000000000000e+00 7.645420412994102577e+00 8.286790444789566765e-03 5.357275685010461846e-06 1.358791180866986414e-01 3.422166027302236957e-01 1.249600605363545280e-01 4.478842879598191940e-04 0.000000000000000000e+00 4.295632145654439105e-04 8.052749734418174210e-01 2.187210837714846472e-03 5.507972371209640769e-10 8.307374797238545523e-10 1.094701330907795755e+00 6.934368649881009032e-03 0.000000000000000000e+00
0.000000000000000000e+00 6.273863046518896557e-03 2.413845617998550130e-01 1.191444317940128667e-07 8.193055154631970205e-02 4.016308856558959638e-08 7.676704286541902178e-01 2.457543235444887512e-03 0.000000000000000000e+00 8.867897276233431825e+00 9.483630824630498435e-05 1.437425306483766027e-05 9.193789725802322540e-08 3.543002725175444333e-08 5.909468199361698204e-01 4.662681599953513611e+00 0.000000000000000000e+00 1.943051726056875816e-01 1.007620247391495250e+00 2.611626689365126097e+00 1.309783954578631615e-01 8.784052917619128536e-15 5.384031623224752039e+00 5.542133702702463971e+00 0.000000000000000000e+00 2.837604195291366710e-04 3.228527526378825452e-01 4.566205825685195063e-01 6.446787466702177084e-07 5.609467489774753852e-08 5.614528215878638538e-05 6.893803540208109926e-01 0.000000000000000000e+00 6.137520669907022608e+00 1.992473192644630617e-02 2.814895917311683824e-06 6.502705516004550837e-03 9.220299084494881520e-04 1.884630202456385739e-01 2.433463724141344837e-03 0.000000000000000000e+00 4.518174178014850600e-04 1.706946836873896867e-01 2.598963421288100900e-03 5.563716921211648810e-10 9.852804198792373618e-09 2.884667525324890125e+00 3.795573287241902488e-02 0.000000000000000000e+00
0.000000000000000000e+00 7.295519385750033788e-03 5.082431883943951817e-02 8.559527547385057087e-08 2.945779392136512187e-01 7.971333536760150415e-08 9.404983657628730453e-01 8.414564967866721909e-03 0.000000000000000000e+00 9.953847360940976330e+00 1.173799703312907833e-04 1.750260391828898304e-05 5.894426519833961700e-08 2.062627654744407826e-08 1.783742859952000548e-01 2.796739479280523799e+00 0.000000000000000000e+00 4.287981885694566730e-01 5.000850268893290984e-01 2.194936853593100423e+00 1.714230609034198827e-01 1.516676504525836874e-14 5.824458475264187030e+00 6.889280758087528156e+00 0.000000000000000000e+00 1.194587576633294058e-03 2.237413527428313842e-01 3.102493828343536819e+00 9.797859882422997862e-06 1.426564286657616707e-07 7.571712543422845433e-05 5.590700363016411600e+00 0.000000000000000000e+00 6.303067453605104120e+00 1.372621520582137100e-01 1.987270147105460086e-06 8.454926011538744981e-04 7.994488651906259775e-04 2.237525886930869401e+00 9.446782962787120784e-04 0.000000000000000000e+00 2.802593482003912510e-04 1.423195693266516570e-01 7.394831678035674628e-04 1.354218984723506640e-10 1.276530302683724247e-08 8.367074280534874120e+00 4.628225620743511293e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.330635596434670250e-03 1.060709481621132100e-01 1.203273154455338450e-07 1.192349477789824697e+00 3.560979771517856830e-08 1.980444615442570333e+00 1.898465831731807781e-03 0.000000000000000000e+00 9.433837966010887754e+00 2.541013107638019652e-04 2.478030741846388115e-05 5.422114376169784091e-08 9.311546618132192763e-08 7.207428469428540929e-02 1.726654469282484561e+00 0.000000000000000000e+00 1.073927342877201152e-01 8.543679451602412822e-01 8.034422178121564784e+00 2.249878336263045064e-01 5.787731253050608393e-15 6.605536443225416221e+00 7.077509297933821664e+00 0.000000000000000000e+00 1.174691014604758001e-03 2.387436334600734344e-01 3.667808246388509552e+00 8.802183277265437664e-06 1.758856072622776852e-07 7.196441634015902152e-05 4.293622416175041145e+00 0.000000000000000000e+00 9.706939321546590449e+00 2.272342511109086693e-01 1.660381160285798308e-06 9.029808277144820827e-04 1.636051556942032985e-03 5.447205176699593254e-02 1.648556186674203245e-03 0.000000000000000000e+00 4.020293871216358908e-03 7.500626983306289686e-02 3.760710503316272240e-04 1.240777615406892630e-10 1.906733052072605158e-08 3.709146538145303929e+00 3.224632165303862458e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.539558539972374459e-04 7.488817678782738740e-02 6.265549508973768982e-07 1.787254600982548736e+00 3.621112625348248548e-09 9.548921715324166781e-01 6.526239533281074780e-06 0.000000000000000000e+00 7.890791278807859577e+00 2.578796794175176638e-04 9.976748221630494086e-05 2.194140688716237865e-08 8.187778781753670102e-08 1.633515308941731192e-01 4.112354139311024781e+00 0.000000000000000000e+00 3.637939062331246171e-02 1.152230721499603483e+00 7.318413795835880364e+00 1.715610913396992121e-01 2.789012336882139987e-15 2.814103106650635233e+00 6.938377060685186670e+00 0.000000000000000000e+00 8.959809221244113310e-04 6.305174185983371260e-02 3.499677124603428613e+00 7.685536017740325472e-06 1.772093951484980169e-07 1.638921702669032603e-04 4.253479290873281471e+00 0.000000000000000000e+00 9.251051186761056755e+00 1.730410210812368191e-02 7.474832113712612326e-07 4.879979235687397984e-03 3.722310947058467181e-03 3.739435403893276999e-01 5.221757646933035185e-04 0.000000000000000000e+00 3.639846057219724151e-03 4.914666894812880910e-02 3.533473349735418009e-04 1.058392005037744836e-10 4.040742575582944784e-08 2.702934972103403055e+00 2.740077524740821419e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.743492072815236632e-04 3.092549629282254631e-01 2.674123589130911022e-07 1.762888964503444900e+00 8.929018786730047125e-09 9.478672496543205650e-01 3.318841066610842879e-06 0.000000000000000000e+00 3.327618521294480658e+00 3.941604267716109508e-04 2.029024815212980819e-03 6.970087999144855724e-07 8.482868513185156422e-08 2.086607543334237369e-02 8.634295237192013417e-01 0.000000000000000000e+00 9.570815321691732158e-02 9.808084498442214416e-01 6.795460008072929270e+00 1.058829274259683595e-01 5.088365361267535722e-15 8.615447728721086662e+00 6.313559992145981958e+00 0.000000000000000000e+00 3.363382135816401033e-04 5.887579936979502049e-02 6.392559551278288232e+00 6.294511304167398241e-06 8.141911585431499831e-08 1.512135499232405750e-04 6.922750737156114553e+00 0.000000000000000000e+00 1.880579254033392989e+00 8.341875646963564650e-02 1.429124574721913473e-07 2.999665281914988199e-03 4.799969352253428967e-03 2.641628979128544774e+00 8.141052477133269277e-05 0.000000000000000000e+00 5.006640097644966467e-03 4.258456828139342565e-02 1.070519561680168224e-04 1.155371288565981590e-10 2.204712074574940772e-06 8.187473634302573799e+00 2.438197136805678872e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.725378919691396520e-03 5.708003971092828061e-02 2.140377901193101981e-06 1.552986824737203619e+00 9.199045229141485829e-10 8.411680628458553244e-01 6.615269306657892442e-06 0.000000000000000000e+00 6.575676580693656348e+00 1.054428976627781191e-05 2.410088165296894562e-03 8.229680186338051350e-07 3.681051766306309928e-06 1.223187406864453403e-01 5.070937837475797405e-01 0.000000000000000000e+00 5.278947137898820641e-02 7.417552714165387417e-01 7.907094633181742438e+00 6.329262564637404553e-01 1.523866781780315803e-14 2.435510147121300317e-01 1.475037191217354327e-01 0.000000000000000000e+00 1.303249302644673892e-03 7.986854287790828844e-02 4.344867980711137001e+00 9.082693108711311451e-06 4.269504331722167707e-08 2.949142871520595791e-04 5.123227157280954458e+00 0.000000000000000000e+00 1.933317815787286564e+00 1.548846425327924381e-01 3.581367368682433616e-07 6.395741076760900513e-03 3.818989896277358385e-03 1.644214742200124646e-01 1.360922331268753455e-04 0.000000000000000000e+00 9.407287564250035872e-03 5.951308077789357887e-02 2.594409291896597816e-04 1.111365803297656391e-08 3.235888909365242420e-06 2.820143308460495213e+00 8.027439637720991394e-02 0.000000000000000000e+00
0.000000000000000000e+00 5.319078027329395345e-03 2.396482803744574494e-02 1.969165066702346424e-06 1.597082429393843039e+00 1.821158356604891439e-09 5.488245985661938109e-01 5.789632214832054844e-07 0.000000000000000000e+00 9.053659492111393092e+00 1.050506864879957644e-05 7.259683836902722752e-04 1.268516688645732426e-07 1.593366396085295300e-06 2.718417347808539386e-01 2.851691926363002505e+00 0.000000000000000000e+00 2.725957532551807547e-02 1.803480014756165400e-02 7.333465129616183020e+00 1.941613531097382106e+00 1.922996853810838711e-14 1.095177497872982658e-01 3.804705121889954134e-01 0.000000000000000000e+00 4.101478052723659621e-04 3.128876586766842216e-01 5.671866686948874303e+00 2.225823662021568191e-04 3.484417016026085588e-08 5.134679429551299761e-04 9.319623881506177154e-01 0.000000000000000000e+00 2.099611605032877026e+00 2.759819368782310822e-01 1.338434806685642007e-07 3.097022106481041488e-03 5.451991910814902448e-03 3.035894484890044320e-01 3.576407814611728964e-04 0.000000000000000000e+00 9.464026355229141624e-03 8.932582859756502125e-02 3.127851549737894923e-04 5.106266191443213626e-09 1.737639171150455242e-05 2.153974704772442017e+00 7.431611069920983359e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.782193770253751225e-02 2.336495287766453266e-02 7.967041789138435665e-06 1.521693694755163584e+00 1.368261933340921390e-09 4.895991136450446035e+00 4.123251929013480512e-07 0.000000000000000000e+00 2.003854024793698674e+00 1.136893305921206811e-06 3.785382617464382038e-04 8.916775297971934337e-08 2.155017851124626257e-06 2.308213814274052977e-01 3.467643564984737026e+00 0.000000000000000000e+00 7.412433921129436137e-03 5.333787736864869372e-02 7.483799282414019594e+00 1.263384389860171542e+00 2.548874182358304702e-14 1.472351318465942027e-01 3.572965515414329163e-01 0.000000000000000000e+00 2.966360576066897335e-04 5.435796491540546782e+00 9.776455561333079913e+00 5.706199397484595709e-04 8.960807865828499157e-08 2.032068548339890685e-04 3.236040893728623358e-01 0.000000000000000000e+00 1.873243167158448408e+00 1.184019309401719289e-01 3.373194612343547345e-06 3.681611149473876417e-03 1.230262426887927807e-02 2.698236532597863557e-01 8.095103519255389965e-05 0.000000000000000000e+00 2.480761916174361367e-03 4.035351254274582855e-02 6.570220102804490711e-04 7.680429052596712082e-09 5.532079831032946175e-05 1.460246232703442004e+00 2.198404956110042510e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.153924301623942238e-02 1.771718898275352894e-01 6.989145883759622668e-08 3.086235618108248424e+00 1.114343733129917197e-09 7.829124112050112050e-01 1.284679661248544005e-06 0.000000000000000000e+00 1.697469414654041442e+00 7.295931932371409017e-07 7.353581012605813838e-04 1.182475939476559818e-07 6.676871927968788739e-06 2.737716979130620509e-01 4.819206987302942835e+00 0.000000000000000000e+00 4.246565706761891087e-03 3.194587882286323787e-04 5.801442090170122690e+00 6.246009873678062263e-01 2.327468683692567664e-14 2.806293527824512204e-02 2.153609453205023935e-02 0.000000000000000000e+00 1.881506840645062858e-04 6.104016147090448818e+00 7.845104003652020097e+00 3.277608876836777262e-06 6.643200522453698663e-08 2.326749446528399894e-04 5.098767753958090010e-01 0.000000000000000000e+00 2.233145292155146233e+00 2.135955925989407034e-01 1.206087963457049832e-05 3.192091111571981454e-03 2.190691858103978665e-02 1.587622744509606110e-01 1.835489550768158772e-04 0.000000000000000000e+00 1.058896800884903330e-02 7.213333348442759613e-03 4.190816061436115078e-04 1.156880858318096218e-07 5.818209529692258630e-06 1.959008007374607452e+00 7.549252313362464495e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.522065384843195729e-02 6.334450021054122137e-02 2.371865313625091747e-07 4.100483380856446480e+00 5.213558618055182565e-10 2.503099535085258620e-01 1.736802923216239415e-06 0.000000000000000000e+00 3.053484030931166160e+00 7.683053881269244737e-07 8.204058723954587434e-03 1.880074417876707166e-07 1.666339804897505700e-05 6.646407272118763643e-02 3.296243629770814643e+00 0.000000000000000000e+00 1.009357186461308639e-03 4.689478027899413428e-04 9.764343165138498648e+00 6.816532581402670044e-01 1.274101856974239349e-14 1.813853929817076452e-02 3.725484572338784439e-02 0.000000000000000000e+00 2.125584602594307810e-04 4.238853107868854941e+00 2.684849062252182783e+00 1.762974805016712508e-05 2.099376625409526701e-07 8.178450852711801320e-05 5.134913571461353632e-01 0.000000000000000000e+00 9.258938756532270054e-01 4.557022173879413662e-01 2.133083935280798854e-05 1.159622158420569975e-03 5.224210556679274257e-04 1.061346310217118200e-01 7.866825512109991815e-05 0.000000000000000000e+00 5.709519731315903374e-02 3.397244007634704285e-03 1.163755887761276615e-04 8.208835848144647490e-08 4.545361117621962755e-06 1.272387794770776459e+00 5.108560718255832078e-02 0.000000000000000000e+00
0.000000000000000000e+00 3.913440090703042273e-02 3.970138921387293685e-02 4.302127820530218991e-07 8.034694151542776108e-01 5.766961399500867368e-10 2.294012533041687452e-01 2.774911775598356929e-07 0.000000000000000000e+00 8.243670526644397700e-01 6.883975753054957084e-07 8.375103594455352018e-02 9.648657925684535810e-06 3.671852593024202514e-06 3.328433898118429018e-03 3.012812099250785636e+00 0.000000000000000000e+00 1.580949003023219158e-03 5.135975115243050597e-05 9.972027728489596399e+00 1.320167869948930095e+00 3.452219206025776880e-14 3.457032583725269670e-02 3.135618111178958278e-01 0.000000000000000000e+00 2.219716839499675975e-05 3.194565705824968571e+00 3.603301157978755942e+00 4.499066727279172348e-05 9.481803004269003576e-08 4.421220571850827119e-05 7.852755268534158950e-02 0.000000000000000000e+00 3.354040221233502844e-02 1.205273203645792074e-01 2.897405702056391353e-04 4.746147325801084067e-03 5.750614276802735493e-04 1.439142051783776632e-01 4.567071875277957854e-05 0.000000000000000000e+00 1.451989089353181682e-02 1.338197483440637346e-02 1.120445968976024577e-04 4.108047300010713295e-08 3.876733829556686444e-06 2.141430783281475514e-01 2.861953377367268403e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.143599175450928512e-01 9.797751735035793719e-02 1.173549178245115168e-08 2.745533180443379337e-02 3.311928099166069358e-10 1.341214716381514127e-01 3.433577593556612424e-07 0.000000000000000000e+00 8.294857825765811654e+00 6.060100232172385396e-06 9.125356961439645698e-02 2.294561141780472998e-05 5.563303034185098670e-07 7.543752454947090340e-03 3.825812060928523106e+00 0.000000000000000000e+00 2.499059294054545993e-03 7.603563479145446767e-05 7.087769982879376762e+00 2.182983962754946550e+00 6.122173419313014252e-13 1.316728001178086443e-02 4.290088243188169836e-01 0.000000000000000000e+00 4.869281161269368129e-04 9.059312221666417031e+00 2.347493808190628251e-01 3.553869823126726258e-05 8.233748272917226275e-08 1.197847379618296757e-05 8.497240027814798730e-03 0.000000000000000000e+00 3.947881498642332593e-02 1.705878296478190448e+00 1.363355170146421554e-02 4.101298477058114983e-03 5.716428416682517227e-04 1.097312147831893542e-01 4.840124672263505860e-05 0.000000000000000000e+00 8.670560562921836648e-03 1.507478553143658945e-02 4.206397452145760785e-04 3.424925560929346330e-06 4.166825759673986252e-06 1.178327261808298360e-01 1.480592318373687676e-02 0.000000000000000000e+00
