word.concentration.1	word.concentration.2	word.concentration.3	word.concentration.4	word.concentration.5	word.concentration.6	word.concentration.7	
8.393199574163936916e+00 7.643635311969648072e+00 8.019079168219954923e+00 6.337674886481057257e+00 8.918450793381568431e+00 8.701382984321581304e+00 6.255580045363962505e+00
7.920949352473048322e+00 9.639728694868827219e+00 6.566218972524128006e+00 9.731023894022751364e+00 9.116207212844969376e+00 9.474229815595375470e+00 7.590123050896415258e+00
9.665694658654700788e+00 8.713527133931828317e+00 5.876151032036045940e+00 9.238271852247541105e+00 8.360770907327875534e+00 9.069465768664443317e+00 7.659470027177572860e+00
9.435887470079421746e+00 8.182591047481951207e+00 9.783439803605334717e+00 8.636859342060361655e+00 8.274745419028601390e+00 4.346501768120938358e+00 9.192419361337060835e+00
7.614463708956876964e+00 6.130609067625451658e+00 8.081930844979751782e+00 8.767937444433101746e+00 7.586885519879392525e+00 7.344526637384511503e+00 8.009857917728261612e+00
7.263350462773450644e+00 9.664688049741155140e+00 6.166523841587361332e+00 6.556444340811833804e+00 8.605162867528068915e+00 7.821097460851263783e+00 7.937234605271974885e+00
9.581479314689488547e+00 8.212907592624601349e+00 7.375229416529892390e+00 3.552785126861373932e+00 7.745115479490601196e+00 7.758865937957951431e+00 7.583449792748538698e+00
7.176102618037790926e+00 9.821943764049224868e+00 7.584219504328669537e+00 6.637461101230716309e+00 8.934967371112914947e+00 7.878299367530658515e+00 9.497100487252046364e+00
6.977528731229201142e+00 8.298350464610988908e+00 5.389154022568859226e+00 8.045435457514667377e+00 7.019818957606458909e+00 9.918539457488813937e+00 9.909669609596027939e+00
7.933950750595079704e+00 6.072424104176414872e+00 8.960151725346268137e+00 6.856474548381118694e+00 8.884369242944087475e+00 9.586237090146234152e+00 7.153151623499642398e+00
8.060612929624644707e+00 9.227626111522333474e+00 9.716270175727235170e+00 7.037922305969773973e+00 8.887621757447304205e+00 5.983065239751238273e+00 8.482835519562646809e+00
9.352114040627334646e+00 7.316082247745320011e+00 8.336721855558877792e+00 7.609936718323585758e+00 9.574930907552005266e+00 6.781631555050523730e+00 8.311044227025480069e+00
9.016106942731406448e+00 5.580397275746606489e+00 8.667513340990373294e+00 8.476033272811584141e+00 9.774848157908307300e+00 8.383107836425107706e+00 7.355219602546543278e+00
8.006774469623346491e+00 5.277908380995603999e+00 8.054710596278983559e+00 8.817023782779115137e+00 9.688853208636565739e+00 8.306038098576312478e+00 5.321139562890681241e+00
7.740614503028062643e+00 8.661471698541223674e+00 5.188034898985515397e+00 7.354665149079492537e+00 9.459962559641581947e+00 9.207626525716232635e+00 5.974310148132738973e+00
7.429172261338398364e+00 5.949116512609933238e+00 5.694069277451432320e+00 8.584517665781689288e+00 9.648883251573087350e+00 9.885995793169453094e+00 9.668692924607171335e+00
9.022143625545332668e+00 7.841337035304109193e+00 7.387668875460129847e+00 4.988223227669204007e+00 9.396356587027680618e+00 9.952056681417239759e+00 7.490684717461585151e+00
8.430354611910875207e+00 7.423355138231404915e+00 7.821905496916753187e+00 3.737264488952749986e+00 7.634560890604458194e+00 5.505803760648524836e+00 5.734224935793832856e+00
9.592092653270629654e+00 9.191878796669811891e+00 7.102210151851913622e+00 8.037244881002767016e+00 7.391762536576354847e+00 7.459989315051004155e+00 8.195799889629961754e+00
8.543435438765083489e+00 8.617748647847976784e+00 7.833889795848030246e+00 7.967053618329581255e+00 7.623441757124789220e+00 7.005054182758454040e+00 8.572292008307973887e+00
7.734056623865864566e+00 8.971339188914807750e+00 9.705834807840261647e+00 6.540721775635768509e+00 9.904501664441731634e+00 6.935522185847647236e+00 9.916195699505722772e+00
8.042572603287899469e+00 9.581380644055435880e+00 9.233889742440153370e+00 8.215981817342330018e+00 9.395860502596519837e+00 9.564917910762666509e+00 7.878307354025659848e+00
7.690754044781964893e+00 8.880119044856581212e+00 5.724720824850955125e+00 8.726805556091845162e+00 8.576746398582619335e+00 8.308959601916139803e+00 5.754012911126348939e+00
8.354206145181226617e+00 9.564571298026379509e+00 8.485504598445620772e+00 7.482716318100674613e+00 7.804964282629708094e+00 7.292326808057541854e+00 8.371623201112720736e+00
8.113160854751868101e+00 8.320419624725966301e+00 9.497699988315224218e+00 7.849814429874097499e+00 7.970533855146277880e+00 9.632254351008224802e+00 8.058043568198941742e+00
6.479278670251169103e+00 9.894878497026343922e+00 6.393840419304261502e+00 7.335299538154214538e+00 9.020868122260290889e+00 9.451711808637515588e+00 9.080341071597286984e+00
8.676391552359232762e+00 9.005416755543086182e+00 7.143805404502169942e+00 9.387988359681244788e+00 9.311751288181280728e+00 8.604520608353867672e+00 9.465545394921321076e+00
5.859491144741257429e+00 7.885770422892197651e+00 8.115378250715895803e+00 8.049045724210882824e+00 8.994282205386342710e+00 8.349195712560732119e+00 6.695158213045059092e+00
7.091689234797351915e+00 7.884739719369182609e+00 6.432693673144543212e+00 8.835689048006932111e+00 7.792268454384688070e+00 9.236435795074331878e+00 9.702720311504601014e+00
9.707993032164171865e+00 8.858064779792055532e+00 9.481730509723943712e+00 6.407274277429415577e+00 8.088202015742501416e+00 8.985170787844182883e+00 2.497891218319460371e+00
9.720374115900732193e+00 9.106178460683882037e+00 4.363331133469386280e+00 6.375137801181942621e+00 7.827181001307921271e+00 9.235257940351715433e+00 2.594671808472946761e+00
9.763040714701464395e+00 8.317527204041718747e+00 6.744997958871745247e+00 3.535288750340888075e+00 9.752654958681846509e+00 9.437292088738411522e+00 6.814602180585934477e+00
9.862647549106307920e+00 8.147547277727239745e+00 8.631658455668953067e+00 6.635799451253246772e+00 8.410932530324044976e+00 7.495946577385530496e+00 7.091209109129815502e+00
8.907134966589666192e+00 8.635248225583787018e+00 8.994425519504188671e+00 3.704255249603548794e+00 8.880061125982786407e+00 6.215595855906138389e+00 7.483370090220810233e+00
9.636931218180892600e+00 8.823026339583389444e+00 6.772964014171822811e+00 8.577963104222229518e+00 9.144743352520015023e+00 9.807282851497671317e+00 7.302134181610531627e+00
8.998871890365993664e+00 7.972313146189806687e+00 5.779073730057234570e+00 6.823292604564642261e+00 9.522626001460949396e+00 9.994409476773968848e+00 8.788157858020333890e+00
9.438387159685447614e+00 9.648786768570419170e+00 6.057134622470903729e+00 7.775492345314028775e+00 7.866575888769687275e+00 9.615510493615017751e+00 7.536617925387736783e+00
7.871936680769156425e+00 8.930444745030749587e+00 7.104355244197748220e+00 6.589547016086513054e+00 8.813087014556190368e+00 9.117541266115150478e+00 8.205926911355138742e+00
7.261229049701276139e+00 8.329535791420859425e+00 8.536458378692188376e+00 8.160574382974870034e+00 8.517357106104498143e+00 6.679835992100273678e+00 9.276673449473731736e+00
6.094615474286102952e+00 8.366787958890771648e+00 4.345618835112003531e+00 8.368044094008276090e+00 9.936284016842620304e+00 6.999138141476821673e+00 6.299179463077504870e+00
7.554654655967749655e+00 8.181260268142558800e+00 5.898762709838025309e+00 5.957261357469535668e+00 7.956945618311888957e+00 6.371382809385367274e+00 7.865260354462769499e+00
7.548977513160278541e+00 8.142456732523054797e+00 9.641950988124037281e+00 9.535645161479468612e+00 8.868848808642812998e+00 5.535255795417807434e+00 6.188781002000908416e+00
8.287391164677078592e+00 8.232655078271680082e+00 8.379214691911382573e+00 5.996723302153347035e+00 7.373589833816148520e+00 6.933669397684351310e+00 7.666515123921682218e+00
8.550345023312912573e+00 9.987120175898342112e+00 8.296954429710277523e+00 9.598024336204099782e+00 9.509971597750251249e+00 7.128102338699385143e+00 6.204089414976698080e+00
7.555750692762035925e+00 9.893354841722711512e+00 6.517942714319556075e+00 6.265092223783254255e+00 7.525087496843132051e+00 7.617932824339030518e+00 8.119015049741326706e+00
7.665774514597157641e+00 8.939216915136054098e+00 7.457826326580766718e+00 8.188497943842943272e+00 8.717021699103952415e+00 7.314811978002096815e+00 7.350947801997221198e+00
7.405651356393179618e+00 9.486623399669639412e+00 8.497453964377491786e+00 4.965989938335239273e+00 9.817241940401046918e+00 8.174814408027787138e+00 7.715902309210781240e+00
7.631021628772113985e+00 7.730110963421922499e+00 6.965811640823257100e+00 6.102371894268989294e+00 8.152417623667174595e+00 8.556333297659701742e+00 6.745701423575305888e+00
6.804161174444689486e+00 9.125447641587133063e+00 7.002641007310578480e+00 4.609792661865322216e+00 7.518322176144007329e+00 8.695347719895766048e+00 7.269023009322336470e+00
8.253562270127458689e+00 8.080012429644558125e+00 7.674828463395964917e+00 6.496954194182857023e+00 8.151695362255594546e+00 8.277832029770356925e+00 5.838699429614679026e+00
7.531374880693331164e+00 9.859468125378173298e+00 7.732342686725200309e+00 9.231043600032986518e+00 6.253323167203753030e+00 8.868732447044518352e+00 7.928622374686829843e+00
7.797999274717250628e+00 9.584708076042272040e+00 6.883419906275561218e+00 8.615614734591307666e+00 6.657822749472006585e+00 9.226515723543156966e+00 8.655010208620200984e+00
6.515135910019834498e+00 5.831519453750757087e+00 9.069247221401946391e+00 9.890409905498867005e+00 6.644160411646057973e+00 7.994661901590575326e+00 7.071735546972481856e+00
8.426254986423746374e+00 8.606428647723694425e+00 7.398822744926782491e+00 9.871888847081994101e+00 7.610529566484307118e+00 7.416419847352234918e+00 9.480104510519479888e+00
8.333432795764064593e+00 9.073982396997458011e+00 5.792381782283102076e+00 9.732759016256530060e+00 8.688100270735379382e+00 8.462529031678522884e+00 8.503838911531435230e+00
6.592961686515321773e+00 8.467969307292786851e+00 5.287755597694673959e+00 9.292760193230076737e+00 8.681148839370857573e+00 8.600445660559927319e+00 8.808061116647253996e+00
7.976555517339509294e+00 4.704575956453013852e+00 4.645375897996064651e+00 5.533742977783082218e+00 6.753122502778291292e+00 7.873189526156287421e+00 7.366442089217751565e+00
8.456892150048471279e+00 8.624506553075853788e+00 4.919339350009193979e+00 6.304564512664516229e+00 8.706225941437846672e+00 9.200990233974723154e+00 5.279124998095165999e+00
8.339710415294600665e+00 9.622075603367470364e+00 5.097279071867756528e+00 9.501258633468570025e+00 8.172456897003911536e+00 8.259600106043682999e+00 6.500145986431236089e+00
7.860961541398731711e+00 7.014055565719175434e+00 8.872533748589546576e+00 6.866142447893440526e+00 4.882791565250425236e+00 7.777843035604377064e+00 8.352990637001239449e+00
8.051093270339976016e+00 9.733710746017171900e+00 9.297155879907602838e+00 8.574509455448570350e+00 4.899344849313719941e+00 9.339248321439237444e+00 7.000837652002347866e+00
9.906561372984402425e+00 8.613783086184092497e+00 4.127249311735813109e+00 7.354262330052258712e+00 6.234902971791534299e+00 7.778552847505824097e+00 8.133691286003269738e+00
8.156568191717997962e+00 9.328912387506710147e+00 7.025317087247868741e+00 8.494219919058494384e+00 6.712551703591951302e+00 8.415608884875162232e+00 9.673485708603026367e+00
8.563215525185260191e+00 7.318717082116043215e+00 9.245374864024919148e+00 6.556922454424536362e+00 7.571364286989065384e+00 9.651096183005208218e+00 9.794910717668056321e+00
7.325029095310984673e+00 6.833227536595797069e+00 7.545158225801891660e+00 7.428571431876857645e+00 7.824744800320045712e+00 6.637242794769937504e+00 6.051704250673768826e+00
7.473539879632348004e+00 7.677753396685151444e+00 8.175199754898260451e+00 8.027858909403525089e+00 8.782163435038414789e+00 7.949718006527200842e+00 7.145305042587207112e+00
9.927440257002709600e+00 7.830162869067332387e+00 5.030446621073191515e+00 8.560291704711534777e+00 7.557084006970067769e+00 9.624605915737896922e+00 6.863839618956875555e+00
9.295788823184867766e+00 9.150223651973336203e+00 5.924502051881257003e+00 6.435465707639091093e+00 9.229907498615993688e+00 5.964108290772052179e+00 6.948495975635275101e+00
9.208197190045829927e+00 7.972427652855986757e+00 7.413410503138991636e+00 9.963530728905096723e+00 9.520858529771144774e+00 7.946734463534850690e+00 7.461607568166773063e+00
8.879930877514372156e+00 8.958671073476200064e+00 7.999475274312112916e+00 6.710361398040910252e+00 8.728369012560406759e+00 8.997998668712300585e+00 9.863097685203959131e+00
9.801348004285408422e+00 8.873794384331540996e+00 7.387903621318280045e+00 8.021263760673630117e+00 7.984716494611555859e+00 6.398341697690258734e+00 9.806082788210316536e+00
8.542354043628778371e+00 8.898430012196936190e+00 7.384040800287494655e+00 8.681278386136128233e+00 8.714672906305544586e+00 8.250061999488726983e+00 9.795894510701590008e+00
8.164236756292755359e+00 9.942779375142563936e+00 7.774576291596258848e+00 8.123344461367265623e+00 7.680448071105018926e+00 8.996605467358245178e+00 9.310157855966309626e+00
7.526327743225206923e+00 7.432705663306698796e+00 5.646477146856562435e+00 8.898243635697429710e+00 9.100771677488726397e+00 9.963677309655690095e+00 8.607032953246804396e+00
9.236763040963541727e+00 9.749082384766772691e+00 8.610781817865841958e+00 8.288573231211289638e+00 9.351781214741730963e+00 8.927561581739510643e+00 7.749767207193924534e+00
9.041200855717816509e+00 8.064483826867951066e+00 9.450430174801629946e+00 5.656630981507016820e+00 9.434219028586985800e+00 7.146320341779660801e+00 9.216583739762157279e+00
8.973735736207368419e+00 8.930912622021942582e+00 7.268166350426290556e+00 9.704756850988694339e+00 8.592150736226312091e+00 8.958713079029138271e+00 6.711007063533804384e+00
7.677716112396939074e+00 9.615631398576299560e+00 9.512879943876674460e+00 6.817464738834390303e+00 8.261020913273215527e+00 6.971143477811676981e+00 8.671578795717293175e+00
8.899306774899773842e+00 8.201141738868063413e+00 6.615948126586811640e+00 9.133491864808149785e+00 8.775206835796476312e+00 7.710712576326243628e+00 8.857419180296492556e+00
8.477974296411915134e+00 8.423311134268605116e+00 7.834406689282217506e+00 8.828848944404326105e+00 9.158202823836319340e+00 6.560383492659369153e+00 6.120541629240846326e+00
8.493582078704150717e+00 9.287969866462645996e+00 7.442315502304412078e+00 7.586085732938807169e+00 9.554959238979591873e+00 8.866198873315516593e+00 7.136801415442227459e+00
6.803694209817272132e+00 9.408567393109199983e+00 9.003602490645356227e+00 8.812453803996511681e+00 8.773936579381064860e+00 7.837678038403936398e+00 8.740448897100060677e+00
8.862118363765413065e+00 7.536566201227268280e+00 9.880755290453420159e+00 8.897350268561714515e+00 8.763146435322450856e+00 9.750089971509144249e+00 2.896341157335417194e+00
6.433789665934655844e+00 8.417918098774235247e+00 9.168583565617304032e+00 6.659276990855442335e+00 8.460094560008043274e+00 9.211100991391509396e+00 8.394494622567668429e+00
9.605547956275414023e+00 8.240857257515999734e+00 9.613493022089116380e+00 5.876978004468453420e+00 9.020570013674547027e+00 8.975313067782540344e+00 6.225300882243427480e+00
9.329355570070596571e+00 7.954380769714471278e+00 8.047968629032460797e+00 4.772950097029349692e+00 8.776593804588515013e+00 8.868549873065207478e+00 3.229096046919738505e+00
7.618540636229143459e+00 9.761894914654519084e+00 8.648433372339143332e+00 7.576650035213052803e+00 8.391080788700541859e+00 9.913879736967412981e+00 2.750877656517332515e+00
8.790132362255775433e+00 8.463958896861722536e+00 7.666149303130090686e+00 6.903447318620623996e+00 8.636835048798532810e+00 9.785615118860700790e+00 4.371479806519081635e+00
6.989781814625086298e+00 9.387405958865381095e+00 7.895814671309996591e+00 8.641902225323706332e+00 6.760272945733285965e+00 6.623554978030552931e+00 4.265277999410038490e+00
9.650788939171929925e+00 9.704751692426796694e+00 7.099487029533455562e+00 9.018521274756627903e+00 9.972049365690226708e+00 6.889143932391625924e+00 7.730101219844097926e+00
7.021899950021676773e+00 7.173405494523912296e+00 3.924707866676086176e+00 9.634788547184816920e+00 8.001698725993477979e+00 8.321231460555241100e+00 8.418504136435636553e+00
6.743233555557288206e+00 7.417093786330550387e+00 4.192764558756597815e+00 9.578665655062064133e+00 6.594278831568183286e+00 9.440218726849707309e+00 7.032481775075510200e+00
7.791281753671851718e+00 9.526923903394104443e+00 5.591548764651968817e+00 9.359081461987972972e+00 9.730257813141193424e+00 8.936665090905011155e+00 8.544440835144982316e+00
7.581417536810617364e+00 9.181039447274013554e+00 7.399301580454776150e+00 9.345981469069858605e+00 7.265202937813020512e+00 8.833502992970839074e+00 5.630565202361995425e+00
9.513336662087906959e+00 8.844076351184327223e+00 8.572203212649887050e+00 7.146427579228044280e+00 9.642043959725542734e+00 8.517967591758457857e+00 6.720162838397039984e+00
8.033201106141991232e+00 9.002275737900131247e+00 9.515799585108135616e+00 9.114153951024464462e+00 8.483702490444567701e+00 8.591963189569677084e+00 9.838437055119168662e+00
8.897854886768552518e+00 9.967422614867755826e+00 8.930257270117941459e+00 7.613230800872404558e+00 7.631398571588065671e+00 7.791466719466502155e+00 9.361371399925051406e+00
8.907203530464425256e+00 9.985312550701825884e+00 9.501887867068827376e+00 8.850905148464452310e+00 8.599635352476820316e+00 7.180624558920500000e+00 7.379782608076572714e+00
9.671949091341097926e+00 9.116476305441850059e+00 6.744015351078323839e+00 7.575323004115163350e+00 9.898902013239929687e+00 9.799241683238275158e+00 5.668509148692477240e+00
7.813005574606883386e+00 5.181232461166206171e+00 6.098249183097269821e+00 4.795456802285533726e+00 8.365899594383007454e+00 7.139130949994591191e+00 6.948529465830452168e+00
7.537913104319641455e+00 9.799283923694892096e+00 8.610873797044430233e+00 6.400274765984646841e+00 9.574561920737522769e+00 5.379431981361452841e+00 6.323994649714058447e+00
8.643650691323720991e+00 9.649571058226724674e+00 9.471274861787922106e+00 8.109244438295251101e+00 9.740237659723156582e+00 9.313682795908603040e+00 9.172158087768231383e+00
8.454745459324342960e+00 9.932542363193611834e+00 5.195785174728336564e+00 9.027052450215942159e+00 7.211536508689643021e+00 7.863052128545684916e+00 6.479015073927704371e+00
8.327663933409191088e+00 7.820053602626400036e+00 8.362433676536522142e+00 3.821402811561447344e+00 8.508018536397239373e+00 6.358249145384063716e+00 6.921772200223020199e+00
9.792638544143528634e+00 6.526714442535546112e+00 5.489123566225712736e+00 8.765862034650425016e+00 7.153424710966868716e+00 6.302741261885127955e+00 8.669890148398160079e+00
9.312134340235740382e+00 5.817222824827785743e+00 6.935054974307638176e+00 9.650807379863813651e+00 9.108270790070729817e+00 9.028009592613617684e+00 9.900006162016005362e+00
7.329738700799839357e+00 6.978923321361413912e+00 7.873117228199290274e+00 5.170286978773254383e+00 9.018099291429663822e+00 6.736505877261700803e+00 7.531346151568509839e+00
8.194561744783573687e+00 8.903838689139139007e+00 5.544576139794803460e+00 7.275826960925924070e+00 9.531437803683507681e+00 8.467310522673178852e+00 6.936397862334727549e+00
7.668975603217814907e+00 9.573017118311879514e+00 7.024691589674211478e+00 7.294996184685308194e+00 7.263851388352780880e+00 9.406451947951746106e+00 7.225769257544579993e+00
9.054134739624988271e+00 8.494346512754180623e+00 9.427706469842963344e+00 7.401682048086403398e+00 7.837466358906906017e+00 7.497850902693462771e+00 9.532477501688029875e+00
8.827448199206791912e+00 8.271051493974686863e+00 8.676389808330723596e+00 8.858499064840756887e+00 9.137901391984046384e+00 8.720739814283726687e+00 8.814986157252278076e+00
8.840354156454937495e+00 6.461858656067171580e+00 7.674668264351341307e+00 9.274807624659231919e+00 9.809486421098288389e+00 7.203459747757262832e+00 8.213581892149541375e+00
9.813033916097237963e+00 8.285928156529019262e+00 6.776340975216275098e+00 5.274956808468532543e+00 9.247554011887237024e+00 9.429122822717324937e+00 9.814672586893244954e+00
9.927061522793396264e+00 9.684689833685727223e+00 9.146241996844549860e+00 8.810893481933492311e+00 8.350299417236938027e+00 7.754257363852093299e+00 9.151065928622578838e+00
9.897335968305220888e+00 8.404315699507586501e+00 7.364097962919921692e+00 7.499138904826142316e+00 9.216569602823222240e+00 9.404085944178426359e+00 8.498424421673885121e+00
9.884829957173327131e+00 6.618580800799501063e+00 6.548477968155989259e+00 8.433767109724527700e+00 8.470547183944180603e+00 9.622973487816162574e+00 9.589098778124716560e+00
9.853404427811558008e+00 6.763793373572895007e+00 6.328291106848380920e+00 8.804507442213282076e+00 9.225290583474279771e+00 9.410132013821248975e+00 9.830545918757707113e+00
9.876249392809702599e+00 9.754760969160415129e+00 8.436035066423913875e+00 8.698167590562453810e+00 9.684155528652835798e+00 4.999330448402321991e+00 6.546969509881769511e+00
7.920370766581026345e+00 7.453027159225626974e+00 9.131007898817008694e+00 8.172293923006147764e+00 9.780857941101817943e+00 9.092543957371853836e+00 9.656051196298298223e+00
9.336099553420384112e+00 7.146313712988239253e+00 8.365441049882564428e+00 8.232772801011368102e+00 9.240982685452536316e+00 9.080897279207189143e+00 7.652788559881606112e+00
9.418432365951815655e+00 8.613598284298442209e+00 6.729968307901506464e+00 7.760185994711812363e+00 4.785864130472965883e+00 9.816508257741352494e+00 9.383978024082225033e+00
9.646531299095999046e+00 8.949722201179644898e+00 7.239845987403318972e+00 8.746290240181163966e+00 7.373936217893013456e+00 6.438238771189378262e+00 8.009760489788853022e+00
9.572236692253740742e+00 5.313366238994446711e+00 6.393940193830835561e+00 5.261635760833710762e+00 8.876611674677224784e+00 7.293875668013921398e+00 8.741242488953748335e+00
9.414547962459332453e+00 9.472916618338254935e+00 9.052673869932931439e+00 5.408284285633153665e+00 9.337632143599943646e+00 5.080249379116335007e+00 9.759725426978704377e+00
9.188591748141657689e+00 9.643053698263310380e+00 9.826769923082521174e+00 8.130052354356068989e+00 9.663339350788238136e+00 9.961819716548879100e+00 6.001023236680121720e+00
9.352973550853441509e+00 8.093207883608036113e+00 9.718646142770239749e+00 9.145772921894344876e+00 7.746812855418546917e+00 8.927376193392491999e+00 8.887417259964461635e+00
7.926664499607742442e+00 9.152521619577459688e+00 9.066004125066589481e+00 8.391854553518061977e+00 8.909765967319847491e+00 6.853919851583899714e+00 6.843667915154963310e+00
9.045821460238798295e+00 9.643247926337025433e+00 9.034968199713709680e+00 6.412169687873665147e+00 8.574730455256442951e+00 9.214037572281018385e+00 6.319388675994372484e+00
8.824424895501820743e+00 8.254437022913913680e+00 6.452189918894870146e+00 7.392628522676677250e+00 9.186124885292960229e+00 9.056570627975004228e+00 8.274065380039967721e+00
9.512653051987978614e+00 9.753063570118865044e+00 8.500865599796327388e+00 7.034076707603162504e+00 5.792092362668237904e+00 8.078599156579558738e+00 9.488255093513936700e+00
9.244116574091682637e+00 9.789294037977793295e+00 8.316698759736459223e+00 7.181228250792512924e+00 9.933055706892432113e+00 7.742819910917794424e+00 8.017244496204510185e+00
8.509575209784678407e+00 9.651580797600768591e+00 9.469747847318446432e+00 8.688739315258469986e+00 7.720100933537127119e+00 8.723408280051046404e+00 7.032610751843948904e+00
8.229901821129372408e+00 9.687930428311362974e+00 9.758515246101715945e+00 8.140074145986341492e+00 9.957302069352595097e+00 6.795133066984423209e+00 6.883025378378946790e+00
9.946058585990313006e+00 6.970855743672020211e+00 9.632914694612487949e+00 8.057586121855763395e+00 8.865073694567556117e+00 9.313782887469772120e+00 8.831360412350342415e+00
9.459817333572932085e+00 6.257457512900762353e+00 6.811255508729635366e+00 5.969727491551333642e+00 9.113427757060151180e+00 7.776855756307737622e+00 6.947351170844481949e+00
9.158117917759584614e+00 6.979003856346730039e+00 4.871388478050635129e+00 6.022741265019389445e+00 8.899695586257720947e+00 4.584992718771697007e+00 6.831847242548420240e+00
8.463453616286587433e+00 8.567249513971395558e+00 8.381745819688145360e+00 6.932463735384637005e+00 9.893458099964643537e+00 6.284246361308571949e+00 8.999950898394807552e+00
7.495375712280179847e+00 6.920899243595639128e+00 8.082753010882585798e+00 8.757257707261588919e+00 7.242246045082796790e+00 6.645592234503998164e+00 6.639569027743209340e+00
8.069781924933886685e+00 8.106688701860022661e+00 7.594362225511179787e+00 8.654408923669679510e+00 7.678669113318273176e+00 8.219039533615905668e+00 9.180347944752853095e+00
8.539571234790068743e+00 9.190505741096821168e+00 9.398582034283931463e+00 7.972421719743653767e+00 8.322819929788257909e+00 9.577837804402365762e+00 7.890144256080299456e+00
8.754434502748743796e+00 9.118829598929258040e+00 7.033675985347514370e+00 9.536540983767114454e+00 9.467388505653259401e+00 9.024117880457902530e+00 8.678726512613339494e+00
9.766105953399943473e+00 8.032360095930362931e+00 9.697723614391147606e+00 8.473140303762432879e+00 8.965668146890372725e+00 6.874971276836570055e+00 7.909755781853901269e+00
8.790290509684623999e+00 8.054713807507008383e+00 4.957386405464309753e+00 7.311181321081263285e+00 9.857870736178014681e+00 9.222413174469917152e+00 5.556655864875635231e+00
7.604336639462770719e+00 9.303884458705848459e+00 7.811360247427962200e+00 9.713840335438261420e+00 9.891913322847385004e+00 8.907354182813785215e+00 8.627579334753644247e+00
9.068962433681996060e+00 5.941957465070980327e+00 7.623420420477915016e+00 5.548542031668135976e+00 9.553769125440220833e+00 9.070890136763427591e+00 7.316098941425872582e+00
9.734776327164267329e+00 5.939032178059544975e+00 9.778193248208134847e+00 8.251596611141199133e+00 8.708714366167704668e+00 8.137165643981118635e+00 8.672525521392175918e+00
7.636366303468453687e+00 7.898395125811283002e+00 9.409203040641113347e+00 6.179830298969425151e+00 8.524253005018255891e+00 9.768475240995256215e+00 8.698038965970047443e+00
9.610393691549290907e+00 8.073082698586375727e+00 9.871571413383325222e+00 5.895194786808419352e+00 7.440818142603857765e+00 5.146017210881296045e+00 6.938555326120902755e+00
9.636969986728807669e+00 7.859264018623023595e+00 5.327261072930561170e+00 8.744086970577047424e+00 8.437943125043780412e+00 7.145356735974303319e+00 5.641570769237681304e+00
9.690920247158434364e+00 9.039683857691930058e+00 5.630284611266659134e+00 5.615578844053135121e+00 9.595269743766532855e+00 5.604667671871117030e+00 8.698619726953278786e+00
9.940820859923404029e+00 9.740772502156856305e+00 6.863589210607787372e+00 5.818605142021120002e+00 8.858231554296223109e+00 5.152860421554532167e+00 7.883767576976770108e+00
8.819729727978710798e+00 9.453142608021382287e+00 9.424536166275848004e+00 7.495335556434908675e+00 8.249714611304426626e+00 7.172006250818425244e+00 5.962228859337872500e+00
8.153579655724950470e+00 9.268408600460714908e+00 8.292208242310902477e+00 9.627893345795293101e+00 7.447830104587701783e+00 8.600323967323074470e+00 6.094520590469777233e+00
8.080192883600066267e+00 9.593415869606250368e+00 7.760235141067334474e+00 9.097328872865871219e+00 9.551793320312732760e+00 9.352167885437388861e+00 9.551159051785750975e+00
9.152024328391872743e+00 9.962780796231211156e+00 9.694104132250899397e+00 4.254683642456603465e+00 8.042493403269508789e+00 9.069079778395126468e+00 6.151613927008103389e+00
8.574568659273170468e+00 8.880049563538520374e+00 8.930899161032460398e+00 4.411504381269754305e+00 9.646976042145158914e+00 8.467826000030358458e+00 6.129487796761642571e+00
9.039992451174361676e+00 8.121558425935694103e+00 7.724893140340356901e+00 7.841612090012465508e+00 9.211211314892105761e+00 8.467890208833924959e+00 7.602879481887097057e+00
6.673744716174149438e+00 8.225789590467508461e+00 7.827918535244029030e+00 7.972618461363498277e+00 9.011762277221416539e+00 6.732661065881261564e+00 9.419386371485101606e+00
7.934958749784540188e+00 8.409065629706317324e+00 7.380139881712413086e+00 7.584166352865688410e+00 5.988775735436442815e+00 8.597566424023307619e+00 8.841280968199233925e+00
8.805317416587659096e+00 9.919826996208939818e+00 9.353926549020624037e+00 5.684672633114240092e+00 8.852317068623458240e+00 8.833900849698062885e+00 7.024621016275030883e+00
8.378280317938399335e+00 8.938281373076337744e+00 9.257317021988058059e+00 9.150021980008892442e+00 9.232277027972394023e+00 9.716550601488766148e+00 9.445786861927379263e+00
9.058124703795755295e+00 9.236238766790847876e+00 8.278942225039507719e+00 9.466813525605862978e+00 8.396901811354950951e+00 9.001130709919552331e+00 9.261052354428439770e+00
7.023362164126662144e+00 8.518591098981104892e+00 7.898465860856774157e+00 8.896310801174507787e+00 7.760844554567722930e+00 6.707807134169189389e+00 8.442303764601785332e+00
9.885625858547113509e+00 9.346547798570560062e+00 8.998188121798483152e+00 8.506263599150608812e+00 9.920353379240861358e+00 7.189640165922843273e+00 3.960696926805434614e+00
9.472959241208169345e+00 7.344295805420939516e+00 7.602966950011241565e+00 9.967254256754804587e+00 9.886126027325863319e+00 5.583520694009815877e+00 5.588735808942216110e+00
