word.concentration.1	word.concentration.2	word.concentration.3	word.concentration.4	word.concentration.5	word.concentration.6	
9.665191314408286161e+00 5.964814396943385333e+00 8.058083197534188002e+00 8.107814014020242155e+00 9.346746941861376001e+00 6.839780403112849072e+00
8.174631317988412249e+00 7.057594088450036551e+00 8.120057302657331277e+00 8.293671266994468994e+00 9.345668209959455908e+00 7.700548972316213714e+00
7.034143062966834670e+00 6.275742183075605496e+00 8.231649764327446661e+00 8.443559599788583725e+00 5.595026041564969077e+00 5.321616932621224372e+00
6.432248224222795407e+00 8.899671818282385516e+00 9.968740392959361429e+00 9.846471594661091231e+00 8.776324404302522808e+00 8.785533389428948681e+00
6.356802460948074440e+00 9.910427516615708754e+00 5.474143177555962581e+00 9.826898370425087847e+00 8.876230310833072679e+00 8.024509834923671647e+00
9.805577574980000932e+00 8.325317138955924179e+00 8.814258643399824678e+00 9.641879120799483616e+00 9.411806357432196180e+00 8.790233457280418605e+00
7.129273256924741453e+00 7.231656895786603201e+00 9.900026143656269539e+00 8.584967220841850377e+00 9.036948052841188073e+00 8.611340892375176637e+00
6.314007219586176944e+00 9.013595695235309790e+00 8.187080482905569667e+00 8.613892103762724517e+00 9.851640670947055867e+00 4.189670341688556121e+00
7.445444948347635261e+00 9.243320308320134515e+00 7.635004848274317801e+00 9.596384544484621415e+00 7.526377867166733182e+00 4.585326818253539827e+00
9.794054588760857882e+00 9.192521268392379596e+00 8.057433155671306579e+00 9.547425963849047292e+00 7.465394390271158365e+00 4.515573678116124867e+00
9.797013357022191116e+00 9.804480056120187470e+00 9.008517286327526463e+00 9.553811277478979846e+00 7.664475964243852246e+00 3.893420802587720608e+00
7.170707412966802252e+00 9.389773096425191312e+00 8.276391243310563084e+00 9.739272276221042191e+00 7.336438781223419525e+00 9.323835154560105920e+00
8.052312230451699193e+00 9.401199204348291261e+00 7.719391387900207846e+00 9.510275888764050833e+00 7.786362376662431473e+00 8.793654735423650948e+00
9.516859819231118678e+00 9.096463047958785353e+00 9.135389322603145956e+00 9.489501714875355987e+00 9.685373325521966947e+00 6.986795393876954030e+00
8.652270730034222979e+00 8.731587587463206290e+00 6.856894106727674298e+00 9.658255885894368120e+00 8.642360952486566106e+00 9.735933825160103083e+00
8.249595985569230905e+00 5.648803309910279680e+00 6.681026285352837490e+00 8.216136556461236751e+00 8.182933696034801585e+00 8.382360422540026335e+00
9.683328522187148124e+00 6.472279580017010758e+00 7.553974530473041682e+00 9.427494791285136344e+00 9.300263549290747278e+00 8.051356722680525380e+00
7.224828395533291925e+00 6.722818412559207424e+00 6.735967268735310931e+00 7.800167522513307361e+00 8.765143192119614568e+00 8.308092723042964423e+00
6.117547005240426827e+00 5.963536271609819472e+00 9.840781598721614287e+00 8.383772705032153993e+00 8.934273656531253494e+00 5.511346162577147823e+00
5.590632810102672323e+00 7.389510083702797161e+00 9.545700222454408745e+00 8.497749122681410583e+00 9.183508075108875346e+00 6.621085382213125925e+00
5.922299632926125490e+00 9.856676840122897687e+00 8.128877643313424883e+00 9.744509682159018027e+00 9.986290275914663894e+00 9.439932133485962495e+00
7.862284323600324143e+00 8.305358033029525799e+00 8.646356536157421502e+00 8.429200356446930442e+00 8.829003334070689490e+00 8.914924560500335105e+00
8.176266481301725619e+00 7.250838191429632928e+00 9.150274744360954671e+00 8.747648453604011110e+00 8.914348147137467038e+00 8.881492662042012043e+00
6.178304009301755606e+00 8.359209957414327263e+00 9.805686734631256840e+00 8.055351387575573341e+00 9.013189075545430029e+00 9.575085883932647590e+00
9.900986868320885037e+00 8.925174487793439582e+00 8.962313964985488823e+00 7.698303479485751666e+00 8.910959988658897046e+00 8.387555686773454866e+00
9.972197582076823608e+00 6.991923406659728002e+00 9.380927636187777807e+00 7.489705910424236279e+00 8.226789741546156165e+00 9.145925254694892814e+00
7.574689100821614396e+00 6.806849910948672644e+00 5.387983991611275059e+00 8.701725064450787528e+00 6.214701276319565260e+00 4.439217672756581301e+00
8.988529843161099819e+00 7.340015275001445794e+00 8.020396313264534172e+00 6.390573163385218969e+00 6.751550381535322387e+00 9.085177171075754288e+00
8.423515461907069124e+00 9.017626989636767121e+00 7.163055139533488713e+00 6.461569215644288100e+00 5.071548073207115870e+00 8.376356505504098493e+00
7.981770581568615519e+00 7.348120908405849860e+00 5.872444803467105068e+00 9.676899709828063578e+00 7.091888890185576777e+00 9.356910709630636092e+00
9.026995847521705585e+00 7.196205383762131369e+00 4.591529976327798579e+00 9.506302307240323657e+00 8.793300936014395219e+00 8.111518349541366746e+00
7.484559852863596596e+00 4.292222206073185831e+00 4.627231793850202557e+00 9.084939621886135797e+00 8.343858883370202761e+00 9.536767695734640782e+00
5.405562852191280854e+00 5.656989482178329531e+00 8.196230963758763366e+00 9.089259265896169282e+00 9.616496508087656991e+00 9.285537755018200556e+00
9.722599524452745001e+00 8.749055849332217250e+00 7.303604316454409329e+00 9.027178963668175626e+00 8.806296388333251457e+00 5.622198915357419224e+00
7.602302766194910078e+00 9.341029488984855078e+00 9.759485762928068908e+00 9.301310264005405060e+00 6.325227503168756371e+00 9.868463713324567621e+00
7.768352604180527088e+00 5.652060243657336613e+00 8.292745708810489447e+00 9.869746480088551266e+00 8.864019082496067625e+00 9.803539601882670596e+00
9.591227458324029342e+00 8.779296937596416939e+00 6.520597872893359792e+00 9.115035552567563926e+00 7.979473725410719531e+00 9.092616274864759873e+00
8.706737204400425867e+00 8.977142146487947727e+00 5.337704957696357333e+00 8.825424402697350956e+00 9.332300018753283410e+00 8.148201987495546916e+00
8.053211503963655815e+00 8.688721215327467107e+00 9.358689250594276032e+00 8.952494406136787930e+00 7.129383583867896945e+00 8.883027107506164199e+00
6.579558298965149987e+00 6.713905047875377896e+00 8.930157056487708189e+00 8.272473244289265892e+00 7.667672382196903058e+00 8.999856906090696995e+00
5.729864350434278997e+00 9.016096982233655410e+00 6.531839487185690629e+00 9.841617641164539521e+00 6.891172932463927481e+00 9.623087052942086217e+00
3.597451589680660256e+00 6.066602764857117691e+00 6.985678715858615995e+00 9.698384365464608692e+00 9.042870446971528864e+00 9.729088311342335871e+00
8.019555460391590174e+00 9.626868396326745625e+00 9.252867551134487556e+00 7.325260924204467727e+00 7.741680970360558689e+00 9.201430139418196319e+00
8.399892949028618716e+00 4.418101044202991545e+00 8.985483007213112217e+00 9.760365411360927723e+00 9.395228406286641132e+00 5.352114192970455875e+00
7.582557376141556560e+00 9.553211918915769374e+00 9.073901076192399273e+00 8.863535150315057010e+00 9.469084291089629346e+00 5.914107744113581866e+00
5.386253085816345099e+00 6.819437946187942856e+00 7.151748064197519739e+00 9.911374913414929821e+00 9.615780988429309062e+00 8.184037613530172450e+00
7.188560678302537532e+00 6.149857438251121522e+00 6.426740597175617076e+00 9.467530424630815844e+00 9.896229762812851050e+00 6.474564964753364293e+00
5.476553806013700232e+00 9.942636986288203360e+00 6.763136230706106033e+00 9.158140306364250804e+00 7.471337841305779826e+00 5.881698738822414008e+00
9.242683255173766099e+00 7.702431279160009581e+00 6.376511908634080683e+00 9.206893549471066862e+00 8.172741445255446990e+00 5.759934916760059309e+00
9.970025457968340277e+00 7.828903292910005085e+00 9.030773139549843620e+00 8.800647651506421809e+00 8.686105909113313928e+00 6.645399337685815588e+00
9.491948576827970996e+00 7.455369428588577208e+00 8.501228920407172041e+00 9.015663699557642019e+00 9.690498356456290097e+00 9.866081809867827346e+00
6.437608897354221149e+00 7.695674464530562808e+00 9.097081605087435463e+00 8.993666287320145614e+00 9.563271687936110155e+00 5.656978084190654954e+00
8.957991311049665839e+00 7.222085743315029838e+00 7.568060584552111614e+00 9.006827699946359900e+00 6.345859794759475037e+00 7.174355882084265446e+00
8.108302965199392531e+00 7.367187641703553780e+00 6.382561404710232367e+00 9.038779649634841817e+00 9.060094585890920982e+00 7.452827838381353764e+00
9.109320898620799412e+00 9.905944333116840639e+00 6.925403777283483109e+00 8.932065146268216793e+00 8.008575626282743443e+00 6.267173965805859837e+00
7.540569935294714199e+00 8.111396583076629696e+00 6.865551376903078484e+00 9.485677157623999989e+00 8.727122177703831696e+00 7.782900340879323586e+00
8.602590432580317525e+00 8.159069041081853157e+00 9.180479841491841597e+00 9.798922733650499595e+00 9.888206483840113137e+00 7.788353149754101423e+00
6.016984771947656796e+00 8.320569123806286882e+00 9.958467754844697595e+00 9.804733180587115626e+00 8.039529096066248215e+00 7.056583098716439295e+00
9.599947387918739139e+00 6.495579368067665449e+00 8.575298613107806389e+00 7.780608556541434240e+00 5.432747327107501079e+00 7.188109206969210518e+00
9.930609005207228890e+00 5.573434080718482342e+00 8.188400969368515803e+00 9.162196367159001653e+00 5.710396684002431833e+00 6.403394438156473356e+00
8.929858132503895263e+00 8.171515787290184463e+00 7.967975722993975829e+00 8.638981938597430243e+00 6.734800795353233838e+00 7.160797420521705980e+00
9.814773149804240759e+00 9.912553824083108367e+00 9.973821479644806587e+00 8.189788801377583027e+00 7.664847194836127642e+00 9.163546204752142543e+00
6.955915607934247014e+00 9.281723203245508813e+00 5.742688501670793144e+00 8.218999324342753710e+00 9.846939214950634067e+00 8.344412323144720034e+00
5.687137424312439293e+00 7.445557685409546878e+00 8.768391663742388431e+00 8.153349896859641177e+00 9.261795325684026636e+00 7.754738637024880532e+00
6.950804508902385770e+00 6.525581267550290221e+00 5.126763387607807587e+00 9.700649490405568898e+00 9.323718469681359977e+00 7.178203550977786840e+00
9.337297087745980662e+00 7.162334144947894110e+00 4.365534127992041213e+00 8.114877525897052024e+00 6.197900352217683206e+00 7.391597045227427998e+00
7.704685340860499387e+00 5.786795804959521838e+00 3.240612684186582548e+00 8.183031788289579112e+00 7.792556236956974303e+00 9.203873801038447766e+00
9.121466492424415762e+00 9.839335285413103094e+00 4.847724689687723298e+00 9.566868415651583746e+00 8.079285285855320353e+00 9.195673802836399346e+00
8.748888580644035073e+00 8.642001410174978915e+00 6.988849564760191591e+00 6.803406470657753502e+00 7.834640157879620759e+00 6.873308033634219605e+00
7.917190743039997258e+00 5.398735156993109463e+00 6.327769738138131927e+00 9.925959035527235130e+00 6.908507159031347378e+00 7.387398167208641730e+00
9.581766129051642267e+00 4.198308577851940449e+00 7.364740616879458024e+00 9.734073874187274100e+00 9.683737540447792114e+00 8.134334697624792554e+00
9.047839110485263348e+00 6.044669344278376322e+00 7.118243289535858054e+00 9.977440923297557163e+00 9.908363826691992671e+00 7.913115738069835814e+00
7.767262335820995567e+00 5.067999614181864843e+00 5.264982008399498703e+00 9.792147987070473292e+00 9.358790162781600586e+00 9.022317778242815223e+00
8.258116433410604529e+00 4.725297728071872427e+00 8.211864170783535144e+00 9.674189044649038394e+00 9.074244391234699947e+00 9.380390881724839147e+00
6.202989355011442107e+00 9.389113736399043120e+00 5.849464471388518660e+00 9.239789907954978787e+00 9.429185621809461182e+00 9.654693649800993427e+00
7.459292561395248988e+00 6.854621341538126522e+00 7.631710786463064444e+00 9.797802243034011482e+00 7.999841144195080744e+00 9.409116552491955332e+00
8.233307856328092811e+00 9.210246554808245278e+00 7.429026695043114081e+00 9.470606175765032830e+00 7.526931895416640650e+00 9.679744933607082658e+00
9.769675517915901608e+00 7.925418713637503387e+00 5.331833247076193771e+00 9.993032270172676590e+00 9.306702588008496591e+00 7.999549776526318823e+00
7.134246077423011201e+00 8.869558284173280072e+00 4.751984089510919773e+00 9.516558646814321065e+00 5.897775066346479633e+00 8.415757760791519715e+00
7.893781766777818731e+00 7.477372040935549968e+00 7.989834080795120030e+00 9.570014414278485759e+00 7.068862001107945936e+00 7.661305244744998078e+00
7.334400040420867128e+00 8.020367907907617777e+00 9.744713416805375061e+00 6.972795392348171362e+00 8.402083562631217362e+00 5.543404125628322632e+00
7.382572591440577980e+00 7.670915479028917794e+00 8.673238532774899312e+00 6.920430814476945969e+00 8.645362587112620290e+00 8.256593569020296286e+00
9.982757023805721275e+00 9.091335430946616114e+00 9.917863048615680910e+00 8.372469275828118285e+00 8.926851918140172870e+00 8.980533463288104201e+00
7.020675390855302567e+00 9.453443144297427381e+00 8.583899796609003374e+00 8.356114400561136080e+00 8.418498142522185645e+00 6.756937697826622014e+00
6.332825802035629614e+00 8.537197644376902872e+00 9.480114771705482113e+00 8.139756930926735023e+00 7.647602478082792032e+00 6.617987936854470732e+00
7.283067463342336900e+00 8.565937777113681761e+00 6.004253063947352587e+00 7.563093963361195549e+00 7.156687622839521978e+00 9.357768512557232299e+00
6.306448474640546031e+00 9.989070145824031854e+00 7.704597144913175377e+00 8.926494216770315404e+00 7.166956311960332116e+00 9.228453917748941748e+00
4.158448288372488477e+00 9.303797361118350651e+00 9.800981337161097429e+00 9.224146149156791097e+00 7.875354806566194910e+00 8.775424713360044038e+00
8.569624036666116496e+00 8.682476948497880542e+00 8.329732796472901768e+00 9.537478594743623361e+00 7.745168034513373989e+00 7.979988042193458142e+00
8.263643127478982109e+00 9.092695087619162564e+00 8.899763122846904295e+00 9.997659141949963413e+00 9.374320872506192615e+00 4.679246345131484297e+00
8.835350824868253738e+00 6.447189893846854147e+00 6.413558229194078919e+00 9.312068163555476730e+00 6.270026642983768106e+00 8.692362531532880965e+00
9.405588741058441116e+00 9.079053190880795654e+00 5.556600118359019902e+00 8.751239780153925452e+00 8.332696365103680947e+00 7.875911309628422785e+00
8.226654239570576621e+00 8.772670340767755093e+00 6.819021185623316050e+00 9.674702479092065488e+00 8.874514631300089107e+00 5.672732101757998358e+00
8.149376571422953575e+00 7.930665152430316667e+00 5.765727646782237592e+00 8.322285185058364121e+00 9.893395579703319953e+00 4.026748147884441131e+00
9.751807949828526390e+00 7.901214744931230882e+00 7.455346755338350562e+00 9.769081718299618800e+00 8.016413435088949768e+00 6.689432126518686239e+00
5.991113904862641171e+00 7.803757575432245019e+00 6.832913896480002691e+00 9.780441902116844943e+00 8.572603839878302878e+00 6.613937232027243596e+00
8.237490206924967140e+00 3.856574235689477437e+00 6.011600649930580964e+00 9.925221684067057737e+00 8.330973105840286053e+00 8.642450263691044299e+00
5.253393498223050351e+00 9.087786946175812730e+00 7.043755980879364387e+00 8.672171655353674069e+00 9.983998782419169160e+00 9.024086959253208917e+00
7.344232039569376091e+00 7.776253465529437747e+00 9.802698545212242820e+00 8.668249905742467121e+00 9.928867551768663091e+00 8.150541057596003114e+00
8.254111460783484233e+00 8.520603449143017372e+00 9.430558497418369157e+00 7.689632367063272689e+00 7.265378332227059310e+00 7.567506122865270690e+00
7.200347116846874229e+00 8.801721524127916751e+00 6.520473239802091037e+00 7.533333013503268560e+00 6.936976006985769772e+00 7.581059739749512083e+00
7.325760431560868646e+00 7.804170864397134366e+00 6.345893788390061907e+00 9.214582679646710517e+00 8.080586846143791746e+00 9.186752118925888055e+00
6.445780164185822336e+00 8.271937396454273284e+00 7.752861132414430756e+00 9.918942039161912305e+00 7.482612650983984537e+00 5.346219763983598661e+00
8.639812285309798057e+00 9.918990776014430466e+00 7.883048736024610648e+00 8.794301965063690218e+00 8.908447323872334067e+00 1.831205898848813352e+00
9.460800448494396164e+00 8.863940787582151870e+00 9.874809876742284942e+00 9.061292654710971561e+00 8.561708716551358123e+00 5.054102218553366832e+00
7.815449854962764675e+00 9.668493912913708854e+00 9.047833299876636204e+00 8.945049140137452781e+00 9.902484493989311076e+00 5.147856234880003434e+00
7.101152882034160285e+00 9.959318616753533249e+00 8.918923302135389974e+00 9.336125178293356086e+00 8.090056148739101616e+00 8.754837576897813278e+00
6.201043727004527994e+00 9.799689087111586261e+00 8.754904242379208057e+00 9.658039302827056360e+00 7.962374247638058122e+00 9.481089925946317720e+00
9.788346752751795776e+00 8.503633162816223390e+00 6.821955088732935657e+00 8.244658924437102243e+00 8.616129891677031694e+00 6.297702877991582682e+00
7.886411769795253157e+00 9.281168567059927099e+00 5.926659729628508622e+00 9.656242310150584984e+00 8.916313625319588709e+00 5.980575962835492199e+00
9.811356210142992751e+00 4.459853539461143157e+00 9.012632409373455999e+00 8.138901656849975907e+00 9.592683544708027199e+00 7.666414839067085651e+00
6.533456638938117678e+00 9.074875070317547809e+00 8.277354218360052585e+00 9.122343716291808846e+00 9.592104499411084007e+00 6.258202489734751239e+00
4.262953765158014718e+00 9.213230300008742546e+00 8.413071326711280662e+00 5.641720248282637407e+00 8.481666350252229591e+00 7.967603937627635524e+00
5.155665743294758130e+00 8.004211011252778007e+00 8.946594801432734556e+00 9.802642889415491112e+00 7.504011927229786494e+00 9.952193195330666597e+00
9.390173551694401155e+00 9.657896456691917209e+00 6.958977090384013131e+00 9.105679220600004342e+00 8.045479794698103149e+00 9.275109096000011988e+00
8.837651997719458308e+00 9.095317671254509406e+00 8.975732167872426004e+00 7.248243512232599883e+00 9.935831605983628023e+00 5.950588525170092069e+00
9.670125037987183703e+00 6.438071008338730472e+00 9.475964959154106637e+00 7.303076244172727272e+00 9.994930351865136231e+00 4.698504732329541689e+00
8.337226731682410019e+00 6.911991084410676223e+00 9.036511971437217738e+00 7.029395808776034649e+00 9.391203358747590713e+00 5.578904338726609069e+00
8.285530708608281003e+00 6.002795106577578643e+00 7.585029063334835620e+00 8.097172440508209945e+00 9.222325488761228485e+00 7.209285075145551502e+00
9.119876117316373154e+00 4.439638671377794665e+00 8.404012994672982018e+00 8.750933629239122880e+00 7.529443353633148206e+00 5.291439925491057572e+00
9.262247095737691893e+00 9.290597415437849449e+00 8.712739445560490736e+00 8.675900961264016331e+00 6.835764112543664339e+00 5.693305961471386567e+00
9.460029070530358908e+00 8.495321854380081916e+00 7.146434255566546767e+00 8.925377984712673296e+00 7.809552513069832003e+00 9.482132737071260919e+00
8.821019222326887288e+00 6.042434260174918137e+00 8.447312081058905520e+00 9.510324598800448115e+00 9.847352983794538162e+00 8.420892220234863501e+00
9.090106360966853316e+00 5.975621989383121502e+00 8.010318763173508216e+00 9.513726826432003847e+00 7.756257921112402975e+00 5.571580801997563448e+00
9.231735957552727356e+00 6.791271855794228429e+00 7.595759342434115879e+00 9.843812909141334444e+00 5.494650753208534688e+00 7.873532282501629176e+00
8.960317917308504576e+00 6.121591735661932709e+00 9.106708598416568989e+00 8.965930425225730360e+00 9.960150437856247763e+00 6.935291557803749285e+00
5.247386165373905342e+00 7.487503223389570195e+00 7.981904708086024591e+00 8.813480919361589727e+00 9.094331955774570986e+00 5.792972311702960120e+00
6.996764650514366579e+00 8.652989228289495571e+00 9.704946380611218615e+00 8.541477459718691989e+00 7.187474494759355181e+00 9.979844434722167534e+00
9.404647770423295583e+00 6.599681496577012751e+00 9.920304209507952109e+00 9.948163760150777080e+00 6.418508989857081737e+00 7.534082913991883679e+00
7.856523020575380656e+00 7.292034812936433852e+00 5.402440639441279835e+00 9.340031340871057353e+00 6.584819800228332909e+00 8.565169940347169941e+00
6.882220174230240239e+00 6.954890285603029909e+00 6.735295607464314216e+00 8.076066938629228531e+00 9.229314552366055580e+00 8.467743004989474187e+00
7.380126039583054798e+00 7.447067890161058301e+00 8.674664335320978026e+00 9.306956493050915213e+00 8.859980894688032294e+00 8.699111753533230740e+00
8.889876444160890401e+00 6.841998645400019008e+00 9.511800220354412971e+00 9.966998632910847533e+00 6.698764282619598553e+00 9.610269993792659449e+00
8.254748424517327265e+00 8.445563541774845362e+00 8.812378244325843824e+00 8.782377884494394493e+00 7.559394083425810429e+00 5.489322760019492264e+00
8.381268775995259546e+00 8.017589996605812175e+00 6.329260047032289727e+00 9.440711724122328619e+00 5.678412640236599529e+00 5.623220747380541340e+00
9.639009587050562544e+00 9.226929050468733351e+00 9.924482438168872989e+00 8.377338295386781652e+00 5.568342106669174285e+00 8.195480691375944815e+00
9.889678561724817740e+00 8.242805605048815210e+00 8.726263948521836511e+00 7.710953413691202130e+00 5.064254391564239732e+00 6.913630419096511659e+00
6.783165538230910840e+00 8.025183738538087752e+00 7.153082972597657019e+00 6.767394294398729748e+00 6.439458285757635458e+00 7.338457160231842025e+00
6.757485782418901188e+00 8.643936125009904714e+00 9.838362838715815073e+00 7.020792588983390203e+00 6.996977520599514833e+00 8.008802137689137624e+00
7.343168700722991993e+00 8.697033187573193658e+00 9.828628916245946812e+00 8.520468560025376448e+00 6.658747825716273994e+00 7.106810064491662970e+00
9.289948550819465467e+00 9.813583926204749730e+00 7.401240716416104704e+00 5.912727810408984652e+00 6.438479318032300114e+00 7.126513861422435703e+00
7.455818155159633420e+00 9.844004970040952429e+00 6.991391518048588161e+00 8.006544890467791831e+00 7.770541715180486975e+00 8.504390450738036122e+00
6.104485335815630798e+00 8.746079263662446479e+00 9.275008420374419416e+00 8.393868168679951225e+00 9.952668890573333371e+00 8.909961458163667913e+00
6.389439490916018372e+00 6.757364925449620863e+00 7.920561162192639060e+00 7.792576296640507216e+00 9.812256873557402059e+00 7.584663925457322264e+00
5.909837728691115011e+00 7.893822847605068915e+00 7.735140165610787655e+00 8.033340742878046115e+00 9.940284918296095285e+00 5.818196330913602665e+00
5.177139336090314181e+00 7.024076137501996442e+00 9.892936825088645136e+00 7.608082686195895228e+00 7.918414183626148350e+00 6.539660970647021898e+00
9.250023698112643800e+00 7.190551825442943468e+00 7.065924586550543118e+00 9.761950506024582808e+00 7.256165406969799392e+00 9.077282533125773156e+00
7.654792411603511759e+00 6.799278733085470705e+00 6.505958340864324896e+00 9.306815631763649677e+00 9.032884428772991470e+00 8.820905103131565284e+00
8.157743097015568878e+00 9.364573937515174862e+00 8.721167191546372877e+00 7.942553075604362078e+00 9.529668782470857025e+00 7.268457329772664899e+00
9.221771285862372380e+00 9.270347270802053785e+00 4.530668531932343868e+00 6.869572183131973375e+00 8.871629411157710976e+00 7.170037082242494364e+00
9.748247270719625490e+00 8.487382336331537047e+00 6.311866098774267186e+00 9.473772304592085192e+00 8.674056730478504562e+00 9.380705201084818867e+00
8.979199514876043509e+00 7.755865341869113472e+00 9.808222230750256898e+00 9.091475021945734980e+00 9.081184551764506452e+00 8.409137756253299401e+00
8.417866800864670651e+00 8.280339846499211731e+00 8.410481525572285122e+00 8.551730112975823417e+00 8.479302131016703825e+00 8.567820980286583676e+00
7.543495180687864732e+00 7.824879582079558915e+00 6.716855167776484059e+00 9.872511501721835003e+00 6.448444410820835415e+00 9.973696029801466523e+00
9.168497435404782792e+00 8.049107148299366798e+00 8.329728245512106000e+00 9.304286347623325071e+00 7.406573298308277487e+00 8.615211308176563776e+00
8.885464665578233223e+00 6.819254265148682492e+00 7.857981625285638927e+00 9.752457865731393838e+00 7.350012726825066345e+00 9.603297058269193442e+00
4.795476760565222207e+00 8.987150872409136682e+00 7.362966747261260991e+00 9.682877013420815970e+00 9.049105240762786551e+00 7.547779591454565562e+00
6.018345041722014344e+00 9.522663140923683045e+00 9.135049622352701348e+00 9.304508221918146305e+00 8.633776890511384750e+00 8.756004251176690900e+00
8.736045135597848343e+00 4.376317527609995928e+00 7.943018110782269048e+00 8.184815705966308030e+00 8.706214951318603568e+00 6.523243140850325972e+00
8.437801259543951105e+00 9.784944753646607651e+00 7.398697144289849703e+00 8.882455620021453058e+00 8.976121962140851451e+00 9.729434061786729870e+00
9.956402550299443988e+00 8.991250961260860208e+00 9.206590740139114715e+00 5.868666953998707747e+00 9.855791533695121842e+00 9.760704828201445693e+00
7.287782857541575510e+00 8.011131382509503851e+00 6.240359963804742449e+00 8.924896235623432261e+00 9.834944147795933844e+00 8.400665419664971267e+00
7.655625801790534091e+00 8.276680816244166294e+00 5.556150949482375978e+00 6.862659118712459261e+00 6.383624930769050465e+00 7.936158009659354029e+00
4.534353052699437114e+00 8.838129586171307395e+00 4.549810826832257682e+00 8.381109582530605451e+00 9.089829560358667848e+00 9.974153595092582592e+00
7.411529635255162951e+00 8.740175594504172807e+00 8.090660911825958479e+00 8.048212175634867904e+00 8.429370030593171137e+00 5.864318494570754936e+00
6.664165409838704868e+00 7.457889818450665231e+00 7.131971353329584318e+00 7.099215806105005910e+00 8.294772240955143872e+00 8.365019148756910994e+00
8.558471709190371257e+00 7.170334000634497329e+00 8.314094322279512284e+00 8.182556494548361314e+00 9.914448896393768251e+00 7.314024591692486865e+00
8.298249586819739676e+00 9.385822511408917990e+00 6.555021632636024442e+00 9.408335863941706734e+00 9.647975494668742158e+00 8.588971028850302503e+00
7.430110152459683093e+00 8.521508328513540675e+00 7.604383934333784900e+00 9.074782022090989386e+00 9.177311525422606309e+00 8.337846830647592355e+00
5.304382858542558310e+00 7.867194115942240273e+00 8.866622819704724989e+00 8.205511805656200863e+00 9.256456867294890145e+00 8.177581194967512346e+00
6.520335096528099506e+00 7.011562796929855956e+00 9.049041023910971759e+00 7.714962198595720189e+00 7.345845539109483013e+00 8.529714527680877012e+00
9.994559502298269393e+00 8.391454164394973603e+00 6.974729828225887829e+00 7.665339662315711955e+00 7.897950947622411455e+00 9.231214679574090809e+00
8.715830516517049986e+00 6.589582142550217903e+00 8.162212371424338642e+00 8.000048886616568211e+00 7.408236807521816125e+00 5.051416812584607285e+00
7.884619110517932405e+00 7.290787500026503665e+00 8.670348470605192759e+00 6.913530869532099388e+00 7.387091183309950182e+00 8.119838011457209959e+00
9.196967575087940716e+00 5.154190398163193798e+00 8.799003700395932270e+00 5.740027461449543011e+00 8.701526873276531404e+00 8.480107696320382971e+00
7.972741234207944672e+00 5.623398624281841229e+00 4.577769291530681350e+00 5.706679671510497265e+00 8.682381434694672606e+00 8.177507408173308789e+00
7.672286620641670218e+00 7.095523629836814727e+00 6.695838139971606040e+00 9.428096353770619942e+00 9.006344107711029778e+00 9.695914594658567864e+00
3.383237613766494789e+00 7.352408287950857435e+00 7.397230231082946972e+00 9.283328193522351057e+00 8.456019296868037216e+00 8.685684600312825410e+00
8.951168420593894837e+00 6.722844123529805316e+00 7.159148160280557782e+00 9.343453414689799175e+00 9.937331345264922788e+00 8.058662711559104963e+00
9.853109630370040506e+00 9.390884293165800756e+00 7.991304316313946998e+00 9.486703438266244959e+00 9.938437254910263974e+00 9.417300670003335483e+00
9.899541344454565461e+00 6.675714525060588045e+00 6.393930729114019051e+00 9.061830420719205748e+00 9.242586752346168666e+00 7.318057340133503175e+00
6.719976787042755362e+00 8.508617887095471843e+00 7.695186445960515265e+00 8.393905325100917025e+00 9.223121100300254227e+00 4.834816908764668852e+00
6.668879899238972619e+00 7.010099361761718662e+00 9.337424790664035967e+00 8.616458289564995709e+00 7.142452340806030975e+00 4.908897002182735392e+00
8.380139128739727994e+00 7.484474960693191292e+00 7.334720659977160828e+00 9.001729087908863391e+00 7.808528114649744722e+00 7.017209720644538962e+00
8.320232816895728689e+00 7.663445539779274895e+00 7.095210859202590647e+00 9.582660508253846743e+00 9.584442919594192034e+00 8.505825126204733522e+00
7.415148440836880184e+00 8.292015180270418284e+00 7.024287348307380441e+00 9.428754750326669765e+00 7.488604743668457076e+00 9.307462514949063959e+00
4.776040558133684222e+00 6.514734343678775019e+00 7.702935135392722898e+00 9.375613134388498082e+00 8.262878942043164088e+00 5.284460210922230949e+00
7.035585465169047481e+00 5.292243362328997947e+00 6.187176438392561373e+00 9.356983529961681256e+00 8.413522564676904736e+00 7.073420672764585859e+00
3.835856513268378620e+00 8.748480173418792916e+00 6.958042687306044805e+00 9.407108343579437815e+00 8.053392862563969246e+00 6.097361709599853796e+00
4.117228418294933689e+00 9.781765956879807433e+00 6.523469603273118089e+00 9.800761872911017747e+00 7.068710217672806273e+00 5.765473128735714603e+00
9.519918784233786013e+00 8.014949023141369366e+00 8.643536623851948875e+00 9.796256883557905581e+00 7.406857478215448154e+00 9.647679506140972805e+00
8.173276298184834587e+00 7.898503835591708544e+00 6.912883281701909688e+00 8.424739305712687809e+00 8.971111332214309897e+00 9.722224904083036634e+00
7.339135398682272715e+00 6.910654746998400100e+00 6.348050785146003960e+00 8.996286842052992228e+00 9.270567447882655188e+00 7.418733772029914242e+00
