word.1	word.2	word.3	word.4	word.5	word.6	word.7	word.8	word.9	word.10	word.11	word.12	word.13	word.14	word.15	word.16	word.17	word.18	word.19	word.20	word.21	word.22	word.23	word.24	word.25	word.26	word.27	word.28	word.29	word.30	word.31	word.32	word.33	word.34	word.35	word.36	word.37	word.38	word.39	word.40	word.41	word.42	word.43	word.44	word.45	word.46	word.47	word.48	word.49	word.50	word.51	word.52	word.53	word.54	word.55	word.56	word.57	word.58	word.59	word.60	word.61	word.62	word.63	word.64	word.65	word.66	word.67	word.68	word.69	word.70	word.71	word.72	word.73	word.74	word.75	word.76	word.77	word.78	word.79	word.80	word.81	word.82	word.83	word.84	word.85	word.86	word.87	word.88	word.89	word.90	
0.0125104 0.0118241 0.0120846 0.0105868 0.0132701 0.0106549 0.0116486 0.0105226 0.0108801 0.0104937 0.0110223 0.0105272 0.0118005 0.0117991 0.0106922 0.0102694 0.0107872 0.0120513 0.0110059 0.0106870 0.0110329 0.0111419 0.0113124 0.0124213 0.0111743 0.0109636 0.0107786 0.0112291 0.0111677 0.0113681 0.0110125 0.0107901 0.0108005 0.0109334 0.0109587 0.0123788 0.0105121 0.0108832 0.0109032 0.0106727 0.0110937 0.0103871 0.0110003 0.0105403 0.0105179 0.0109861 0.0107841 0.0105875 0.0112134 0.0117171 0.0114669 0.0107939 0.0110422 0.0108130 0.0111073 0.0109335 0.0103664 0.0119153 0.0114419 0.0118252 0.0118006 0.0121331 0.0126496 0.0117925 0.0119417 0.0107516 0.0111685 0.0105739 0.0106416 0.0106341 0.0113288 0.0119160 0.0109505 0.0108252 0.0105706 0.0108076 0.0106835 0.0107955 0.0108016 0.0110970 0.0109711 0.0108339 0.0105573 0.0107035 0.0106341 0.0108024 0.0108157 0.0109089 0.0105201 0.0113034
0.0106503 0.0111147 0.0108358 0.0115300 0.0107252 0.0115970 0.0108221 0.0118440 0.0107135 0.0110540 0.0111024 0.0114660 0.0121359 0.0101935 0.0099950 0.0105691 0.0106209 0.0115216 0.0107432 0.0104950 0.0109349 0.0103204 0.0117710 0.0106307 0.0108371 0.0110873 0.0107104 0.0110740 0.0102794 0.0104725 0.0114260 0.0106218 0.0104237 0.0108474 0.0107240 0.0110110 0.0116986 0.0120376 0.0121889 0.0117726 0.0125210 0.0123811 0.0113060 0.0110527 0.0104229 0.0118857 0.0107294 0.0108663 0.0106962 0.0108644 0.0104967 0.0112671 0.0119875 0.0119337 0.0119267 0.0117000 0.0121153 0.0100881 0.0104316 0.0106307 0.0106762 0.0106676 0.0109936 0.0107243 0.0106883 0.0106069 0.0105637 0.0110217 0.0114935 0.0117244 0.0120053 0.0110966 0.0122492 0.0119798 0.0121848 0.0114260 0.0119246 0.0124720 0.0106428 0.0104291 0.0107631 0.0109903 0.0109361 0.0109386 0.0108300 0.0107109 0.0104300 0.0107098 0.0108949 0.0113245
0.0106691 0.0118842 0.0111662 0.0125157 0.0116038 0.0112543 0.0110194 0.0113280 0.0110375 0.0108954 0.0103201 0.0110747 0.0113077 0.0112552 0.0114736 0.0107260 0.0104726 0.0109758 0.0116720 0.0107723 0.0110582 0.0109582 0.0107525 0.0119290 0.0122940 0.0114169 0.0109350 0.0109105 0.0113448 0.0111342 0.0111986 0.0106843 0.0108673 0.0111640 0.0106941 0.0114773 0.0111316 0.0108858 0.0110545 0.0116860 0.0115059 0.0110633 0.0127262 0.0120885 0.0110298 0.0107031 0.0108725 0.0108169 0.0110255 0.0114245 0.0109832 0.0106651 0.0112676 0.0110561 0.0114403 0.0111452 0.0109163 0.0113131 0.0111140 0.0109961 0.0103723 0.0110042 0.0111150 0.0113560 0.0107167 0.0111504 0.0104951 0.0111046 0.0109460 0.0113734 0.0107057 0.0109226 0.0111766 0.0110724 0.0105275 0.0111646 0.0112481 0.0107669 0.0112860 0.0111522 0.0109710 0.0105654 0.0116101 0.0103677 0.0105217 0.0112713 0.0111238 0.0108119 0.0110123 0.0109354
0.0106499 0.0111144 0.0108354 0.0115296 0.0107248 0.0115966 0.0108217 0.0118435 0.0107131 0.0110536 0.0111020 0.0114656 0.0121354 0.0101932 0.0099946 0.0105687 0.0106206 0.0115212 0.0107428 0.0104946 0.0109345 0.0103200 0.0117706 0.0106304 0.0108367 0.0110869 0.0107100 0.0110736 0.0102790 0.0104721 0.0114256 0.0106214 0.0104233 0.0108470 0.0107237 0.0110098 0.0116982 0.0120372 0.0121885 0.0117722 0.0125205 0.0123806 0.0113237 0.0110704 0.0104226 0.0118853 0.0107291 0.0108659 0.0106959 0.0108640 0.0104963 0.0112667 0.0119871 0.0119332 0.0119263 0.0116996 0.0121149 0.0100877 0.0104313 0.0106303 0.0106758 0.0106672 0.0109932 0.0107239 0.0106879 0.0106065 0.0105633 0.0110213 0.0114931 0.0117240 0.0120048 0.0110962 0.0122488 0.0119794 0.0121843 0.0114256 0.0119242 0.0124716 0.0106424 0.0104287 0.0107628 0.0109899 0.0109357 0.0109382 0.0108296 0.0107105 0.0104296 0.0107094 0.0108946 0.0113241
0.0106499 0.0111144 0.0108354 0.0115296 0.0107248 0.0115966 0.0108217 0.0118436 0.0107131 0.0110536 0.0111020 0.0114656 0.0121355 0.0101932 0.0099946 0.0105687 0.0106206 0.0115212 0.0107429 0.0104946 0.0109345 0.0103200 0.0117706 0.0106304 0.0108367 0.0110869 0.0107100 0.0110736 0.0102790 0.0104721 0.0114257 0.0106214 0.0104233 0.0108470 0.0107237 0.0110095 0.0116982 0.0120372 0.0121885 0.0117722 0.0125206 0.0123806 0.0113232 0.0110698 0.0104226 0.0118853 0.0107291 0.0108659 0.0106959 0.0108640 0.0104963 0.0112667 0.0119871 0.0119333 0.0119263 0.0116996 0.0121149 0.0100877 0.0104313 0.0106304 0.0106758 0.0106672 0.0109933 0.0107240 0.0106879 0.0106065 0.0105633 0.0110213 0.0114931 0.0117240 0.0120049 0.0110963 0.0122488 0.0119794 0.0121844 0.0114256 0.0119242 0.0124716 0.0106424 0.0104287 0.0107628 0.0109899 0.0109357 0.0109382 0.0108296 0.0107105 0.0104296 0.0107094 0.0108946 0.0113241
0.0125085 0.0118223 0.0120828 0.0105851 0.0132681 0.0106533 0.0116469 0.0105313 0.0108784 0.0104921 0.0110206 0.0105256 0.0117987 0.0117973 0.0106906 0.0102678 0.0107855 0.0120495 0.0110043 0.0106854 0.0110312 0.0111402 0.0113107 0.0124194 0.0111726 0.0109619 0.0107769 0.0112274 0.0111660 0.0113663 0.0110108 0.0107885 0.0107988 0.0109318 0.0109571 0.0123769 0.0105208 0.0108919 0.0109118 0.0106814 0.0111023 0.0103959 0.0110057 0.0105457 0.0105163 0.0109951 0.0107825 0.0105858 0.0112117 0.0117154 0.0114652 0.0107922 0.0110516 0.0108224 0.0111167 0.0109429 0.0103759 0.0119135 0.0114402 0.0118234 0.0117988 0.0121313 0.0126477 0.0117907 0.0119399 0.0107500 0.0111668 0.0105723 0.0106400 0.0106325 0.0113270 0.0119142 0.0109488 0.0108235 0.0105690 0.0108059 0.0106818 0.0107938 0.0107999 0.0110953 0.0109694 0.0108322 0.0105556 0.0107019 0.0106324 0.0108007 0.0108141 0.0109073 0.0105185 0.0113017
0.0106490 0.0111134 0.0108345 0.0115286 0.0107239 0.0115956 0.0108207 0.0118425 0.0107122 0.0110526 0.0111011 0.0114646 0.0121344 0.0101923 0.0099938 0.0105678 0.0106197 0.0115202 0.0107419 0.0104937 0.0109336 0.0103191 0.0117696 0.0106294 0.0108358 0.0110859 0.0107091 0.0110726 0.0102781 0.0104712 0.0114247 0.0106205 0.0104224 0.0108461 0.0107227 0.0110080 0.0116972 0.0120362 0.0121875 0.0117712 0.0125195 0.0123796 0.0113213 0.0110680 0.0104217 0.0118843 0.0107281 0.0108649 0.0106949 0.0108631 0.0104954 0.0112658 0.0119861 0.0119322 0.0119252 0.0116986 0.0121139 0.0100980 0.0104415 0.0106406 0.0106861 0.0106775 0.0110035 0.0107342 0.0106981 0.0106056 0.0105624 0.0110204 0.0114921 0.0117230 0.0120038 0.0110953 0.0122477 0.0119783 0.0121833 0.0114246 0.0119231 0.0124705 0.0106415 0.0104278 0.0107618 0.0109889 0.0109348 0.0109373 0.0108286 0.0107096 0.0104287 0.0107085 0.0108936 0.0113231
0.0125076 0.0118214 0.0120819 0.0105955 0.0132672 0.0106525 0.0116460 0.0105302 0.0108777 0.0104913 0.0110198 0.0105359 0.0118089 0.0117965 0.0106899 0.0102671 0.0107848 0.0120486 0.0110035 0.0106846 0.0110304 0.0111394 0.0113099 0.0124185 0.0111718 0.0109612 0.0107761 0.0112266 0.0111652 0.0113655 0.0110100 0.0107877 0.0107981 0.0109310 0.0109563 0.0123760 0.0105197 0.0108907 0.0109107 0.0106802 0.0111011 0.0103947 0.0110046 0.0105447 0.0105156 0.0109939 0.0107817 0.0105851 0.0112109 0.0117145 0.0114644 0.0107915 0.0110504 0.0108212 0.0111155 0.0109417 0.0103747 0.0119126 0.0114394 0.0118226 0.0117979 0.0121304 0.0126468 0.0117899 0.0119390 0.0107492 0.0111660 0.0105826 0.0106503 0.0106428 0.0113373 0.0119134 0.0109480 0.0108227 0.0105683 0.0108051 0.0106811 0.0107931 0.0107992 0.0110945 0.0109686 0.0108314 0.0105549 0.0107011 0.0106317 0.0107999 0.0108133 0.0109065 0.0105177 0.0113008
0.0106487 0.0111131 0.0108341 0.0115282 0.0107236 0.0115953 0.0108204 0.0118422 0.0107118 0.0110523 0.0111007 0.0114643 0.0121453 0.0102033 0.0099935 0.0105675 0.0106193 0.0115199 0.0107416 0.0104934 0.0109332 0.0103188 0.0117693 0.0106291 0.0108354 0.0110856 0.0107087 0.0110723 0.0102778 0.0104709 0.0114243 0.0106202 0.0104221 0.0108458 0.0107224 0.0110075 0.0116968 0.0120358 0.0121871 0.0117708 0.0125191 0.0123792 0.0113207 0.0110673 0.0104213 0.0118839 0.0107278 0.0108646 0.0106946 0.0108627 0.0104951 0.0112654 0.0119857 0.0119319 0.0119249 0.0116982 0.0121135 0.0100975 0.0104410 0.0106400 0.0106855 0.0106769 0.0110029 0.0107336 0.0106976 0.0106053 0.0105620 0.0110200 0.0114918 0.0117226 0.0120034 0.0111062 0.0122474 0.0119780 0.0121829 0.0114242 0.0119228 0.0124701 0.0106411 0.0104275 0.0107615 0.0109886 0.0109345 0.0109369 0.0108283 0.0107092 0.0104284 0.0107082 0.0108933 0.0113227
0.0111713 0.0110022 0.0111155 0.0102340 0.0108197 0.0113037 0.0110802 0.0111094 0.0107267 0.0113396 0.0110656 0.0106806 0.0109100 0.0111288 0.0110927 0.0112451 0.0108844 0.0109739 0.0105186 0.0110812 0.0108331 0.0108335 0.0110445 0.0110067 0.0112906 0.0117080 0.0120356 0.0109853 0.0112061 0.0107525 0.0104052 0.0110860 0.0113158 0.0114366 0.0113223 0.0112417 0.0107770 0.0116446 0.0111443 0.0115891 0.0109889 0.0107406 0.0112093 0.0109154 0.0106832 0.0107684 0.0113425 0.0110629 0.0114074 0.0112383 0.0111568 0.0110493 0.0112334 0.0119177 0.0105405 0.0114156 0.0109604 0.0105573 0.0114082 0.0109592 0.0112472 0.0109806 0.0112148 0.0111858 0.0110761 0.0112652 0.0108258 0.0106834 0.0108792 0.0105511 0.0109716 0.0106177 0.0110570 0.0112774 0.0107456 0.0108619 0.0109818 0.0111896 0.0113129 0.0103762 0.0111136 0.0107779 0.0105594 0.0108724 0.0125787 0.0117182 0.0117816 0.0121761 0.0118577 0.0125666
