influence.1.1		influence.1.2		influence.1.3		influence.1.4		influence.1.5		influence.1.6		influence.2.1		influence.2.2		influence.2.3		influence.2.4		influence.2.5		influence.2.6		influence.3.1		influence.3.2		influence.3.3		influence.3.4		influence.3.5		influence.3.6		influence.4.1		influence.4.2		influence.4.3		influence.4.4		influence.4.5		influence.4.6		influence.5.1		influence.5.2		influence.5.3		influence.5.4		influence.5.5		influence.5.6		influence.6.1		influence.6.2		influence.6.3		influence.6.4		influence.6.5		influence.6.6		
0.000000000000000000e+00 5.016218378510009867e-07 6.269414028958646659e-08 5.232115268724639280e-19 1.284772911882302697e-05 1.270532438024296520e-03 1.305392696858405453e-04 0.000000000000000000e+00 9.827686751517872402e-06 9.133653159835976032e-01 3.705386246348760875e-18 5.056788353381098602e-05 5.886746792826698626e-05 1.318535192710975874e-06 0.000000000000000000e+00 7.121504440918869318e-07 4.698923885425257407e-02 4.538367433624656222e+00 6.897442451879391700e-02 1.194994764598067915e-05 9.795205846706343897e-05 0.000000000000000000e+00 3.429704778608551607e-01 2.101549938804189027e-02 4.523533331727939977e-02 2.883766933174415134e-06 3.991246446370357891e-09 3.974763528647601296e-01 0.000000000000000000e+00 2.516144122186447091e-02 2.764569019159312732e-03 1.061885922919511838e-01 4.501974490518370446e-03 5.729980237279676245e-12 8.638152435879572143e-05 0.000000000000000000e+00
0.000000000000000000e+00 9.465261925788788298e-07 3.663605846398589128e-08 1.186339437793541916e-19 1.665166856432760784e-05 9.052095580340477083e-04 9.277302046211267743e-04 0.000000000000000000e+00 7.431932358756805947e-06 7.031290522863187231e-01 3.615420341037583509e-18 1.101591548480524037e-04 6.631234903284651406e-05 2.517257653281668987e-06 0.000000000000000000e+00 1.045990368432322251e-06 2.496892209203072782e-02 4.789763179588759634e+00 3.585246992439517638e-02 1.298298692029930589e-05 6.515819446397229787e-05 0.000000000000000000e+00 3.145583841992687368e-01 7.966394433806947561e-02 5.000777046878664145e-02 2.335091928527049562e-06 3.609953653115172376e-09 4.821016573555012008e-01 0.000000000000000000e+00 6.151799144259055552e-02 6.100394118932130072e-03 5.258055062961442677e-03 3.193328432180083439e-03 3.332112139998549979e-12 9.208034009558792158e-05 0.000000000000000000e+00
0.000000000000000000e+00 1.149993086622492468e-06 2.202911725640350299e-08 3.705405702593877319e-19 7.358467998395499268e-06 8.187753834671635065e-04 5.585530551526174349e-04 0.000000000000000000e+00 4.401946288517953376e-06 5.149901044366905767e-01 4.631602731888657144e-19 1.406008388970880557e-04 8.998762140183884351e-05 3.135429174441989237e-06 0.000000000000000000e+00 3.577947541589144086e-07 3.276875395568104588e-02 5.269173485318365380e+00 7.115966284673383990e-01 1.492181878282430680e-05 8.253067530840504581e-05 0.000000000000000000e+00 2.803280336095102521e-01 1.986492839001578747e-02 2.034316644155743647e-01 1.745026218610128256e-06 1.007252351816890568e-09 3.646095714763427087e-01 0.000000000000000000e+00 4.113973688650214844e-01 3.367496724986863282e-03 7.824128597037160017e-04 4.167795499473421136e-03 4.364355889814526079e-11 1.667716668927561260e-04 0.000000000000000000e+00
0.000000000000000000e+00 3.244474310664431390e-07 7.398923037103692166e-08 3.959697439423551524e-19 7.173916251995422592e-03 1.111504932096860770e-03 5.384950743769642773e-04 0.000000000000000000e+00 2.850487195772376197e-06 4.824970904511063363e-01 5.197543057451679653e-20 3.126408359726523100e-04 7.073462593798908026e-05 7.547464666207066196e-06 0.000000000000000000e+00 3.718790779120157854e-07 2.660545706585104933e-02 4.026940051973814327e+00 3.774623973006248634e-01 1.334519323807018512e-05 6.555594889011245841e-05 0.000000000000000000e+00 2.252990658141454938e-01 3.339708008617214841e-02 3.837119528078489772e-01 1.148994622919863238e-05 8.437850953181509380e-10 1.259761088766554238e+00 0.000000000000000000e+00 8.074410526747113348e-01 3.110037404944421702e-03 1.958136891242929362e-02 2.616808450652176148e-03 3.028191925026036706e-11 5.540240309247857425e-05 0.000000000000000000e+00
0.000000000000000000e+00 1.037491738383910179e-06 4.060298784605174115e-08 6.154361346052490334e-20 2.571114066925020859e-03 3.342970218581711121e-03 1.976277834673890657e-05 0.000000000000000000e+00 8.522163015869909929e-07 6.845853240569535814e+00 2.720405305863582488e-20 8.301532518508896764e-04 1.538290562552573567e-05 8.268913291312933542e-06 0.000000000000000000e+00 5.858156901691173508e-07 1.588827800409814070e-02 2.223712111106324496e+00 3.038166413671900545e-01 5.849529638547693840e-06 1.478685354094032289e-05 0.000000000000000000e+00 9.326608268201572183e-02 4.538715367094479924e-02 4.601325422668340881e-01 9.134384111750863807e-07 1.730959166477943835e-08 3.427868868095948485e-01 0.000000000000000000e+00 1.706599519306647994e-01 9.813916726460296652e-04 5.496756547143991783e-02 1.456157486239836830e-03 2.818581522615882069e-11 1.871641803675125641e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.375149903909188907e-06 4.291069747774269467e-08 3.816942851497369020e-20 1.272807855191015157e-02 4.588564098935575541e-02 1.010109383288333531e-06 0.000000000000000000e+00 3.865056244838959925e-07 7.365267739897306321e+00 2.403046743912349264e-20 7.252978024148024278e-04 1.152086330143903820e-05 9.341661231132218811e-06 0.000000000000000000e+00 2.284258500628969297e-07 9.357436672723921933e-03 2.252621182630350383e+00 8.880001795734818182e-02 2.626374422156873265e-05 4.367390981644596413e-04 0.000000000000000000e+00 8.858695027526317101e-02 1.013731981455054804e-01 6.087506412191142635e-01 1.861440305823943112e-06 1.463247816186885659e-08 5.275862548104083283e-01 0.000000000000000000e+00 1.098430357919800149e-01 1.274335254610625473e-03 1.653359920620807444e-02 5.888212013150266122e-04 4.080229980067174196e-11 1.355053743462596768e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.712389249380788504e-06 2.623398767704523135e-08 3.553238793454787018e-20 9.466290321733681831e-03 1.677656952514787192e-01 1.229293678853960372e-06 0.000000000000000000e+00 1.033506159874720099e-05 1.101558953570569432e+00 2.524599309905956298e-20 6.931099614300626453e-04 2.819652544607986454e-05 1.004018565851952712e-05 0.000000000000000000e+00 3.274957857946210871e-07 3.376330269639796038e-03 4.337576754032983928e+00 1.398286774280554090e-01 2.175019406573901730e-05 1.379467110942853318e-03 0.000000000000000000e+00 1.140014247601860986e-01 5.120255728395511907e-01 5.423659495837904743e-01 1.454801853868109114e-06 1.233474737053106184e-07 6.425206511332830495e-01 0.000000000000000000e+00 9.666592259319796432e-02 4.749709320771702348e-04 4.832218818495241652e-02 1.825960137874026168e-03 2.998032948096179425e-11 1.361499159234926632e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.766135731356600484e-06 1.182026556430605932e-08 4.768024339388062026e-20 6.549469884821438811e-03 1.187664169765730443e-01 1.291723110238637675e-05 0.000000000000000000e+00 1.302430546841500030e-05 3.634491677137346999e-01 9.358419127125954251e-21 4.541797301051889559e-04 2.827075000164872964e-05 1.269202921807270255e-04 0.000000000000000000e+00 2.395506824076413656e-07 4.108633655533083101e-03 3.776232845382066827e+00 6.142705815877099601e-02 2.694171323127835720e-05 1.181546332465567345e-03 0.000000000000000000e+00 1.022853018168042999e-01 5.594945274922526884e-02 4.569184879185356429e+00 1.370352450299919258e-06 5.321054817720093270e-09 1.061368041049660871e+00 0.000000000000000000e+00 1.373902565218450278e-01 2.143205931342072714e-04 1.316795054209174975e-01 5.830208607234695604e-04 2.446884219979951314e-11 1.181035054241692231e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.442118200544951860e-05 7.737260122627894836e-09 2.202315351169637594e-19 3.509747241301928306e-02 1.976123184785752718e-01 2.064584984676693025e-05 0.000000000000000000e+00 3.685086198915240061e-05 3.420175653684970896e-01 1.794838925333931474e-20 2.418260641047016019e-03 1.117001372049846559e-04 5.010502899755657578e-05 0.000000000000000000e+00 1.715227404914984465e-06 2.737537350895902222e-02 3.582482327624252783e+00 2.170815000455571936e-02 3.254724948102677141e-05 9.513439933122719825e-05 0.000000000000000000e+00 1.877894638807084682e-01 1.110191741097719120e-01 2.569255501282854404e+00 9.401271913998201607e-07 5.613998612396762506e-09 1.441108204607466359e+00 0.000000000000000000e+00 9.293318172991326120e-01 2.088987688009854009e-06 9.902371682383413753e-02 3.996308179511092904e-04 1.573472439288601120e-11 2.726081380045895975e-05 0.000000000000000000e+00
0.000000000000000000e+00 1.631674066485545968e-04 7.422705987735351978e-09 2.140846665613689389e-19 9.366979525478173751e-02 1.619174692088002909e-01 2.382387818710756942e-05 0.000000000000000000e+00 7.037413478305728804e-05 1.182219697879801912e-01 7.005783873122526159e-20 2.620484142301295755e-02 1.890023293015589121e-04 1.604913867954169766e-04 0.000000000000000000e+00 4.196805700687827305e-06 9.182596215284331495e-03 4.568796849798923532e+00 3.002876413067302741e-02 1.453404073217155895e-05 4.833191085589039031e-04 0.000000000000000000e+00 9.182731208841549142e-02 4.301373755613189902e-03 7.421984482868856148e+00 1.186613987175098459e-06 4.084162400939010993e-08 9.935257089438502831e-01 0.000000000000000000e+00 3.077318966211617379e+00 1.241096965573556086e-05 6.744365543997065116e-01 1.433983571076144600e-04 3.157625327036553195e-11 1.264063864453047884e-04 0.000000000000000000e+00
0.000000000000000000e+00 7.303076927006969593e-04 1.992390553497156833e-09 1.926061027305371346e-19 5.379484249341627278e-01 1.293923303896924171e-01 7.015231660534642378e-06 0.000000000000000000e+00 7.615126412507341222e-05 1.539290087973046006e+00 3.181243738509600630e-19 8.442527828877259555e-02 1.507961864448184575e-04 1.796597718883412580e-04 0.000000000000000000e+00 2.253965207198849491e-06 2.664154135009860064e-02 2.760327362506129312e+00 1.063490096176634037e+00 2.616750386908969669e-05 3.345891356019146164e-04 0.000000000000000000e+00 5.059295968375036867e-02 3.298440587235027671e-03 6.521561585376126402e+00 1.246095703988401050e-07 5.006375740753773057e-07 1.363167165222724186e+00 0.000000000000000000e+00 7.286255005786967942e-01 5.268367809643458576e-06 1.263250366026554550e-01 6.753867236594175011e-03 9.297956403746874081e-11 2.257441198567864142e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.062255445915478600e-03 2.367245275921075758e-09 5.264191448039540225e-19 2.058223025706679699e-01 4.826179292866560055e-02 2.905101739915318622e-06 0.000000000000000000e+00 3.827231348032972833e-04 5.450772369363250380e-01 5.551973007763744744e-19 6.063964843079503592e-02 1.942538987814077227e-04 3.183487562723472862e-05 0.000000000000000000e+00 5.981123963936311068e-06 6.636687039449780086e-04 3.642368382618933476e-01 1.230402231955221248e+00 2.325770717044548731e-05 7.632616669381074928e-04 0.000000000000000000e+00 8.277971587751829785e-02 7.769799527848797634e-03 9.539413299965552540e+00 2.676233201806888927e-07 1.688445843464318702e-07 4.058575438993567985e+00 0.000000000000000000e+00 2.524746104917980905e+00 5.670101910405903777e-05 3.405451723076668435e-01 9.820477039947369396e-03 2.996516434724646204e-10 2.024454016224661501e-04 0.000000000000000000e+00
0.000000000000000000e+00 8.400246186715833435e-04 2.504140287516360110e-08 4.797785447795808940e-19 1.677323552701038833e-01 3.130420642063829612e-02 1.897311528640381179e-06 0.000000000000000000e+00 1.279037637267517848e-03 2.669515912151841919e-01 2.041688641048369929e-19 4.204437193370455517e-02 2.484701043045667719e-05 3.741947955230722237e-04 0.000000000000000000e+00 9.177019036354886893e-06 8.380724805294633697e-04 2.284481941999078336e-01 1.965161491180886788e+00 2.090078728284038383e-05 4.918544348119528384e-03 0.000000000000000000e+00 2.673656710527121116e-02 1.173043323008038721e-02 3.202046639560745867e+00 7.084980829054832255e-08 8.546912012696353641e-08 6.459004940099022818e+00 0.000000000000000000e+00 3.359966226242928400e+00 3.952667878874321829e-05 2.626088650931221111e-02 6.672642097804218179e-03 3.973135372767266777e-08 2.610880690649396716e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.611312373907685377e-03 4.142144138438847063e-07 1.469514703075365252e-18 4.425591709780243854e-02 2.253688832690722149e-02 1.790192275319671358e-06 0.000000000000000000e+00 3.147573610017650406e-03 2.161782677267304609e-01 1.871337275004508154e-19 2.227081301218916121e-01 3.282687974938687894e-05 7.177211362680522297e-04 0.000000000000000000e+00 5.614350596499609595e-06 1.315246101564374157e-04 1.006969950583224804e+00 3.867667812682551443e-02 7.457014256054233896e-04 6.837683514112613374e-03 0.000000000000000000e+00 5.015019411120202192e-02 3.011039730549753268e-01 5.820218949692546495e+00 1.114359013071842450e-08 2.958603414992646943e-07 6.803725405143331351e+00 0.000000000000000000e+00 9.726175244986127177e-01 1.526647581508199905e-05 1.685497525503464045e-02 1.203813150370225578e-03 2.437130885091044826e-08 4.060480632863810719e-04 0.000000000000000000e+00
0.000000000000000000e+00 7.441588423336462739e-04 2.100150467024577636e-07 5.501529626539730090e-18 7.442295443680651927e-03 6.741218668225783250e-02 6.088374850028097407e-07 0.000000000000000000e+00 5.568933535966626202e-04 3.629625040848134115e-02 2.159808779435351112e-18 7.560290907605489441e-02 3.694255310353026123e-05 1.361195052408182985e-03 0.000000000000000000e+00 5.090150417282283398e-05 6.069478906104482790e-04 3.045723772161432752e+00 3.026326233357399392e-02 4.761067828453703003e-04 3.868429588632591506e-03 0.000000000000000000e+00 2.683283368904688937e-02 1.010508781109078047e+00 4.946515590025040154e+00 1.051334101878422524e-08 4.123527005380501614e-07 7.596467089349657087e+00 0.000000000000000000e+00 3.222163151330804443e+00 3.920501987024591246e-05 2.781410291168345816e-02 2.520095881540960903e-05 5.654382036048892091e-07 3.965171697472594735e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.270378456678910358e-03 1.557721358590530993e-07 1.342370567851152538e-18 1.543943726733564524e-02 6.318643563382325690e-03 8.625445682007564369e-07 0.000000000000000000e+00 1.064587783495191337e-03 1.199557199114886230e-01 1.144861721908819308e-20 1.734464853197565049e+00 1.273694638356180869e-04 8.693148930013210474e-04 0.000000000000000000e+00 3.344082014790472817e-06 5.165470201639885475e-04 3.266759300604229477e+00 1.496421641038620243e-01 4.584871469143328264e-03 1.358392844121416145e-03 0.000000000000000000e+00 2.997701855346240202e-02 8.161526724050086612e-01 3.182192715939073047e+00 1.227958951591358314e-08 3.729625471440109010e-07 3.700757393350043500e+00 0.000000000000000000e+00 2.335155305498777700e+00 3.059566386094404169e-04 2.479365985794008617e-02 1.353820621351968925e-05 1.590105074632434689e-08 4.704347117640233600e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.108445720993245362e-03 5.674653508642153830e-09 9.473108756483768769e-19 1.743250419643693414e-02 3.215536648511587055e-03 8.006421856356939252e-07 0.000000000000000000e+00 2.489835328792459109e-03 6.454919780941772989e-02 3.496675618423958792e-21 3.967603716662078117e+00 1.999877609244072728e-04 2.953849347761024874e-04 0.000000000000000000e+00 3.884500789003455086e-06 2.796872295849314499e-04 5.215412541823282844e+00 8.346584284165801115e-01 2.041285322194385035e-02 5.191543258965676255e-01 0.000000000000000000e+00 2.593149314864673927e-01 2.022741165232297078e+00 9.381111792453522558e-01 1.197465867803045029e-08 2.923567256969504983e-07 2.806417325267145380e+00 0.000000000000000000e+00 1.428021193166918890e+00 2.936968921208652742e-04 2.555548480142003642e-01 1.367452561932032412e-05 5.819989770094043703e-09 3.563462514719621297e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.481282617840024820e-03 6.801750985320136839e-09 9.113811319462992827e-19 2.736232553188855388e-02 3.423006917415874744e-03 3.690056947333882216e-07 0.000000000000000000e+00 2.605930551177901722e-03 1.164546431038541441e-01 4.175010079575651067e-20 6.368397290371482278e+00 1.792487538218577614e-04 2.973034275876549086e-04 0.000000000000000000e+00 1.298724642992381143e-04 7.871715317807804915e-05 5.273890667766155005e+00 1.239419637687309700e-01 1.120514397172204663e-01 9.957326048408005059e-02 0.000000000000000000e+00 2.227775451517691074e+00 2.025982165687603587e+00 7.396571530353180934e-01 1.968663556524057282e-08 2.033660522124942020e-07 3.616773289582810413e+00 0.000000000000000000e+00 7.398929494314639976e-01 8.923457023447962358e-05 2.840061295363921490e-02 9.637574164050516772e-06 2.443240169006235205e-09 8.719082065545120941e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.399595004105799907e-03 2.933398266834893237e-09 1.373993531348496773e-18 5.602745321978193360e-02 8.726862819723589515e-03 3.869306335805829092e-07 0.000000000000000000e+00 3.608252166259586554e-03 1.534937491569180190e-01 2.924752358942119519e-20 6.529115655102842197e+00 4.541939323695540876e-05 3.956864162434637071e-04 0.000000000000000000e+00 1.489719276101401967e-04 8.058430576639737640e-05 4.422897483541435193e+00 1.146746830708538084e-01 8.959277921081433560e-02 3.346025968056816347e-02 0.000000000000000000e+00 2.008725685396061333e+00 2.063560629425126969e+00 1.529029797666526247e-01 5.177665001187258979e-09 4.895345437738423977e-07 2.916374119267279852e+00 0.000000000000000000e+00 2.318957230256890323e-01 2.580671563901469544e-05 5.314417595283656669e-03 2.007700533002588942e-06 3.547208059468291961e-10 7.341272734490631759e-03 0.000000000000000000e+00
0.000000000000000000e+00 9.629035984723931501e-04 1.399172062949459209e-09 8.345358159164729115e-19 1.321804532716664982e-01 5.927117807565656683e-03 7.809330411376189372e-07 0.000000000000000000e+00 1.574968438129072676e-03 8.297803554795617209e-02 3.433177545860892021e-20 7.864153266421168631e+00 5.162302957560319382e-05 6.201109871789359240e-03 0.000000000000000000e+00 1.305506841471407967e-04 1.615778943185501929e-04 6.726980164272734264e+00 1.239392092568681603e-01 9.216286760222396068e-02 2.132265830327732120e-02 0.000000000000000000e+00 5.539797133951107622e-01 1.804913850789247487e+00 4.677479086317409829e-01 2.127773969679232685e-09 1.739818131828092835e-07 2.861445648549820309e+00 0.000000000000000000e+00 1.655770491053930038e-01 4.412064395677523047e-05 2.174043625525257963e-03 3.063419545344738421e-06 1.515342598006503681e-09 6.744632870194847141e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.581643198854219530e-03 3.758702699862969559e-09 1.755269281126042561e-18 2.301372856932929478e-01 2.138215296428313053e-03 1.367745023630355673e-07 0.000000000000000000e+00 1.389921419960234465e-03 4.942580054728749894e-02 7.481407225904857290e-20 1.312667855338440770e+00 8.127691586256906504e-05 3.587257246533692712e-03 0.000000000000000000e+00 8.923201478659206472e-05 2.281202259977114621e-04 1.983706067420977215e+00 9.940140877557452903e-01 4.166108962169679519e-01 2.704061452100472301e-03 0.000000000000000000e+00 9.179122544128305305e-01 5.978925855599018568e+00 7.254798500350997381e-01 1.076488612505460844e-08 2.987504449160341354e-06 3.236728212928607906e+00 0.000000000000000000e+00 6.639534997313044362e-02 4.529473550700294888e-05 1.168068799920609540e-03 5.188495394709981726e-06 1.609520651781300404e-09 3.275827653386090277e-03 0.000000000000000000e+00
0.000000000000000000e+00 9.817000325356843235e-03 2.013657949228179040e-10 1.103112954786084905e-18 1.836490744152265153e-01 1.296807651361686240e-03 3.390181492234862913e-07 0.000000000000000000e+00 1.544976261824485475e-03 1.298571615113686961e-01 8.070699861288406564e-20 5.052764002681658928e-01 1.042821072596621730e-04 3.110086560603681285e-03 0.000000000000000000e+00 1.025145467309773056e-04 1.375437835906551413e-03 1.447062585774230969e+00 2.811691851831169542e-01 2.277538907194049389e-01 1.178073004510139972e-02 0.000000000000000000e+00 7.805606619900453680e-01 3.778959615756018575e+00 9.204260610737278192e-01 3.411105146100292726e-11 2.068704056901417550e-05 4.721724580973777896e-01 0.000000000000000000e+00 3.325088588989544118e-03 5.657611419199585389e-05 3.112068761113191955e-04 8.908145876810410915e-06 1.122527523778965163e-08 1.935815459304099113e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.584873790568759599e-02 1.671489941215186870e-10 1.361329763522343512e-18 3.028608666090408796e-01 2.354021265625218847e-03 9.679845964127476265e-07 0.000000000000000000e+00 1.555477539646357807e-04 2.812951958993925583e-01 1.876380684057129370e-19 5.512376965278222712e-02 1.639355197355772567e-05 2.200719088532098171e-03 0.000000000000000000e+00 1.708313213482626203e-04 7.318036119212500967e-03 9.201216402586546161e-01 4.594114785235626774e-01 3.976132318077086475e-02 5.020993276776138971e-03 0.000000000000000000e+00 8.373704414415873432e-01 8.772885266690527928e+00 9.025747826412936492e-01 2.664246382449393120e-11 2.499700044408813721e-05 1.185274934642136069e+00 0.000000000000000000e+00 5.169156169673869844e-03 4.438530631147626098e-05 3.642318962144826884e-04 2.037471564058905373e-06 3.363303104703438209e-09 9.171228256689747602e-03 0.000000000000000000e+00
0.000000000000000000e+00 5.083220744101072698e-03 1.690163390759921860e-11 1.457136698646017407e-18 2.971820860349467797e-01 2.161067252701441392e-03 5.187076857426472908e-07 0.000000000000000000e+00 6.544008583517054367e-04 6.279841644440460613e-02 5.184004540764257189e-20 2.407629196314610420e-01 2.265562223816214833e-05 6.799009436691268171e-02 0.000000000000000000e+00 8.612304923311423725e-05 5.969450663698471458e-03 1.197271352225469654e+00 3.324020593181109540e-01 8.078324799614894358e-02 1.953696606826226256e+00 0.000000000000000000e+00 4.754746167791329969e-01 1.925498984604030461e+00 1.002686182403298432e+00 1.789152365158993429e-10 1.690051728034281818e-05 9.129894339901792888e-01 0.000000000000000000e+00 1.485185698897335599e-03 2.459052981723260745e-05 1.427075678694209753e-04 1.414109896696646530e-06 8.846412640047899167e-09 4.334919049637789117e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.523203330373864954e-02 1.823164147262400416e-11 3.033993578659549344e-19 3.806071564659938011e-01 4.158508979557634004e-04 2.988269819303455630e-06 0.000000000000000000e+00 9.384250038688808030e-04 8.936864988337055171e-02 8.429764754880044969e-20 9.602867215482935315e-02 7.711761682323643632e-05 7.395964101299767890e-02 0.000000000000000000e+00 4.337850021721355266e-04 1.119082003069591866e-02 5.042409310321450677e-01 2.752294060143358201e-01 4.409708127489497254e-01 1.881627709005148086e+00 0.000000000000000000e+00 3.793605522001443631e-01 1.749690641509726863e+00 6.674030272839721611e+00 7.748136669620230150e-11 9.693210596408682921e-05 2.578774315674620343e+00 0.000000000000000000e+00 3.231269904916075388e-03 6.296381387757614629e-05 1.133120348108213418e-04 1.876131081426442664e-06 1.514471860880020968e-08 1.148317548570040869e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.550753811335409668e-02 3.582561882375997700e-12 9.606808819777762256e-21 1.083097018582488413e-01 1.422111702893603014e-04 5.316338782529470025e-07 0.000000000000000000e+00 4.700642369508094796e-03 2.437887828733003581e-01 1.471540293301365705e-19 8.965619206365125701e-03 2.497703877681078954e-04 2.975746162394603961e-02 0.000000000000000000e+00 3.821500733242333956e-04 6.038803305570787129e-03 3.062574272461918712e-01 3.109000039854291075e-01 9.683780686791204628e-01 1.792364031598364438e+00 0.000000000000000000e+00 7.058407558071251586e-02 3.879131437374471858e+00 4.755616908745417426e+00 7.882992527401571689e-11 3.369519733901891155e-03 1.336027503757710733e+00 0.000000000000000000e+00 5.080921042876786718e-03 5.545056110867571691e-05 1.723415115257119609e-04 1.140485738438672671e-05 3.116276239353894804e-08 1.362168580764327487e-02 0.000000000000000000e+00
0.000000000000000000e+00 6.416959235296840758e-01 2.508978875482928312e-12 8.425132153812946169e-21 2.117888585144017330e-02 2.188147553083127027e-04 4.317311526459963065e-07 0.000000000000000000e+00 6.015510127760177392e-03 4.148740784058114195e-01 1.471175127201554622e-19 5.045159470947704894e-03 3.791225435045116748e-03 5.901338516873069068e-02 0.000000000000000000e+00 4.122853305875804231e-05 4.590978089494257390e-03 6.935132811709554534e-01 3.403530551598571985e-01 9.526424220130237375e-01 9.636396985924089442e-01 0.000000000000000000e+00 4.713644700224366851e-02 3.097693649259569693e+00 9.807076509213867865e+00 3.753114940240827469e-11 8.626437163550319809e-03 1.519397580778667267e+00 0.000000000000000000e+00 1.488302479976085294e-02 1.843142108655372141e-05 5.869069257300113120e-06 8.113363767047280180e-06 1.864799953289312571e-08 1.563358726737524781e-02 0.000000000000000000e+00
0.000000000000000000e+00 6.567609301681172351e-02 2.374209029234270590e-12 1.152102651956519123e-20 1.035533403782592371e-02 3.613373530258528945e-04 7.897599268950047860e-08 0.000000000000000000e+00 3.851886547195164379e-02 1.095697693848783016e+00 1.080919305964585195e-19 4.161185436496491266e-03 8.441606450181587257e-04 1.417253173819056633e-03 0.000000000000000000e+00 5.360006821609972227e-05 6.389347186920555505e-03 3.095710769275516583e+00 2.804079261744034102e-01 3.672038871043602493e-01 2.424677380462529008e+00 0.000000000000000000e+00 7.035845584873011427e-02 7.225167771634799507e-01 9.415118058027010406e+00 3.333065341718901215e-11 7.758500563599489766e-03 1.594241070510573399e+00 0.000000000000000000e+00 1.929108818299308525e-01 2.051374275734083312e-04 1.505946719978332898e-05 1.470267446637007736e-05 2.577350870345858468e-08 2.844139910838203514e-02 0.000000000000000000e+00
0.000000000000000000e+00 5.424255915767751263e-02 1.108657644204576840e-12 1.760903148383038960e-20 3.496607810189569787e-02 7.193270053545244337e-05 7.171147048565936044e-08 0.000000000000000000e+00 1.019298999777044495e-01 1.321684263030353135e+00 3.825120528975183209e-20 3.303209652492272112e-03 4.200136212305544169e-04 2.308204766331754809e-02 0.000000000000000000e+00 3.360147826158587817e-05 5.020555010485478267e-03 3.624039433032244073e+00 8.509525357802304180e-02 2.735193943432955299e-01 1.022875273674301866e+00 0.000000000000000000e+00 8.762624950653379041e-03 5.815470692008807285e-01 6.793226964817285385e+00 9.729473963895805171e-11 3.422402120524336341e-03 6.600492450614578455e-02 0.000000000000000000e+00 6.015118832123271808e-01 2.763876040662725971e-04 2.063478021532042674e-05 1.717572870942933822e-04 1.958651405457915614e-08 1.615170135423218412e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.054963562111178213e-02 5.678965925309602772e-11 3.937732395701479594e-21 9.394506258716109337e-02 1.579926853155019123e-04 2.447531311301709448e-08 0.000000000000000000e+00 6.076030756791293008e-01 6.493662095732113393e-01 1.702891424121431246e-20 9.138911464135597573e-03 9.296685967851026761e-05 3.707069564127028066e-02 0.000000000000000000e+00 1.886155180623366574e-05 2.061722920013448444e-03 6.862970896090400785e+00 3.082896390887221449e-01 3.225985652035332496e+00 4.530155814406433001e-01 0.000000000000000000e+00 3.203774187292599690e-02 1.004039274796912906e+00 9.193730189850871426e+00 3.286718736920079296e-10 3.248658408245543028e-02 5.079124175161437577e-02 0.000000000000000000e+00 1.300627512061523383e+00 4.412881587138566398e-05 5.553937308274451920e-05 5.304051759465209853e-04 3.302075223866633814e-08 7.063439859124098774e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.744246087441423796e-04 1.471907039222439080e-11 1.267380259792544369e-21 1.146013556692685592e-01 3.563369408034605572e-06 5.090989248563027406e-09 0.000000000000000000e+00 6.588500157192723750e-01 8.176041802608463582e-02 9.376315850386972823e-22 9.407451903859340506e-03 3.822094683502934970e-05 4.265924673744922457e-01 0.000000000000000000e+00 7.730841163888692996e-05 6.032146216888914329e-03 7.225395309382709463e-01 4.508329493694718942e-02 7.955438631836331265e-01 7.428907601317250586e-01 0.000000000000000000e+00 2.584608381888503156e-02 6.981453161322114909e+00 6.842820636779983090e+00 4.373182911988390432e-10 3.960317412770452024e-03 9.325723347747379155e-02 0.000000000000000000e+00 1.737405057071434333e+00 4.284542370687134026e-05 2.738417514032370314e-04 2.683507746100753460e-04 2.098498039661206278e-08 1.245704724332715729e+00 0.000000000000000000e+00
