word.concentration.1	word.concentration.2	word.concentration.3	word.concentration.4	word.concentration.5	word.concentration.6	word.concentration.7	word.concentration.8	word.concentration.9	word.concentration.10	
9.467238917104456419e+00 9.159852869369959905e+00 7.767202353599891751e+00 5.825023998518663149e+00 6.367943103358974177e+00 8.494542758641081548e+00 9.892192500007933376e+00 5.469090868837160002e+00 9.307724594646368033e+00 9.021460033159076630e+00
8.386765620156921841e+00 8.479631207424066730e+00 8.965438594482741053e+00 9.753936852307473870e+00 9.433487658169568135e+00 7.768013746210668202e+00 7.087383523298194987e+00 4.613262203745988721e+00 8.370877462190870588e+00 7.272991099663947523e+00
7.122121378818805582e+00 8.089084564559799517e+00 9.297193703250519192e+00 5.358507596374433746e+00 7.107359906808405903e+00 7.298759764297125585e+00 9.576097053477486298e+00 5.869920609760131747e+00 7.441763287102646451e+00 7.460879274850579890e+00
9.331732068809532876e+00 9.534839666154052651e+00 9.901909288555703625e+00 5.030367112835145704e+00 7.504734526708533693e+00 6.561750463715722681e+00 7.949302306252149286e+00 7.318129483474378638e+00 7.218036455699465392e+00 7.751113518130123836e+00
9.735537875651690598e+00 9.573243589991891511e+00 8.364782102206964609e+00 7.509219082034167769e+00 9.333346576869699263e+00 7.050709642828687507e+00 9.132739238298579920e+00 9.374389131469676784e+00 6.591491772988250730e+00 9.121517213369566335e+00
7.396418604036298916e+00 8.895818961483021425e+00 9.722187306786286953e+00 9.736504699412790842e+00 8.001434913326619380e+00 9.185987461394468312e+00 9.697868377450026500e+00 7.919000959579089560e+00 6.730075255629804687e+00 9.346137376240417183e+00
7.231128485499001002e+00 9.422985029844896943e+00 6.374080308974234832e+00 7.914706181143257524e+00 9.748369509455649506e+00 8.285322781043822360e+00 9.290507093280066186e+00 5.752183048361668050e+00 6.498657097704210628e+00 9.919188054558013334e+00
8.819428966590407981e+00 9.117610358379117486e+00 9.208097842425795321e+00 9.785143625221079944e+00 8.611386317038576266e+00 8.613529912164704427e+00 8.180004457449431499e+00 9.722642471136555997e+00 7.047674821778660004e+00 9.959736447066626752e+00
8.954631412436532045e+00 8.304880597993506086e+00 9.612005135613566509e+00 5.989871767362782151e+00 8.513095758529892976e+00 9.205661602869058768e+00 7.998354914549709704e+00 9.228644977037269825e+00 8.635139123068878320e+00 9.245118095947274739e+00
8.943633822928923394e+00 8.799525625670559847e+00 7.412477412918885733e+00 7.841403945212006121e+00 8.281463710506255183e+00 7.054855386616523560e+00 7.973756126903811747e+00 8.645721178317248956e+00 7.640385541320097396e+00 7.018920097458631879e+00
8.528781400991789496e+00 7.651922542950474693e+00 8.268006890095323413e+00 7.870705489443200698e+00 7.362458048734696447e+00 7.993662986569263218e+00 7.426942636104474360e+00 9.650802312342356970e+00 7.767483797646406174e+00 8.803678069474974777e+00
8.764617886626766108e+00 9.978156224856673973e+00 6.502974510868273050e+00 4.911212063468084033e+00 8.690153146797655381e+00 4.836821316218370193e+00 5.513618713620784817e+00 8.676499656048523690e+00 7.565696185230052606e+00 8.878043772547670187e+00
9.223219854351089708e+00 9.842466562842430378e+00 9.064509445863658144e+00 6.976523781840762162e+00 8.847614436150436745e+00 6.115101454660997859e+00 9.249124034144470485e+00 9.338443126513055859e+00 7.171733964146643103e+00 8.208755007891973321e+00
8.146630294567405173e+00 6.682094243904158404e+00 9.657115969327241700e+00 7.242730239579397988e+00 9.719066990805012907e+00 5.898995415966314937e+00 9.534026102531058200e+00 7.766855826068534085e+00 8.713913883651718706e+00 8.009118571911194806e+00
7.315949610795135172e+00 9.787613789722184876e+00 9.079600546275541362e+00 7.614070452678415535e+00 8.916226641249444640e+00 6.250122777503612781e+00 7.537357700658115611e+00 7.939587026004037540e+00 6.221743047678831573e+00 9.483957312888824376e+00
9.112597614155014014e+00 9.681970284039639552e+00 8.895121021108472803e+00 8.093378617804605213e+00 9.566289885541124249e+00 6.024752337719943007e+00 6.989957068520114447e+00 9.178654859598518456e+00 5.326278243908590504e+00 8.601184754880554451e+00
7.573217714883107021e+00 8.343589182424169692e+00 8.991432266777886539e+00 8.215191779460946364e+00 9.764862533422947521e+00 4.898969739201888274e+00 8.015415164904775125e+00 8.068454421973301649e+00 6.258293597923176854e+00 9.086025353770372348e+00
7.162965381352593752e+00 7.309404281080464472e+00 5.544398119820629134e+00 9.776372017020747762e+00 9.785882819463441962e+00 7.049349619670202571e+00 7.582442202023929489e+00 9.510440513760485715e+00 6.510370208479862697e+00 8.399928558899802056e+00
8.045820392994128767e+00 8.213080663340161180e+00 9.325683101424830923e+00 9.443968246706642589e+00 7.538149180234375635e+00 8.695984340927259026e+00 5.658686937410490891e+00 8.224760549070657234e+00 4.692032499994998496e+00 7.393155175500628395e+00
8.045685717396532155e+00 8.907023704701352074e+00 8.562511206677914544e+00 8.812599336449711274e+00 8.564534615445715815e+00 9.922786650432005473e+00 6.939486109133035541e+00 7.007411390979321197e+00 9.095082007841238436e+00 8.633968470044994348e+00
9.848001304141767775e+00 9.766333692273871492e+00 7.407870714657174283e+00 8.060405611643393087e+00 8.650551220417463938e+00 9.745837555695993970e+00 9.137549010697961549e+00 9.623393653519517699e+00 9.259370228193082752e+00 9.434392532811848753e+00
8.383892952415276767e+00 6.615124833887155553e+00 7.179400580625625139e+00 6.764011012189540040e+00 7.389860374045966296e+00 9.112489527441125503e+00 9.384209347939533430e+00 5.839017663403402558e+00 7.674993615700655525e+00 9.682345057369717622e+00
9.344593406192046814e+00 8.191403706232124549e+00 7.142374534513722395e+00 5.883314364999915114e+00 9.016252638817135789e+00 9.966442486367945719e+00 9.967731659108203246e+00 7.850146726849529522e+00 9.289864010445249676e+00 9.212572329516676817e+00
8.006938696297101643e+00 6.217527335232271746e+00 7.381079128333889017e+00 3.599956799554468123e+00 8.630540265850708437e+00 9.024704120535396612e+00 9.603854693063137660e+00 7.265035905091384194e+00 8.965841600547417301e+00 8.382047112948599832e+00
9.034040766329910710e+00 7.257695492283346539e+00 6.948412656709374247e+00 7.148722088987909729e+00 7.803190632268125704e+00 9.380454658044321548e+00 7.653193134935506237e+00 7.462087343416925478e+00 8.287507369446261762e+00 9.898146183473087945e+00
9.763717396904134205e+00 6.213843948343533263e+00 7.004860059145910256e+00 7.844703697294840516e+00 7.859631516066238888e+00 9.149519408276624688e+00 9.972418807591584056e+00 6.116433481149245566e+00 6.801146054300330590e+00 9.830253149074502872e+00
9.673460132036211689e+00 8.117137367487716304e+00 5.934072344341421612e+00 7.049228915918167360e+00 7.093446703066029535e+00 5.996623736037340002e+00 7.904734158186120574e+00 8.672656026992852318e+00 7.484759078315336822e+00 8.307462387073934806e+00
7.718352310090103252e+00 6.990195372353714021e+00 9.688023567369659972e+00 9.393000987620798270e+00 8.209585499571884881e+00 6.133647836624361638e+00 6.650190210534908886e+00 8.745651686575328654e+00 5.638971642703815235e+00 8.456664871010435292e+00
8.395460688327172960e+00 6.406892984124237245e+00 7.994400733591394470e+00 6.927823005336581019e+00 8.127957234414514787e+00 6.187938276565008167e+00 5.524450322335759722e+00 7.724863640402519493e+00 8.009367454747980730e+00 8.654532887205714786e+00
9.318122903853243599e+00 8.401263773570924798e+00 8.755543299918640443e+00 8.637985559234159894e+00 9.244551712945414224e+00 6.400683057048679458e+00 6.538792157184271758e+00 7.071979232559563400e+00 6.442113625278691913e+00 9.342264873262440261e+00
8.281442103062492066e+00 9.088470590131349169e+00 6.236941917023203885e+00 8.422498771898450087e+00 7.116906911075787434e+00 7.407527111931744734e+00 6.478830664861058963e+00 9.852676758911846022e+00 9.672724578772271542e+00 9.236439010320031784e+00
8.891642101278902643e+00 4.913739813029310177e+00 7.858966720991429789e+00 8.074675952165073056e+00 9.129747701384296477e+00 6.990736919832784224e+00 9.048103279200311988e+00 8.772882670028433694e+00 8.825481946888183771e+00 8.535149642303444750e+00
8.411071983361340543e+00 7.856773661392899122e+00 7.789980084795202764e+00 9.692024019886275710e+00 9.946314892790180551e+00 9.206202505272909065e+00 9.736830984374741149e+00 9.950972449251269225e+00 7.541031657469606131e+00 8.855856875241601145e+00
8.561718461142952208e+00 7.378204488606255218e+00 8.622853075934122202e+00 5.752118545277371986e+00 7.918574336869640184e+00 8.020156591007079783e+00 8.467998908657451196e+00 9.999558375921484554e+00 8.097219938785507054e+00 7.108541125510587477e+00
9.541225862944733294e+00 8.157624469151482316e+00 8.774525916693866279e+00 6.655071887327105529e+00 7.888948474743910033e+00 9.532589659671101501e+00 9.711800299374409917e+00 6.924141826077500284e+00 9.789355749902291848e+00 8.566519203966326046e+00
9.752802529678435306e+00 9.410359839222870448e+00 8.449654891263611134e+00 8.440570075361257807e+00 8.704422490788902067e+00 4.687660268677683817e+00 9.501474441034940099e+00 9.976343720553106920e+00 5.195915619358530080e+00 7.501714239829241571e+00
9.368441254252664052e+00 6.889197614519190438e+00 7.717464664881676484e+00 7.885127292667086785e+00 7.174445989971957260e+00 9.138522287354451379e+00 9.449870971981846779e+00 6.568328831816790725e+00 6.060315214167278697e+00 9.322582111226152435e+00
9.399209675709288447e+00 9.755253112752765077e+00 9.414943272559021636e+00 5.778536759834589809e+00 6.840316829839701462e+00 7.386895072758607128e+00 9.748941314188630969e+00 5.538688888180963055e+00 8.592485384328025333e+00 9.513875583064155705e+00
8.829924378704983923e+00 9.290122923381238351e+00 9.972924375142806497e+00 8.593807549544820290e+00 9.718368516534368950e+00 7.285502230066699170e+00 9.719874322951394419e+00 5.720294629797288977e+00 7.907521098215476663e+00 9.923286416579861324e+00
7.697405971779553546e+00 9.283108834479236293e+00 9.409037068483202759e+00 7.716706822726886905e+00 8.370791203837530503e+00 5.301899369985873633e+00 8.896789855704351879e+00 4.607811285457622752e+00 9.706199093611711959e+00 8.377740080685018853e+00
6.994858432481080968e+00 9.648109326192296109e+00 7.255234587498184951e+00 6.411696240408626402e+00 7.486708001732401918e+00 5.008241088965269761e+00 7.679506242152243978e+00 4.821287945942476227e+00 9.813852179527438935e+00 9.500748300548933045e+00
8.504561497916942159e+00 9.131752594798268063e+00 9.165450978811680471e+00 7.864261279214334266e+00 9.704283585363622677e+00 8.793187611470084875e+00 7.105605395065659025e+00 8.209166110913015402e+00 9.411881860561672752e+00 8.901950383888809881e+00
9.402237861715896372e+00 9.336474633063419404e+00 7.224084076397002008e+00 9.625172930519010350e+00 9.720370128335197535e+00 9.878884557822457779e+00 5.017622130566798511e+00 6.940146931638024874e+00 8.076435716964642353e+00 9.460996477672253491e+00
8.615819331417835514e+00 9.107113547690920186e+00 6.162819708418520115e+00 5.795518141723817962e+00 7.784473567448550568e+00 6.649602172778727116e+00 6.007932915229211801e+00 9.270732706516605859e+00 8.312921091588799882e+00 6.908368550361648985e+00
5.648634014745956833e+00 9.487783111903098643e+00 5.909107841639852587e+00 7.232995945007206551e+00 5.751338461740040486e+00 8.532056786333621190e+00 5.903694055700398735e+00 9.284442552964611295e+00 8.144050906378573984e+00 6.114485831089157664e+00
6.924004749361956534e+00 9.250855221500280834e+00 9.300879080122552267e+00 6.980594754614378949e+00 9.321287111747899701e+00 5.843957466156426861e+00 6.705309948936223563e+00 7.437098539471172387e+00 9.057682658128634046e+00 7.348513526912802796e+00
6.904494496414470106e+00 6.872058687857160564e+00 9.624485793375260556e+00 5.770002975905161868e+00 8.159475048743978221e+00 4.692079998234181204e+00 9.297299153231845636e+00 9.949545501457148333e+00 8.154904872239798763e+00 6.534549759078780440e+00
8.817660447547153169e+00 8.877358920303894507e+00 7.257216672679708047e+00 3.889541799995270832e+00 8.500681911904901966e+00 6.743832452571993485e+00 9.371526513482134391e+00 9.518265186871802896e+00 6.870895990436898693e+00 6.489328605129152550e+00
6.464908167120656302e+00 9.179719294264526042e+00 6.646086930614198529e+00 7.735781053113905514e+00 8.877386842728304472e+00 6.583360256356331597e+00 6.394281968733288579e+00 9.047839552643466732e+00 7.730525310352270196e+00 7.323458968682977854e+00
7.470700006570723417e+00 9.647995026272425889e+00 8.500726311515776956e+00 7.871285406373642601e+00 6.155280921526200544e+00 4.324280457819690504e+00 6.447300168025936529e+00 8.194182434712498520e+00 7.007277828691979238e+00 6.933476183054134268e+00
7.687160853775475644e+00 8.906301773919143017e+00 9.902499247588957942e+00 7.228865125894575527e+00 7.048995137650154952e+00 9.166917298130117686e+00 6.209184459259999400e+00 9.704311023613655607e+00 9.929553417467680276e+00 5.845974512550401236e+00
7.980222051955429663e+00 8.578349903592668468e+00 9.809112418591158900e+00 6.377912209732747861e+00 5.910573772410726789e+00 9.273311181279460413e+00 6.943391326215486714e+00 8.595146276754555004e+00 8.743680263908490957e+00 7.528370484664661078e+00
7.091032407387888092e+00 7.821080565391785200e+00 5.980323065447981534e+00 7.972153217981611917e+00 8.221298014219282635e+00 6.527379834216855414e+00 7.914216631347735564e+00 7.376369214568993193e+00 8.271904766799043074e+00 8.266384926324491289e+00
9.379141850668919034e+00 9.204313871596442098e+00 8.218563785619306117e+00 9.791072315622761479e+00 7.990181262685620567e+00 7.640673556997939819e+00 6.149386148757676196e+00 7.629234880575991085e+00 8.232749702889158527e+00 6.420599442442506799e+00
7.751563576651576248e+00 7.588723671053284825e+00 9.578375215689042932e+00 7.652476903618326887e+00 7.748935100821920940e+00 4.913345893162174960e+00 8.677141460115320726e+00 7.280198478423512753e+00 8.182819669684716857e+00 6.298104509199859535e+00
9.028008332074682230e+00 8.825129385567032969e+00 8.392826372964094617e+00 6.750748176664752798e+00 7.922440842678714290e+00 5.022808002195224830e+00 9.739229205524088329e+00 9.359841607958058418e+00 9.830435997774182866e+00 9.446738760597671813e+00
9.724957261916223672e+00 8.333563891314108574e+00 9.636817141445824575e+00 7.404506336811484957e+00 8.209111796045188925e+00 4.626021086548629313e+00 7.130115813744491327e+00 9.511750882528140494e+00 9.500472028029699700e+00 9.825458136321850944e+00
8.947257416212767822e+00 8.860107194004605446e+00 9.525349947716554411e+00 6.923775823703667065e+00 6.175471952364333994e+00 9.241738979189847214e+00 6.418780471600324944e+00 9.151679203192271572e+00 7.290473778222957613e+00 8.723326365608505384e+00
8.972874624959942480e+00 9.178221505502051514e+00 9.536062662639759324e+00 8.811870544320576926e+00 4.614743734422188659e+00 6.689137671862251722e+00 7.636539582046987462e+00 9.268452192406202883e+00 5.625115194601435498e+00 6.580963307410487850e+00
7.284168799522825921e+00 9.635944596653651217e+00 9.645381742506472733e+00 9.951852605804294427e+00 4.097635298268766491e+00 5.903772575221745811e+00 6.972199025037295606e+00 7.330252267426731194e+00 4.557717198059068942e+00 6.769550471644254941e+00
9.072488335108122470e+00 9.612603993416918513e+00 8.179122810702297741e+00 9.623233989203924921e+00 5.679975046511912318e+00 6.465204364468664089e+00 8.040325399343904778e+00 7.949411966232551308e+00 9.440136045745402882e+00 6.455375861734299114e+00
9.907060767526036926e+00 7.583679144223103741e+00 9.844831236300597865e+00 9.051934406763775698e+00 9.518881564762068592e+00 8.018450370734615973e+00 7.637999948670076478e+00 8.907496282640099849e+00 7.398838521040206118e+00 3.818576560868184977e+00
7.600062112672378412e+00 9.219557105470723712e+00 9.785650437666081558e+00 9.371234536360658396e+00 8.900945100351698613e+00 7.587521334049714739e+00 9.613907416927657934e+00 9.999847874186258423e+00 8.654123783590957686e+00 9.784397096938683092e+00
6.367101585243225337e+00 7.885356948450681358e+00 6.811609430979951973e+00 8.521473328767237732e+00 8.400944667660310117e+00 6.907312761647973254e+00 6.011216268696620624e+00 9.218769191467469426e+00 6.748569150804918593e+00 7.032389383467098298e+00
9.035571633250569334e+00 7.142750235671119441e+00 7.474893193168265171e+00 9.790041495847615849e+00 9.425459216797463569e+00 9.405279984504389290e+00 9.287350221611088585e+00 6.427347897436980872e+00 9.503854021492509574e+00 8.228857953022366445e+00
8.571751033147815946e+00 8.521474152525872370e+00 6.500223043734321138e+00 9.754605057086635611e+00 7.531075930233319227e+00 9.752728399628095346e+00 9.357529887087377318e+00 5.807857585846676329e+00 9.514602519045014972e+00 8.714731964887635129e+00
8.997597223555528601e+00 9.497370852187170698e+00 8.909145055769309707e+00 8.078089758661956665e+00 7.404060766427091878e+00 7.543464284587856561e+00 8.708445722324327676e+00 6.426054996715356182e+00 7.390429173222345050e+00 8.398854957366452822e+00
7.973486674072769453e+00 8.359487551502422065e+00 7.481418789216639276e+00 7.688269678361116632e+00 9.485673502177947469e+00 7.645064254397347270e+00 6.319922587362130528e+00 8.225406282266826352e+00 6.331165364088260361e+00 9.631548795654806483e+00
8.314203995232174904e+00 9.923717549207593080e+00 7.031230830950567778e+00 6.719591806926886512e+00 9.186083172954228715e+00 9.291067050677082051e+00 6.053544383781544802e+00 9.530942720843869509e+00 9.723180279507509738e+00 8.319256199251279682e+00
5.763454854088775114e+00 7.020835482653087212e+00 9.135854570962745669e+00 8.216392042845722443e+00 7.609320384870501996e+00 7.563027164828185711e+00 9.435787772900667392e+00 6.438560099464146980e+00 9.809380378637973408e+00 7.988611457724633880e+00
5.734643485362163062e+00 7.231921380912984532e+00 8.975444107494165991e+00 8.472356873362752339e+00 9.498133422380135471e+00 7.430283175386270145e+00 9.733851322023516772e+00 9.906906862052371920e+00 7.877537338673021416e+00 7.505164691379556885e+00
6.369962525566364775e+00 8.820030674041413832e+00 9.463500478396472460e+00 9.998317711567068500e+00 8.941930511349202249e+00 6.271414946312618532e+00 9.317278680328161755e+00 7.511399327047175944e+00 8.766445871692464920e+00 9.944846913995894155e+00
8.288342337484168709e+00 7.070513715858417036e+00 8.486055817127777345e+00 8.826537882687102154e+00 6.281748762350519932e+00 6.040861381360185689e+00 8.484316664737205471e+00 7.689976052964390796e+00 9.053401540684838267e+00 7.074518798037808587e+00
9.721446061419838358e+00 9.003424860985516531e+00 9.157850855324475958e+00 7.865771070901090845e+00 6.031608343988583698e+00 5.882147669917988431e+00 9.408249698272754813e+00 7.492826534819332807e+00 7.132914389141916445e+00 8.580341912157066986e+00
9.209110919869873513e+00 9.012960719116833275e+00 9.756813664783791751e+00 7.944556390952389080e+00 6.554513965646804330e+00 7.166716102104669694e+00 9.151786265726569169e+00 9.999113781093182496e+00 9.587696877258796491e+00 8.280126967962678108e+00
6.523345837872263075e+00 7.744515039564703329e+00 8.825873847384844595e+00 7.620046323379217057e+00 7.743985666458407024e+00 7.142303078682753714e+00 9.874595886001554135e+00 5.238069897856195922e+00 8.840235927493328205e+00 7.144776961496706491e+00
8.182778473921871409e+00 7.172846283241224086e+00 9.883570742969524758e+00 7.841761420533071458e+00 9.972651107662400705e+00 5.911733578581245929e+00 8.474082839213956220e+00 9.385309667440555614e+00 6.083757121557739289e+00 9.801353046728117135e+00
8.204917291147342695e+00 6.918025936429975431e+00 8.570726816959473027e+00 9.439167692375807661e+00 9.133029192819414277e+00 9.060474021889239893e+00 8.213240933250601117e+00 9.406878607655093205e+00 8.535930959127966844e+00 9.513943732044886303e+00
9.766207909466926296e+00 8.375758436536090201e+00 8.382015777684371116e+00 7.306345779282155561e+00 7.088468670102787250e+00 7.207768106149581300e+00 8.590603391235172026e+00 9.505026552853600208e+00 8.941775545584516038e+00 8.031124076047293059e+00
9.719289858229238632e+00 7.798107676534749899e+00 9.606343077102410533e+00 8.799720311212000823e+00 7.987984251352866494e+00 7.268306728512199832e+00 9.805082971344223353e+00 6.788318377856946029e+00 9.623680316642872157e+00 6.311707011948580970e+00
8.205350466183571001e+00 7.586801459370041911e+00 9.820296238823328139e+00 6.964076671460182055e+00 7.506451311048755848e+00 6.727438917349260805e+00 6.548094842064668519e+00 8.323454801008841386e+00 7.694195454231028464e+00 9.114036119889473042e+00
7.463497365977587172e+00 9.061614937369133926e+00 8.408802498645211898e+00 9.047086687049930021e+00 6.692110324572484004e+00 9.932739387845904488e+00 9.784898741700624569e+00 7.573513841663496393e+00 9.813007526116258816e+00 8.917065921764999459e+00
8.867712926404523799e+00 9.881685168846745526e+00 8.424168667218653539e+00 9.134561423254817569e+00 8.687520953174228566e+00 9.624478252531334377e+00 8.968487158335154419e+00 8.899183027849838723e+00 6.927909329655962622e+00 8.865178627629051178e+00
7.309027061687386251e+00 9.898269269516134727e+00 8.349532815696456112e+00 6.497591815314547325e+00 9.190538603910988869e+00 8.353534599813722039e+00 7.093170491247284382e+00 8.250487695426226509e+00 6.618923583613080197e+00 9.051535456803156521e+00
8.670859263321110788e+00 5.260312549204863686e+00 6.906328081127290019e+00 9.219531959698466395e+00 9.444909438511603028e+00 8.428086343506929978e+00 7.089877333094458223e+00 9.680611690908220268e+00 7.486764837301270070e+00 8.657985669064244050e+00
9.062043917986311925e+00 9.060418758904448921e+00 9.801369178607437505e+00 7.005320693691711398e+00 7.700262004589486509e+00 6.677113515262767862e+00 8.864264799422564067e+00 7.666210256379866195e+00 7.593194783532379866e+00 9.582104042509342889e+00
9.104057456803115400e+00 9.680602717283948166e+00 9.847436501696625655e+00 5.548670282153226552e+00 9.291348115821508102e+00 6.380098915466961174e+00 7.750953317691831934e+00 9.511873242937021189e+00 8.035084427843074195e+00 9.396116510979897640e+00
9.802554706901585035e+00 7.080674271459346691e+00 9.233583100755867079e+00 9.848020233390080591e+00 7.893226808248942739e+00 9.786110953911840937e+00 9.672383471827854962e+00 8.329439370552814026e+00 9.561712283896405040e+00 8.514099650841249201e+00
9.568485401069317220e+00 7.738804297158127454e+00 7.721006862481554656e+00 8.511674802206186996e+00 6.308893985372248103e+00 9.958368765430513747e+00 7.526882915042054201e+00 8.914860198721557438e+00 9.554384978606064394e+00 9.423181907027286641e+00
8.286499444552227089e+00 9.283693835076237022e+00 8.636749105703032114e+00 9.937655819195713391e+00 6.416911597239273846e+00 9.721538985944205180e+00 6.741017978278692091e+00 9.230202092979336470e+00 7.817813450878389858e+00 8.898391479090212997e+00
8.498883680093786808e+00 9.369832457301574991e+00 8.843968120392442955e+00 5.086019167600773550e+00 6.370562408902285867e+00 8.082719493754613183e+00 9.570969190717868003e+00 9.756711838779123624e+00 8.081551839943978521e+00 7.789589629598198783e+00
9.354541058287736632e+00 6.609986696906450021e+00 6.387834302477504167e+00 7.878823868783448425e+00 8.656818829069674592e+00 6.611766224891414190e+00 9.783552325090250079e+00 7.487537599914267261e+00 7.438980865890335359e+00 9.027510837241283781e+00
7.293803107461352297e+00 5.567479131378942903e+00 9.146420609228357534e+00 9.214474050853844744e+00 8.518154188603835664e+00 9.601402059622261120e+00 5.876813552941273500e+00 9.216466585673192213e+00 6.664585098784396422e+00 7.352913400511960518e+00
8.529061903797675370e+00 5.920736911992120710e+00 9.417473231163249636e+00 6.728268094011109923e+00 8.409115944307725243e+00 7.401572394912617980e+00 9.600788817319198643e+00 7.484498491434467660e+00 6.813499657750750060e+00 6.764595760528575141e+00
8.547974942627060813e+00 9.639607680604202145e+00 9.826687095242949255e+00 7.545478505840579331e+00 9.246633659434433383e+00 6.492242880672681515e+00 8.572232296755675662e+00 9.195257957430792217e+00 5.211202050698670263e+00 6.744433394616441646e+00
6.211955949696993606e+00 9.918334948157271569e+00 9.721320888002772165e+00 6.524644027268456270e+00 9.825650317749898832e+00 6.949143403273057018e+00 9.830551641448831646e+00 7.018292223220329973e+00 8.851841505984252123e+00 6.022329610501672370e+00
7.712638127295432966e+00 9.409438880409796369e+00 9.003644063808414089e+00 8.237756275663322469e+00 9.839205128327634498e+00 9.887237085946608772e+00 9.349522145752267477e+00 9.420235843925146568e+00 9.348112988079970265e+00 8.910101634452988861e+00
9.547995316052201531e+00 9.307882362414245492e+00 8.925169025492941444e+00 9.704004751452709243e+00 8.159510159259598439e+00 8.178517387504429692e+00 8.808929321144674418e+00 6.518048079988369103e+00 9.995937804861263487e+00 8.514440953685623370e+00
7.412201731269777660e+00 9.874057853675431318e+00 8.216416753180768140e+00 9.612794155984849098e+00 9.018519963011815577e+00 7.557742707338798382e+00 8.086888652012996559e+00 5.788757731194587919e+00 6.224804994027314464e+00 7.521223290177208476e+00
8.891560215933077771e+00 9.234546709659113617e+00 8.240869984374340262e+00 9.367808752722886823e+00 6.903806041374292768e+00 6.124185233296981501e+00 9.676225125138383731e+00 6.711669512748464683e+00 5.737668852762750404e+00 7.722490445188919139e+00
8.270803140478985682e+00 7.761550862167410969e+00 6.710652731841801000e+00 9.685236579138614132e+00 8.112562021237362586e+00 6.301164336058624471e+00 8.305207045622298168e+00 9.791451364164144522e+00 6.727218951447901496e+00 7.902555268086639551e+00
9.625652743879772544e+00 6.706166510700716898e+00 9.962718627048179343e+00 8.053865766138827098e+00 8.193004710866890861e+00 3.843029491391227737e+00 7.872643345119965552e+00 7.730790637890056161e+00 9.838757024205055046e+00 9.524512269371488316e+00
9.015108483609004963e+00 9.267223464282718481e+00 8.375119378441011619e+00 6.924523606827669653e+00 7.245038347204765472e+00 8.988807477462092521e+00 8.153115954413404864e+00 8.917513629218685622e+00 6.499699147661191390e+00 6.497585970033743052e+00
9.414747165797169970e+00 9.614234082808984283e+00 7.461588130650699036e+00 4.971339033923572792e+00 6.333213724251373300e+00 7.240739634025253224e+00 7.954700276372513201e+00 8.699066523297741327e+00 8.073973145687149966e+00 7.868031486163845400e+00
8.184539175323646276e+00 9.102593698722234450e+00 9.123138369856278018e+00 5.817813912996276038e+00 7.799911390752432894e+00 4.933161780166134491e+00 7.239633945898315659e+00 9.447568148116561204e+00 7.241221750174958061e+00 7.519279475922608036e+00
7.763505474320729682e+00 9.848576222059492125e+00 9.607740411784270407e+00 9.320361178639348765e+00 9.006706172072615146e+00 5.405143208782513753e+00 5.353522538447482049e+00 7.933576879084649036e+00 7.145626745781839873e+00 8.127815476757699997e+00
9.282800488882282153e+00 8.641875269850444852e+00 8.731308339159113530e+00 8.005863019256738156e+00 7.729003242623099013e+00 5.724541130484015916e+00 4.980547171888780156e+00 6.946599780678102576e+00 8.859450771969077820e+00 9.241629821108485743e+00
7.401601559959533283e+00 6.781431303482461814e+00 8.602877071588027391e+00 8.154137297039095955e+00 6.024892385313824761e+00 6.825593851762740805e+00 6.722943267857378835e+00 9.384250108942564950e+00 8.287772340403023463e+00 7.667892844789813367e+00
8.224303393479651447e+00 9.554087934622035760e+00 8.247410727414589360e+00 6.825608807421992275e+00 6.378370799229832855e+00 7.575438062347271462e+00 6.788234845073736423e+00 9.915218225298954025e+00 9.944116079234285976e+00 8.024698001296219019e+00
9.000595491184926189e+00 7.832567979562390370e+00 8.887335055480331647e+00 8.508865549862216326e+00 9.608120402519537251e+00 5.784551679030695226e+00 8.836065444546571612e+00 8.009641257877861520e+00 8.526175712315433586e+00 7.121738611293850774e+00
9.652207379353527017e+00 8.321939661649880193e+00 7.476643217794032736e+00 8.114458552115412004e+00 6.235147696284577101e+00 6.907417716959663778e+00 8.154400226498001558e+00 8.095454407924172813e+00 7.206729346044725482e+00 7.029150743641526589e+00
9.865701438305345405e+00 8.542538780772112261e+00 6.367611394262516100e+00 8.539327642423433673e+00 6.268185889126961285e+00 7.862236737603509162e+00 8.000724622266613295e+00 9.220511248193618670e+00 7.715355607856514197e+00 9.999713665623342962e+00
5.402772228305591895e+00 8.020892600731675870e+00 9.184667333537227307e+00 7.943991463264260311e+00 5.356058897278685116e+00 7.749583078683818016e+00 7.753059732726770292e+00 7.825846483209920379e+00 7.163528494121204737e+00 8.361749561227226124e+00
5.974083420085000817e+00 7.494951101678180905e+00 9.012597168514735912e+00 9.920103993899475725e+00 9.749088286574624007e+00 5.846851682807677086e+00 9.611520888388261241e+00 7.804510911050013711e+00 6.111707767639527056e+00 7.798265305663960589e+00
6.943982765721329997e+00 8.770095120354961082e+00 9.647767822648534164e+00 5.909035901356754827e+00 6.534110969708187611e+00 5.999787830874218741e+00 7.118901345966035521e+00 7.757861674971906929e+00 5.152662643868040071e+00 6.961099254364038202e+00
