log.prior	log.likelihood	log.likelihood.test.set
-1.963563872001673872e+03 -1.147133528099313025e+03 -1.175295561833699765e+02
-1.968570489665252126e+03 -1.155185507097425216e+03 -1.188029961896405098e+02
-1.967706633285225507e+03 -1.150876685972898940e+03 -1.170206219117775674e+02
-1.942020131852988925e+03 -1.153977425592787540e+03 -1.168679381020811263e+02
-1.926004253111832895e+03 -1.156460649588309479e+03 -1.188186970989760027e+02
-1.926333767225453130e+03 -1.156596123512618533e+03 -1.169239655786060155e+02
-1.935611187313070559e+03 -1.155643882630898588e+03 -1.150760195356741633e+02
-1.946908558114390189e+03 -1.155720605130174590e+03 -1.151840273231853473e+02
-1.950592868867992820e+03 -1.157456125334952731e+03 -1.156951183634709821e+02
-1.926717957429497801e+03 -1.154343208902918150e+03 -1.158712940314121624e+02
-1.923226113924658875e+03 -1.155453201416986531e+03 -1.160013313649163820e+02
-1.920377924150966919e+03 -1.153763108728193856e+03 -1.164162038851862349e+02
-1.932572735373532851e+03 -1.150372062014337871e+03 -1.156649926986555954e+02
-1.938309572226013870e+03 -1.154578225486392057e+03 -1.146316583565198641e+02
-1.935950498891833377e+03 -1.156186458365106546e+03 -1.161027852278502337e+02
-1.933894218355286057e+03 -1.155713774097726400e+03 -1.142559467794233967e+02
-1.930436338387215073e+03 -1.156737886400058414e+03 -1.149120175623370699e+02
-1.916467020158510877e+03 -1.154295453954065806e+03 -1.153979342550586296e+02
-1.937961615990867131e+03 -1.155214441328370867e+03 -1.153370232514277234e+02
-1.930125086935813670e+03 -1.158688122797617098e+03 -1.144921871284221311e+02
-1.922030335425406065e+03 -1.159780831785366445e+03 -1.155912710650584074e+02
-1.899331335535396192e+03 -1.160647441479071858e+03 -1.159313387302437093e+02
-1.900524241318196800e+03 -1.160701816697687491e+03 -1.152948518512901330e+02
-1.904517129120301888e+03 -1.158978020623472048e+03 -1.166067086786789844e+02
-1.904468097056795841e+03 -1.159250728451178247e+03 -1.166608106669321501e+02
-1.890649312432582519e+03 -1.161996252913642365e+03 -1.154432544834594125e+02
-1.896202902075051952e+03 -1.157664626672500162e+03 -1.154951656734992014e+02
-1.923477138305246172e+03 -1.160539043794863801e+03 -1.149463336059138214e+02
-1.909290488928698778e+03 -1.162077629382043597e+03 -1.149737670835097560e+02
-1.904004508470715564e+03 -1.167248931005894974e+03 -1.166905687462420929e+02
-1.907102307389401176e+03 -1.172433147964673708e+03 -1.154198181658003648e+02
-1.921423606931134600e+03 -1.168746506288496448e+03 -1.148684604210146745e+02
-1.906540485290773404e+03 -1.168413944480429564e+03 -1.159180967290512001e+02
-1.929732300330622593e+03 -1.174830338324345576e+03 -1.153736772863511248e+02
-1.957259520752360004e+03 -1.171671217084894579e+03 -1.146409079563318585e+02
-1.950297525605164083e+03 -1.170522223035148500e+03 -1.144641076609208596e+02
-1.957535529163558294e+03 -1.171271194353767669e+03 -1.135139533373287577e+02
-1.966558545177747419e+03 -1.167168349648828098e+03 -1.136821051469420922e+02
-1.992557837202518385e+03 -1.171275748766524885e+03 -1.123680323418946045e+02
-1.978192138363576760e+03 -1.173559772681281856e+03 -1.135369273643872532e+02
-1.965366422441121131e+03 -1.172947013642670754e+03 -1.134749759130403390e+02
-1.980283928977929236e+03 -1.167684540300987237e+03 -1.148266561535251356e+02
-1.987628579748029779e+03 -1.164675512677207962e+03 -1.151197063039097657e+02
-1.985328267115233757e+03 -1.163623583497206937e+03 -1.151194737104144679e+02
-1.986588750503166693e+03 -1.167450634759291688e+03 -1.152274837801577405e+02
-1.980041369720729335e+03 -1.165289474913134654e+03 -1.150405515665096061e+02
-1.976716764745246564e+03 -1.164457196079580171e+03 -1.159360227025951815e+02
-1.978106889488019078e+03 -1.161771859633339773e+03 -1.169833361049006442e+02
-1.956325303595128844e+03 -1.158811556324583989e+03 -1.170540960972323319e+02
-1.986311151560937560e+03 -1.158490712666182390e+03 -1.170137468135724532e+02
-1.994607394723065454e+03 -1.160882361148404470e+03 -1.165386692140358491e+02
-1.974136091338422148e+03 -1.163627522412744611e+03 -1.145730057813982512e+02
-1.960483157955101888e+03 -1.166799134828889237e+03 -1.138009896224737645e+02
-1.947941857057349125e+03 -1.169566685157086795e+03 -1.122840843477868873e+02
-1.972873458318341591e+03 -1.167328077452171556e+03 -1.108236006141218866e+02
-1.961087529303606971e+03 -1.161806163815194850e+03 -1.105073572603572813e+02
-1.951786466129004111e+03 -1.164353604818643134e+03 -1.109228501230157065e+02
-1.971975603320304344e+03 -1.164679881382582607e+03 -1.115599334636611673e+02
-1.960180079784784539e+03 -1.165149925633484827e+03 -1.108534375045396700e+02
-1.940154673037263137e+03 -1.163540108159883857e+03 -1.129389019770246136e+02
-1.904656070362177616e+03 -1.165848129939874752e+03 -1.133305715775585725e+02
-1.909635901959002695e+03 -1.166398627255915471e+03 -1.136070750579904711e+02
-1.910776596236024716e+03 -1.163285962694985756e+03 -1.144147397472398495e+02
-1.908868160574727881e+03 -1.164776642478608892e+03 -1.148472009022219140e+02
-1.899104224405843524e+03 -1.166404864336207311e+03 -1.148397678534893487e+02
-1.900726671847399757e+03 -1.154590232065200325e+03 -1.139427249270565028e+02
-1.887261716744840214e+03 -1.154687263750367038e+03 -1.135459070242693826e+02
-1.888997756957552156e+03 -1.149017046446981112e+03 -1.141131780750129110e+02
-1.908734843369325745e+03 -1.151470389983714995e+03 -1.148572314001499990e+02
-1.882277657062322078e+03 -1.154843791208372295e+03 -1.140719639384296613e+02
-1.886056692665909623e+03 -1.151946369790236304e+03 -1.145249005729764065e+02
-1.887324228131682048e+03 -1.158157083594398955e+03 -1.157774977590702008e+02
-1.885888033167900176e+03 -1.156103284869391473e+03 -1.149887494755240311e+02
-1.892688999326339854e+03 -1.154889057091710129e+03 -1.154591526765256617e+02
-1.898598179684952129e+03 -1.156383552249031709e+03 -1.163872250727021651e+02
-1.905529036223160119e+03 -1.163926773916351976e+03 -1.167452412338225542e+02
-1.908073653543662886e+03 -1.161014757858299390e+03 -1.172790030860147681e+02
-1.891177688809910705e+03 -1.157925251095831072e+03 -1.164244840054381314e+02
-1.889820308942810925e+03 -1.155353077676413250e+03 -1.177220579114362806e+02
-1.914290125828839791e+03 -1.157595966463425384e+03 -1.185389956598088474e+02
-1.921907955761098037e+03 -1.156755946301944277e+03 -1.181840883766221850e+02
-1.902770231970463328e+03 -1.157738681247937620e+03 -1.172022525509189279e+02
-1.915572352426117959e+03 -1.163798703677206277e+03 -1.175354681363258180e+02
-1.900398554694611221e+03 -1.164359889176526849e+03 -1.184672292387448351e+02
-1.903954929402731523e+03 -1.158064792877820992e+03 -1.186179548686298517e+02
-1.886876241528298124e+03 -1.157421163475496314e+03 -1.181607623753256178e+02
-1.864227029837789360e+03 -1.153787668769691663e+03 -1.163010974176266359e+02
-1.851853054792180501e+03 -1.157129234648995634e+03 -1.159213986157785996e+02
-1.857060165355794879e+03 -1.158551980089704784e+03 -1.169544350865050717e+02
-1.839204082167221259e+03 -1.163292904236540153e+03 -1.175721012139020729e+02
-1.834799561854185868e+03 -1.161278708731029610e+03 -1.179398697471704054e+02
-1.828599302185472425e+03 -1.169543167275979158e+03 -1.169012955906152627e+02
-1.852269957516703471e+03 -1.163758770401465654e+03 -1.170049237725563103e+02
-1.863815461808061855e+03 -1.162692351496657238e+03 -1.157303904424604468e+02
-1.883813603177081859e+03 -1.164264903673857589e+03 -1.153765906957758318e+02
-1.892658304427181292e+03 -1.164333536479569602e+03 -1.145264570893462235e+02
-1.856255109735510814e+03 -1.163786791615779521e+03 -1.159834012306849615e+02
-1.847278756102462467e+03 -1.162214164191756026e+03 -1.159120107159845645e+02
-1.841113983284536744e+03 -1.165970660690784825e+03 -1.165942544462545811e+02
-1.862434491216265087e+03 -1.165252655889115204e+03 -1.165953159931244159e+02
-1.874332913965346052e+03 -1.161737193685317834e+03 -1.167943566893584944e+02
-1.882445008018030876e+03 -1.162226492187789972e+03 -1.156538023830318309e+02
-1.889352163896809088e+03 -1.160799805778234941e+03 -1.143159298830782689e+02
-1.887090682621972292e+03 -1.163466254702029346e+03 -1.148186097049317880e+02
-1.887973859160691973e+03 -1.164891672631116762e+03 -1.152641265937794230e+02
-1.870478811124094364e+03 -1.165000405318350658e+03 -1.161642913370401118e+02
-1.856119452525616225e+03 -1.162392087317914502e+03 -1.155859003440206152e+02
-1.843711234731650165e+03 -1.166351394668376997e+03 -1.166759219123609910e+02
-1.843519038219007143e+03 -1.165134401071153206e+03 -1.163767772469888655e+02
-1.862755722815758872e+03 -1.166991426363782921e+03 -1.160110798412348174e+02
-1.886042284726490379e+03 -1.169294846560272163e+03 -1.171546102325366974e+02
-1.871607253800304079e+03 -1.169411932562572474e+03 -1.166173662444000740e+02
-1.861292021439985319e+03 -1.167689148032503908e+03 -1.167113318775390667e+02
-1.843183246157935628e+03 -1.169467342746525446e+03 -1.161166523524241256e+02
-1.850953359952001392e+03 -1.171230735864269946e+03 -1.156150057073308517e+02
-1.869162916335562613e+03 -1.166026620434643064e+03 -1.163286215946327786e+02
-1.860532781170780936e+03 -1.167269404679582749e+03 -1.161632045407016847e+02
-1.894226335364467559e+03 -1.167579445354826476e+03 -1.165096083182628774e+02
-1.913080265910253274e+03 -1.168568155693958488e+03 -1.166065018712098720e+02
-1.958576001280858691e+03 -1.164997402874975023e+03 -1.188072867441347285e+02
-1.982738912276142401e+03 -1.171153583440892135e+03 -1.185852704624254841e+02
-1.951583436621952387e+03 -1.164576378353473956e+03 -1.191679887156726636e+02
-1.939063740245843519e+03 -1.164178480045522747e+03 -1.167836984257836832e+02
-1.921571146534794480e+03 -1.162475216834932098e+03 -1.173512945325957446e+02
-1.908299355384107912e+03 -1.163957062139586697e+03 -1.171112532021259938e+02
-1.861305864469012022e+03 -1.163911491460294201e+03 -1.168202408761993354e+02
-1.860549197173048697e+03 -1.160190734057508962e+03 -1.173427038926921568e+02
-1.885609013714578850e+03 -1.160993374109101751e+03 -1.184682904803266581e+02
-1.903656933176639996e+03 -1.163253160563119991e+03 -1.175413358291368695e+02
-1.895350712090688148e+03 -1.166330447519346762e+03 -1.160020439116788111e+02
-1.878705127178904831e+03 -1.168159606273311283e+03 -1.172497749721785567e+02
-1.848234606316788359e+03 -1.169827718344408368e+03 -1.175839129977927655e+02
-1.866445190776983054e+03 -1.167056584233562262e+03 -1.170878613149224066e+02
-1.892707826647063030e+03 -1.164757865924571433e+03 -1.164306433563530163e+02
-1.894619482490671999e+03 -1.167874543014619803e+03 -1.154343353232133325e+02
-1.886283899709185334e+03 -1.169939841536743415e+03 -1.162061283098017839e+02
-1.877721663090228503e+03 -1.167587740652840012e+03 -1.151603199559875748e+02
-1.875663306020515392e+03 -1.162302149590630961e+03 -1.147092449481805829e+02
-1.893290172485725179e+03 -1.168371283990657957e+03 -1.153374820548856690e+02
-1.880989580042241869e+03 -1.175149515360218174e+03 -1.143891053141109637e+02
-1.871505216005332613e+03 -1.168962552716270920e+03 -1.154548576388926335e+02
-1.855391682388745267e+03 -1.173012790492019803e+03 -1.148214761098136023e+02
-1.868973620738814816e+03 -1.169736472565979284e+03 -1.144758264003857278e+02
-1.869114571495872269e+03 -1.166941330811171383e+03 -1.149583201680116247e+02
-1.867677483455878473e+03 -1.169387717885741722e+03 -1.159106880986522583e+02
-1.877914484814720709e+03 -1.170459816320335449e+03 -1.171613604165320055e+02
-1.868412597607521093e+03 -1.162103510481498688e+03 -1.163710227811959896e+02
-1.861234674094661386e+03 -1.162572465000611373e+03 -1.168771569065955305e+02
-1.885078489449019798e+03 -1.159688238651588108e+03 -1.177947890365953469e+02
-1.874349593756668583e+03 -1.160099921953171361e+03 -1.177856587754763495e+02
-1.867285726045278807e+03 -1.157391664161963945e+03 -1.164514714612114403e+02
-1.889730478514253718e+03 -1.153124933507445576e+03 -1.167486059439523842e+02
-1.898284615750886132e+03 -1.155342431551386881e+03 -1.164569326123612143e+02
-1.893408422969716639e+03 -1.152628624351894814e+03 -1.156530073892132577e+02
-1.882937308222284628e+03 -1.154376074316931863e+03 -1.160427805942996713e+02
-1.893479785144693778e+03 -1.152135797128119520e+03 -1.161313980549471125e+02
-1.886357996679383405e+03 -1.156475552965100860e+03 -1.156289692208271163e+02
-1.894959948671392112e+03 -1.156458322414797749e+03 -1.149297144651389715e+02
-1.900422783506607857e+03 -1.157021139171493815e+03 -1.153891061135360872e+02
-1.911885130863649692e+03 -1.159027723658405648e+03 -1.163347451674908370e+02
-1.891668821440806141e+03 -1.160623126332666061e+03 -1.147732361259045888e+02
-1.909359856135105929e+03 -1.162046032292507789e+03 -1.150726271126130769e+02
-1.918598918521821815e+03 -1.160325098861716242e+03 -1.166340230590538454e+02
-1.918627190269179437e+03 -1.161531013789824783e+03 -1.164425273102366987e+02
-1.907976134446276319e+03 -1.162014009269810231e+03 -1.166997323462113059e+02
-1.917163252954811469e+03 -1.160853839916252809e+03 -1.163949570658528216e+02
-1.921229258310138903e+03 -1.163712268593653562e+03 -1.165801179481834708e+02
-1.936914998680933877e+03 -1.165021421117410455e+03 -1.173542203052892887e+02
-1.932544491054278751e+03 -1.163280057119821549e+03 -1.166900860363310528e+02
-1.900127899234904589e+03 -1.164940913435640141e+03 -1.155354470466775467e+02
-1.894894016981507775e+03 -1.165686738403893742e+03 -1.169844917092781031e+02
-1.924954218984006729e+03 -1.165987584262695236e+03 -1.165011620155445655e+02
-1.942668423321016235e+03 -1.158540757497719142e+03 -1.150781058197006246e+02
-1.947436597920452186e+03 -1.162564298112649794e+03 -1.147679661392141099e+02
-1.943607279116685504e+03 -1.159456046136862597e+03 -1.153101736827530601e+02
-1.943135775064303743e+03 -1.164066000202017221e+03 -1.155588832429696140e+02
-1.941676560390155146e+03 -1.162346529541363225e+03 -1.163259114498695226e+02
-1.933162362470845665e+03 -1.160872879595431641e+03 -1.156809550666205553e+02
-1.911823853292010654e+03 -1.156476092691588974e+03 -1.144783966333998251e+02
-1.895781720338725790e+03 -1.158644520892493574e+03 -1.139885198831934474e+02
-1.914426741685714887e+03 -1.157623980055204811e+03 -1.140329362753046780e+02
-1.921630152269798145e+03 -1.161350966223255227e+03 -1.140707216794469332e+02
-1.930262996032079400e+03 -1.161421555766502252e+03 -1.145807852459014384e+02
-1.929399733417967582e+03 -1.163110621925970918e+03 -1.163623032046917842e+02
-1.934069311821393512e+03 -1.160875589208131032e+03 -1.157641588885228146e+02
-1.919060365268312580e+03 -1.162329234085851795e+03 -1.165839544637996426e+02
-1.914294195932852290e+03 -1.162613829732332078e+03 -1.143621999267874401e+02
-1.925927160334375912e+03 -1.159574337000368359e+03 -1.149802223829387060e+02
-1.921037878853429220e+03 -1.160735537101660611e+03 -1.171856159139035469e+02
-1.908038699881951288e+03 -1.165546187325270694e+03 -1.174058970586567625e+02
-1.925293372513278882e+03 -1.166195116991343411e+03 -1.176987474313407631e+02
-1.914248172495316339e+03 -1.171027379852369450e+03 -1.193415244663094370e+02
-1.905338576611660073e+03 -1.172715109554547553e+03 -1.183577883973033522e+02
-1.907413680910143739e+03 -1.167449779298853173e+03 -1.180978790169392880e+02
-1.936838497859680501e+03 -1.166266298678872317e+03 -1.174252806298275971e+02
-1.944707303783531870e+03 -1.159333211447425128e+03 -1.161518936403182636e+02
-1.938727465396213120e+03 -1.156555434291137317e+03 -1.159346208440992427e+02
-1.931827092911757973e+03 -1.156639237440271472e+03 -1.157362055448661522e+02
-1.922575984311424463e+03 -1.163571534523149467e+03 -1.142424976559405252e+02
-1.922839930503803544e+03 -1.158222540957659703e+03 -1.151947237387057896e+02
-1.947813966287624226e+03 -1.155773969373170758e+03 -1.151568107918610622e+02
-1.935760092754903553e+03 -1.154867804252580754e+03 -1.152381224911395066e+02
-1.944357855394728631e+03 -1.155818342316090593e+03 -1.151054695831715833e+02
-1.971669569992602192e+03 -1.154817982945855420e+03 -1.153859038756754103e+02
-1.953755595847429049e+03 -1.161283129083241420e+03 -1.155293169420311017e+02
-1.929913745861830648e+03 -1.161035503690531186e+03 -1.158997822369472033e+02
-1.928296759436721914e+03 -1.160124554124018687e+03 -1.174991208154554840e+02
-1.945054791839371092e+03 -1.159748706184096363e+03 -1.159836520517719407e+02
-1.944262991506582921e+03 -1.160116150083297953e+03 -1.150619339214669594e+02
-1.937140425119894417e+03 -1.159505006397995203e+03 -1.164111116417925587e+02
-1.919582102851937634e+03 -1.163894348079098108e+03 -1.164006861332707956e+02
-1.903879045764039802e+03 -1.166232937328821890e+03 -1.158524956177108720e+02
-1.921065864438127846e+03 -1.163792990199016231e+03 -1.161828196004245797e+02
-1.927807719779701529e+03 -1.161570186287752449e+03 -1.159908628891799935e+02
-1.924651063989041177e+03 -1.164970933234865470e+03 -1.161624616174042330e+02
-1.934410675732383879e+03 -1.163418160022108850e+03 -1.151346589124073319e+02
-1.908447943212985138e+03 -1.164503959908080333e+03 -1.153741705370974273e+02
-1.920170393845289027e+03 -1.167518189475903682e+03 -1.153790105209967010e+02
-1.928805450183821449e+03 -1.162319087179211010e+03 -1.138987368953196722e+02
-1.920975281109205298e+03 -1.159314230713418738e+03 -1.133330938026793149e+02
-1.913676696721876851e+03 -1.162050345561739505e+03 -1.131951589337714665e+02
-1.924938211911721055e+03 -1.155748707912778627e+03 -1.131953553044942851e+02
-1.914386751548929396e+03 -1.154482183674438602e+03 -1.128713598300855949e+02
-1.902226205427793047e+03 -1.154010049291696532e+03 -1.120259145532232594e+02
-1.919118580450368881e+03 -1.150518412755009876e+03 -1.134992286508940253e+02
-1.916152533633250869e+03 -1.156742882711945867e+03 -1.136723289224651126e+02
-1.944859767294129142e+03 -1.161227373782379573e+03 -1.146913902591887791e+02
-1.929240180600582107e+03 -1.159624479924478237e+03 -1.154450384790750661e+02
-1.907541245781394537e+03 -1.160465439990457753e+03 -1.161911039961477456e+02
-1.901283266385964453e+03 -1.158046337511481624e+03 -1.148305100209792613e+02
-1.892691505839282854e+03 -1.156156576371926576e+03 -1.137107172115904064e+02
-1.873278385076174345e+03 -1.155872281757141081e+03 -1.127595659211743566e+02
-1.871476055538095352e+03 -1.154095089625414630e+03 -1.122459402070993519e+02
-1.876907698884534284e+03 -1.157767093169370582e+03 -1.142332296805857652e+02
-1.887840968976720433e+03 -1.156308532787529202e+03 -1.151847185471787043e+02
-1.882155577215843778e+03 -1.152411689382258373e+03 -1.155628338002657074e+02
-1.881274495510863972e+03 -1.156637675654222448e+03 -1.160290090618260592e+02
-1.869778377290246681e+03 -1.155617401645070004e+03 -1.174020300821354397e+02
-1.878565986504720968e+03 -1.156532332823589059e+03 -1.169843754066042152e+02
-1.863513403812419710e+03 -1.161139440983946997e+03 -1.169564335066798151e+02
-1.878168074428043155e+03 -1.163678954042265786e+03 -1.151194949053627283e+02
-1.867396481327854417e+03 -1.163405876145082402e+03 -1.146494573076072641e+02
-1.869838121046803508e+03 -1.160946027636479357e+03 -1.148648423104132803e+02
-1.870893701408533843e+03 -1.162225418745847492e+03 -1.142471407555051144e+02
-1.857246273563206614e+03 -1.162574035833466041e+03 -1.149839370971009203e+02
-1.862684611222470949e+03 -1.163260040288934988e+03 -1.162760267357651855e+02
-1.861660603815563945e+03 -1.165384101059659770e+03 -1.157012418298346006e+02
-1.858466885388034825e+03 -1.162344857437133214e+03 -1.145645119029419732e+02
-1.877854263233302618e+03 -1.167700149363409309e+03 -1.157327288827389964e+02
-1.869320347274912592e+03 -1.161279033413514298e+03 -1.163209041149400207e+02
-1.875637788093944209e+03 -1.162956267791062373e+03 -1.153470517017912016e+02
-1.874201990295634459e+03 -1.162145069577841241e+03 -1.149500357521190494e+02
-1.893684538866260482e+03 -1.161340294254959417e+03 -1.148215179510467294e+02
-1.886279468069084487e+03 -1.157811452864394823e+03 -1.163729081519048805e+02
-1.898894024131254810e+03 -1.160379811031505142e+03 -1.165165168326539913e+02
-1.902675556808464535e+03 -1.158220529896442031e+03 -1.150251986572299643e+02
-1.911747636898378460e+03 -1.154332569984384918e+03 -1.153716010607436147e+02
-1.873518689857399977e+03 -1.154533966390849400e+03 -1.156036031953529175e+02
-1.876273693150887993e+03 -1.155072584749050066e+03 -1.136121607959726703e+02
-1.874122862068755239e+03 -1.156157474300031708e+03 -1.147479635326234302e+02
-1.863697361445841580e+03 -1.152646662108386636e+03 -1.138896005812161150e+02
-1.841072687367005074e+03 -1.156106598294049718e+03 -1.131178408079769326e+02
-1.842276184849794845e+03 -1.159440787785713610e+03 -1.131357797046229621e+02
-1.843613322356455001e+03 -1.159286020711311266e+03 -1.133035758476947024e+02
-1.867008240202379739e+03 -1.161847819639026284e+03 -1.146429395238349116e+02
-1.848038819430606054e+03 -1.160658558708327064e+03 -1.156271284201279457e+02
-1.873849767928256369e+03 -1.162306547039565203e+03 -1.143120452047305662e+02
-1.868929832746296370e+03 -1.160628690930781659e+03 -1.142970188216571614e+02
-1.872202190830897052e+03 -1.158467333792431191e+03 -1.138027521964848177e+02
-1.862543215795143624e+03 -1.158800164476081591e+03 -1.132463812367543881e+02
-1.857160320649527876e+03 -1.154404678563814286e+03 -1.137432139567138165e+02
-1.857496061670541167e+03 -1.155298756923683868e+03 -1.140719053816552560e+02
-1.860433150857692908e+03 -1.154334342932657592e+03 -1.131525592537113880e+02
-1.868220523671695446e+03 -1.155164199850608384e+03 -1.143366300779420897e+02
-1.869173758928633333e+03 -1.159869914539245656e+03 -1.157339445767439372e+02
-1.847138847820830051e+03 -1.158773896398136458e+03 -1.156094073390374888e+02
-1.846215493034468636e+03 -1.160953361654269202e+03 -1.141537780840538971e+02
-1.851293345352290771e+03 -1.156740920227394554e+03 -1.149208558399243998e+02
-1.876308401671444244e+03 -1.156498374585633883e+03 -1.144688520496726198e+02
-1.859090898779905956e+03 -1.153167962863081812e+03 -1.152248225689896515e+02
-1.877683191793619699e+03 -1.158316578834083430e+03 -1.174908093929045378e+02
-1.899222950140959483e+03 -1.158586501046497688e+03 -1.184505722945999082e+02
-1.932786502325777747e+03 -1.156742989725143843e+03 -1.172349263239124468e+02
-1.927778795912904798e+03 -1.157585581561989557e+03 -1.171998259477439888e+02
-1.907698570128901792e+03 -1.158648267310907613e+03 -1.180131996709862392e+02
-1.927213839157199345e+03 -1.155872000671635760e+03 -1.192072260875231962e+02
-1.897068736454223654e+03 -1.159409224395265255e+03 -1.186405725083930918e+02
-1.886077013301366378e+03 -1.159354764637708968e+03 -1.185868701240157748e+02
-1.884100103054704732e+03 -1.167754500998682033e+03 -1.183002337872465546e+02
-1.870765665008442284e+03 -1.165496097765460718e+03 -1.168195097375502201e+02
-1.881997203576432639e+03 -1.164524745502038058e+03 -1.171737315666595123e+02
-1.898982735164521046e+03 -1.165688210819343340e+03 -1.184074514339832263e+02
-1.892074418861045615e+03 -1.160804254698704653e+03 -1.176433975998216965e+02
-1.901618329076896316e+03 -1.166078385572534216e+03 -1.178674970255619883e+02
-1.903308912496805988e+03 -1.167753294182658919e+03 -1.167604621265341223e+02
-1.929124080856218370e+03 -1.164080694916434823e+03 -1.165301143435775373e+02
-1.939156794823091786e+03 -1.167398175155380159e+03 -1.159154849645332490e+02
-1.941366221892643807e+03 -1.170715313425872182e+03 -1.173181257923561134e+02
-1.927325923390230400e+03 -1.169209380711424501e+03 -1.171929341751529137e+02
-1.937278294017913367e+03 -1.170535302743804777e+03 -1.163065818169616534e+02
-1.943873708938474238e+03 -1.170426781671209937e+03 -1.150873508862019037e+02
-1.933215420655032403e+03 -1.173534903508859770e+03 -1.136971000119581561e+02
-1.940211434258260169e+03 -1.171995243592212773e+03 -1.146400163142530175e+02
-1.943776968398258987e+03 -1.171452850097694864e+03 -1.147972152231936604e+02
-1.939725529165035823e+03 -1.166223730849411822e+03 -1.149527146664476334e+02
-1.962225036063978678e+03 -1.161972522257644869e+03 -1.156744444172077806e+02
-1.970592254782256987e+03 -1.163182407806869605e+03 -1.139525166444279023e+02
-2.000018064628783804e+03 -1.164150390892595624e+03 -1.142763303642205415e+02
-1.994643230790761663e+03 -1.164846205032900571e+03 -1.141116527321362639e+02
-1.967333628263168066e+03 -1.166444775805410927e+03 -1.154510156930038249e+02
-1.967873775219404024e+03 -1.162124378095544444e+03 -1.125081128652051916e+02
-1.948992158513844515e+03 -1.159946838139802139e+03 -1.122505838216749794e+02
-1.941618904937504340e+03 -1.157641588608720895e+03 -1.130702236242997003e+02
-1.942843885046989271e+03 -1.156576057121437998e+03 -1.131230016511769350e+02
-1.964177115276287623e+03 -1.160954957526113049e+03 -1.133490015898802596e+02
-1.981704923399395739e+03 -1.164489230920414457e+03 -1.139206820858640867e+02
-1.963690990285051157e+03 -1.161979006460340315e+03 -1.127609513914320871e+02
-1.926071820559124944e+03 -1.165886441889428397e+03 -1.118584663823950507e+02
-1.907693480574449950e+03 -1.161932613508333816e+03 -1.127795000517737378e+02
-1.885202197697398105e+03 -1.163504844209570820e+03 -1.131910487108991674e+02
-1.858566870046626718e+03 -1.161149153641487146e+03 -1.135322898342311930e+02
-1.891799086028811871e+03 -1.158110744741046574e+03 -1.145821226116757146e+02
-1.865813719681081693e+03 -1.155567506165720260e+03 -1.159890530487840010e+02
-1.877331420626480849e+03 -1.160098785566891365e+03 -1.162872940759389451e+02
-1.883381496444430013e+03 -1.161058795735985996e+03 -1.157822299991882744e+02
-1.889064079670708907e+03 -1.160573943351446587e+03 -1.172547948738962873e+02
-1.895407798018820358e+03 -1.162458054041800779e+03 -1.161764456657762707e+02
-1.894715337638710253e+03 -1.164384715929023741e+03 -1.179464207321615561e+02
-1.913343513480434012e+03 -1.168237214659717438e+03 -1.162600051201962685e+02
-1.880961374348080199e+03 -1.165081843371019659e+03 -1.168647915045004595e+02
-1.865330591333999791e+03 -1.164423129668126194e+03 -1.167821838089175230e+02
-1.869855044311326310e+03 -1.162663165155868228e+03 -1.174510381395347167e+02
-1.859479433082468404e+03 -1.160747599712814008e+03 -1.161017520101746925e+02
-1.825717284551082230e+03 -1.161192655366017789e+03 -1.159813433021774927e+02
-1.817718063928748734e+03 -1.160572916588019780e+03 -1.169206509641512071e+02
-1.811037390340888351e+03 -1.161329739348957901e+03 -1.153286377487691254e+02
-1.818673530013877780e+03 -1.161640350152743622e+03 -1.154449572101208332e+02
-1.823118812488473623e+03 -1.168755543421375933e+03 -1.167928238375592116e+02
-1.811107631713871569e+03 -1.168387496974457008e+03 -1.157799765818384401e+02
-1.831129087661196763e+03 -1.169109387168883359e+03 -1.165299599871859471e+02
-1.853011811115074124e+03 -1.166210741005580076e+03 -1.171723916621883177e+02
-1.852945754206311221e+03 -1.170557420559490993e+03 -1.168081596241627267e+02
-1.882938529577767895e+03 -1.165352628931107120e+03 -1.153372071314845471e+02
-1.892292508572760653e+03 -1.167791957282794328e+03 -1.158386727313541087e+02
-1.888761928709133826e+03 -1.164209099139211276e+03 -1.162188765531658419e+02
-1.856468226566946214e+03 -1.163757328715271115e+03 -1.168312613729724490e+02
-1.884508437225445505e+03 -1.169404585983842253e+03 -1.163241351854633763e+02
-1.843820945655329069e+03 -1.162029722583071816e+03 -1.166506754306189748e+02
-1.853140175141459395e+03 -1.166531595526236515e+03 -1.158715276286043547e+02
-1.855896233440172409e+03 -1.165521191363698108e+03 -1.160871708703646163e+02
-1.851879002057248499e+03 -1.162141195266595787e+03 -1.166572542332240232e+02
-1.870366895747430135e+03 -1.161877603541620829e+03 -1.179073172524016684e+02
-1.881550270744248564e+03 -1.161334145043120543e+03 -1.185671520066698292e+02
-1.888748087315008434e+03 -1.161630618439463433e+03 -1.195679205017419804e+02
-1.862009712463004689e+03 -1.160917911204185657e+03 -1.191607251065882167e+02
-1.859766946034830426e+03 -1.160135726969634106e+03 -1.182324543247486019e+02
-1.863606169315306033e+03 -1.162746774300145262e+03 -1.159511298404514719e+02
-1.866735707327956789e+03 -1.161742186158747245e+03 -1.157683696205835133e+02
