time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	time.decay.7	time.decay.8	time.decay.9	time.decay.10	
1.121423891453312507e+02 1.109155035455818279e+02 1.099686176902389434e+02 1.016358473814890147e+02 9.755029747810122842e+01 9.903304924608085003e+01 1.072363744930864158e+02 9.681525482892946854e+01 1.023944086535193350e+02 7.852964531755398525e+01
9.985002362681852617e+01 1.077146389495532901e+02 1.075689522548713057e+02 9.964694992451478583e+01 1.020946834442192142e+02 1.008213908192963117e+02 1.201245555232274143e+02 1.053736580359581581e+02 8.268238413673341825e+01 1.277317321139608168e+02
9.396615767215931214e+01 1.001849898799518712e+02 1.110857461340739860e+02 9.558846336317837711e+01 1.041244305601096158e+02 8.443433450753792613e+01 1.120279203266616577e+02 9.244165618204209522e+01 1.151785352065511461e+02 1.036204943163097738e+02
1.072989746483694233e+02 1.117607528928930662e+02 9.183642867454723557e+01 9.125835481524909198e+01 1.048581077672820783e+02 8.246664888385589620e+01 9.681005045611588855e+01 8.419447853808796367e+01 1.074908433732341990e+02 9.845889628976829044e+01
8.865078011741098862e+01 1.152366521794015171e+02 9.415307825336395808e+01 1.112216724858916450e+02 1.139774689136269501e+02 9.719700829848888191e+01 9.982036250813884237e+01 9.712990267975661141e+01 9.253046761198501713e+01 1.067345387359278561e+02
1.103110971818283730e+02 8.379571587749184403e+01 1.108544124180496055e+02 1.125679711473160580e+02 8.282818266195123158e+01 9.347131661261020952e+01 1.037663989059124106e+02 1.084739070266652163e+02 1.083045651605112312e+02 9.293956279785115271e+01
1.028477355018708010e+02 9.584630396020888554e+01 8.860049658937477091e+01 1.128060388935683704e+02 8.699029465472079892e+01 8.387657456897979102e+01 9.771569246298699341e+01 7.664963750772874107e+01 8.739139940992053823e+01 9.881683189103988241e+01
1.015724012255172539e+02 9.912702776064955401e+01 9.722800326755859146e+01 9.322024574750649606e+01 9.651099574152340210e+01 1.154534452677927590e+02 9.554517792334988258e+01 8.776335856519973788e+01 8.225803757613334710e+01 8.173085555457366524e+01
1.188749246219636575e+02 9.473599654658943336e+01 1.146103372304022230e+02 1.043940083657317643e+02 1.109827597059913842e+02 1.163177664091563912e+02 9.774972061741482321e+01 8.250475157929835746e+01 7.848503418921418984e+01 8.704442951569842535e+01
8.515237493180401884e+01 1.111208878747960540e+02 1.132556262849648334e+02 1.017372035803597470e+02 9.150307934563673484e+01 1.053971272954000398e+02 9.903314622967829450e+01 1.009730455725743639e+02 9.164411662919204105e+01 1.051123812533328419e+02
9.184884511907098670e+01 1.003606045913078901e+02 8.292426351327353018e+01 9.624655531379809759e+01 1.074952039149647902e+02 1.014085405069102848e+02 1.079358788203943789e+02 1.119510793879911290e+02 8.720655597780177004e+01 1.045732352233756899e+02
1.097315628607008904e+02 1.084958811648960193e+02 1.197595238160398594e+02 1.011282564831832929e+02 1.054673419551333069e+02 1.030842645316472641e+02 1.030102223785162181e+02 1.139052461314518325e+02 8.606227096937624310e+01 1.020384063872831746e+02
1.093267578064214547e+02 1.078959836884169192e+02 9.939460815205406163e+01 8.763658101823952506e+01 9.430354941317909834e+01 1.042747957822150369e+02 1.050514690434006582e+02 1.118298068023274539e+02 1.035790418371961721e+02 1.157840191155477214e+02
1.090831238208132703e+02 9.501911244159202852e+01 9.743334244957935653e+01 9.876984796801822597e+01 1.066193871001483160e+02 1.126871113444964863e+02 8.484038110944939604e+01 8.627167583701215392e+01 1.080488356450088645e+02 8.966635866507763808e+01
1.088328940382002656e+02 1.095599688251292321e+02 1.101941283060013888e+02 1.028200050864931256e+02 1.059457756285567882e+02 1.108428267529219795e+02 1.053746487073499196e+02 1.180562769849923228e+02 1.081513607656569320e+02 9.245890563549357921e+01
1.189834673962346869e+02 1.053893141068151920e+02 9.860041581520002296e+01 1.029718150825468967e+02 1.063481235988028999e+02 1.010518500214323012e+02 9.488841844359981792e+01 1.138136845796111629e+02 8.941121906673120634e+01 9.299863283161568006e+01
1.184958743044817595e+02 9.741491274797564870e+01 1.154457261621882367e+02 1.049979283941365367e+02 1.070672041725166963e+02 8.910982915916548563e+01 1.003315645890908030e+02 1.206932879755076016e+02 1.053132094583756100e+02 1.049180361530045218e+02
1.112189720786450806e+02 9.988989485020253767e+01 1.184598366340709674e+02 9.834235387232155290e+01 1.136265092199600417e+02 1.085200525062619619e+02 9.322425768117602729e+01 1.156292044766377529e+02 9.452709950504859648e+01 1.082105783566437651e+02
1.004192595799454466e+02 9.955529433700732511e+01 1.208444958135269047e+02 9.769418727768575650e+01 8.889718897280310728e+01 8.040886524860940199e+01 1.004641023726607187e+02 1.045522001392481570e+02 9.845102421666605608e+01 9.800550625264840221e+01
1.023824695696297340e+02 9.554475647917456627e+01 1.096677475343253292e+02 9.906167069051134888e+01 9.178898948402867575e+01 8.158459895392775252e+01 1.009951733980247610e+02 1.023307031625792121e+02 1.156248078554004621e+02 1.038752480713228294e+02
7.903195673034873892e+01 1.035201409326381281e+02 9.142730782365168807e+01 1.044967868812479423e+02 8.871824359843749619e+01 9.449231214008644031e+01 1.056048339436929382e+02 1.050102932240226039e+02 1.167251715261850933e+02 9.915659539174525605e+01
8.262050306474429817e+01 1.036693013852409422e+02 1.148495613488440341e+02 8.649566951896440514e+01 1.100788773966465897e+02 9.632641213356257026e+01 1.083238480003784900e+02 1.060554051963517992e+02 1.013990610216101516e+02 9.862881438920491917e+01
8.687971442436028724e+01 9.538544797114478513e+01 1.156411683059917550e+02 1.078780175744738017e+02 1.216689691973813012e+02 1.051625823333749992e+02 1.013902801788578074e+02 1.007909472256045262e+02 1.037281996571157379e+02 8.983281490264043612e+01
9.042098796864274846e+01 9.370546189157812478e+01 9.915295930695064897e+01 1.179268297218037986e+02 1.182125687472577056e+02 8.962401388682783931e+01 8.265675384272017823e+01 9.669613504859185582e+01 8.664387589578099380e+01 9.371643555661813707e+01
9.585345573744405101e+01 1.117205641389256954e+02 1.120223578411103773e+02 9.527123270900905538e+01 8.656556749412916929e+01 9.944714880144960034e+01 1.059136072112129625e+02 9.400044219814883206e+01 1.188827390723607351e+02 9.490480735503678034e+01
1.256960399946141536e+02 1.134796781249365694e+02 9.755948934089641966e+01 8.912887392092983418e+01 8.469933772100580427e+01 1.119371394190225999e+02 9.951782445457104131e+01 8.965393085345976942e+01 1.221675542155869181e+02 9.514331496036160729e+01
1.034822917615668416e+02 9.348897878373969661e+01 1.023477105804581981e+02 9.059256567827908668e+01 1.066675699588729174e+02 9.300429058152302275e+01 1.017799371801282291e+02 9.214636245501735345e+01 1.153209708407308938e+02 9.264553836954982557e+01
9.565444510360433128e+01 1.037689790040650877e+02 9.813015034411893112e+01 9.089201179381005602e+01 9.923965055102158317e+01 1.187492955025253423e+02 1.001713944098922582e+02 1.028941894640356196e+02 8.980551040946764374e+01 8.989095941495425279e+01
9.424519206769228674e+01 1.137790093574042345e+02 1.047004803191565543e+02 9.746363901254399309e+01 1.138427103221416985e+02 1.118603024547647067e+02 9.473434022674676669e+01 1.016594946606902283e+02 9.993126763430780102e+01 1.017658189346174709e+02
1.132339274127839133e+02 9.046346305287548262e+01 9.006063305501940874e+01 1.076138440955154181e+02 1.175032009738860239e+02 1.014009386185243784e+02 9.849842268649032917e+01 9.769824408467205501e+01 9.601680468150989611e+01 9.234178899912470229e+01
9.591031625963775298e+01 1.083477398546737618e+02 8.515402022363383594e+01 1.111152323523937184e+02 9.322430467330994475e+01 9.905231236280135931e+01 9.945065080538704194e+01 9.537628687373148750e+01 1.008847918330130682e+02 9.346580330544888682e+01
9.482595938511890665e+01 8.911838301122008943e+01 9.559437012846699133e+01 1.077442985973723637e+02 9.809910988071641214e+01 9.778484391622549765e+01 9.991653328077279639e+01 1.111896574687285124e+02 9.206812943056765164e+01 1.022537173605175980e+02
1.101628884484820645e+02 9.933860502239710399e+01 1.024804677716255128e+02 1.025066257485246410e+02 1.079353105148388039e+02 1.080759263477068828e+02 1.010811399716504440e+02 1.154720076677633358e+02 9.878264406709240575e+01 1.026520426734669371e+02
9.460372894515286646e+01 1.103018502453096659e+02 1.067965906604606232e+02 9.709050875701501582e+01 1.009073335258667896e+02 1.043714006387191944e+02 1.190315673740480662e+02 1.092782012692144207e+02 1.074376731194848844e+02 9.848748569949394494e+01
9.996580008493998548e+01 1.094422197571339836e+02 1.033792917670577083e+02 9.320009677540573989e+01 1.014932429565394330e+02 9.460281614981721532e+01 1.030375107570560118e+02 1.021234521673512177e+02 1.079245261849187614e+02 9.987262621638430460e+01
1.021002167199641804e+02 7.748730272244154094e+01 9.874479408977171602e+01 1.034810078051035447e+02 7.916042007931538649e+01 9.231394198792592931e+01 9.971538025768609259e+01 1.126792625853302638e+02 1.184314989950759411e+02 1.089427257444150428e+02
9.873279964046454893e+01 7.868427155717935761e+01 1.006951021900397762e+02 9.748484809564789089e+01 9.252644093499404221e+01 1.015388631133652240e+02 8.659388466747688540e+01 1.122793480765324432e+02 1.202217553576049625e+02 1.058861901978097819e+02
1.001182651309731853e+02 7.689847366621579283e+01 1.013797507942438756e+02 9.534384274104721158e+01 8.597363839448011902e+01 1.018860513533141443e+02 1.107796281571418433e+02 1.125292653921041506e+02 1.146112664882306262e+02 1.129149417230450752e+02
1.002398855461289457e+02 8.273509473726736019e+01 1.069201714724156886e+02 9.978336266644382135e+01 9.656481869260440476e+01 8.617977780502262419e+01 1.109948892001835787e+02 1.121838656803799523e+02 1.174060399615768375e+02 1.141952759311626124e+02
9.071643791944035229e+01 9.813784453809981301e+01 1.016509926063324940e+02 1.128717748599963215e+02 1.024344573001138770e+02 8.812533818537957586e+01 8.860829827728736063e+01 9.382952763286337472e+01 1.182419801466655258e+02 1.118334744740709255e+02
1.091038137191063413e+02 9.920034945431885376e+01 1.039603525077932460e+02 8.882556963803696704e+01 8.736200761476602850e+01 1.081532415205431334e+02 1.006662923080975531e+02 9.898863979217728115e+01 1.159783527417969964e+02 9.387081775775276071e+01
1.151868644512521058e+02 9.782361806842843066e+01 1.052458773729135970e+02 9.271660665047042471e+01 9.977376475476651763e+01 9.346221717493675385e+01 9.874311147369198238e+01 1.172908097479100036e+02 9.132678429027490097e+01 9.330544237818767783e+01
8.463568384219024665e+01 8.655122391095869716e+01 1.102279212051961395e+02 9.897238164867377463e+01 1.043044957547489560e+02 9.855017310108804907e+01 1.008126805783943070e+02 1.184240523977412920e+02 1.046738699620788964e+02 9.154125367524163437e+01
8.900019437183058812e+01 8.726920425999654185e+01 9.922978249757808555e+01 1.005342018004513420e+02 1.032658038665174161e+02 8.578599926264496389e+01 9.560737823189809603e+01 1.183040236945918053e+02 9.170291042132610926e+01 1.010255960218982949e+02
1.009514721098226744e+02 1.024747206699099848e+02 9.044526940060740117e+01 8.687564920851251316e+01 9.501818268467219752e+01 9.214597653062696736e+01 1.007784747441348685e+02 1.128615601774407935e+02 9.400766851514893574e+01 9.241058261053304079e+01
1.021929768249030133e+02 9.967904305653716790e+01 1.020272514703755746e+02 1.037440401854740344e+02 1.052149655894357636e+02 9.888284696468889479e+01 9.297337646563204316e+01 9.140802688516417618e+01 9.284134664002594661e+01 1.005837027903401690e+02
1.033701155885630243e+02 9.904446758398988493e+01 1.049388544380911696e+02 1.076028087619706923e+02 1.137481875286951549e+02 1.070053723981802420e+02 1.111327054736983655e+02 1.032943149129630172e+02 8.812550765821924870e+01 9.848179067293310140e+01
9.818211276811983623e+01 9.525072400586556398e+01 8.629398919240333043e+01 1.080005165236909903e+02 1.015094572713327636e+02 1.117818971033955364e+02 1.038445683783126015e+02 9.888829971210581959e+01 9.458099129135703720e+01 1.115673985960766288e+02
9.363081697602365239e+01 9.347566998457524790e+01 9.156524755146837435e+01 9.050045014862494952e+01 1.059795403568381005e+02 1.139869202525522383e+02 9.313420646773113276e+01 1.036281577405750198e+02 8.755195381542617383e+01 1.160926369041431343e+02
9.655015901050438742e+01 9.375520392226178501e+01 9.927900414811408325e+01 1.032886317061706336e+02 1.030415267565379338e+02 9.181600533479392823e+01 9.973324928022850600e+01 9.886508154569531825e+01 9.317682823480119225e+01 1.193632247822818613e+02
9.040146699172325384e+01 8.890115100919237534e+01 8.893402404624519875e+01 1.120143098205334553e+02 1.003190602625865466e+02 9.079682169747147213e+01 1.074179400121278860e+02 8.338117559781107957e+01 9.908767012532325680e+01 1.117425784475355641e+02
9.009054615869310112e+01 9.734353872453631595e+01 1.010751352296470174e+02 9.844390786460795084e+01 9.318532081819952850e+01 1.165930015630241456e+02 8.101493122399581637e+01 1.054970871114370254e+02 1.033150931136024582e+02 1.057631169661464128e+02
1.080427899511341252e+02 1.073583376917020757e+02 1.062834566469873891e+02 1.163985095846137909e+02 8.742584031150317969e+01 1.240234222795229044e+02 1.195164371024125387e+02 9.296267135191610009e+01 1.040285089629803252e+02 1.084248012229476501e+02
9.818445071962017323e+01 1.064847529691938490e+02 9.805425452649281226e+01 1.138581007901983071e+02 8.285241697388542548e+01 8.007378738332869261e+01 1.062639414180341220e+02 1.064830312550883491e+02 1.031027677237669593e+02 1.196612437850569250e+02
1.205034949977895593e+02 8.595089139793665822e+01 9.997776882989671776e+01 1.004149349714773223e+02 1.023549179148962907e+02 8.349136998455534808e+01 9.882463373234517690e+01 9.885007775908958649e+01 1.082950081494585675e+02 8.785614912090429129e+01
1.149148280739750589e+02 9.040753281791326401e+01 9.038976162920512536e+01 9.733201332008401607e+01 1.015957413017628426e+02 8.764674994940531860e+01 1.119244090545412718e+02 1.082783116180141292e+02 1.176280296853509526e+02 9.879185562456471814e+01
8.791265437804474914e+01 1.081333453258202724e+02 1.042292116814114280e+02 1.035494251063033175e+02 1.054261365606002983e+02 9.535758811058040862e+01 1.045942016413295903e+02 1.075972399718720993e+02 9.264667272002822074e+01 9.539942014080909871e+01
9.598127136243792279e+01 9.930346365266488817e+01 1.039255229650571977e+02 1.030567587889540278e+02 1.011091352099179375e+02 1.193088073905854856e+02 1.056978876233693541e+02 1.120562957017298658e+02 1.049018667075172431e+02 9.030164308829640163e+01
9.593909329706349354e+01 1.055452959806134885e+02 1.160943329316263544e+02 8.159670089095396861e+01 1.016235921834902598e+02 1.198270017376268726e+02 1.088384287348942365e+02 1.105206642863921331e+02 9.928912295363144835e+01 9.748979359837888126e+01
1.041282253650003611e+02 1.001663549528849728e+02 1.152898808869047969e+02 9.870803433035715102e+01 9.339743772629488205e+01 1.025471109589670533e+02 1.113272660678545378e+02 1.002214980848703050e+02 9.972315183994206222e+01 1.013940412345893947e+02
8.464952228290650282e+01 9.929072967266320404e+01 1.154865256396962394e+02 1.146514012887216012e+02 9.444485689917320315e+01 9.855645578769218673e+01 9.924007899467719085e+01 9.685615049960804868e+01 9.997694582263760310e+01 1.008501988554272941e+02
8.237299851895748759e+01 9.450060472658282151e+01 1.114343044141770065e+02 8.987979350436623349e+01 9.532871504638032434e+01 9.628502288744421378e+01 1.129168984533621369e+02 1.072666874862916018e+02 8.399835913674382937e+01 1.173409123160428038e+02
7.643216064092806050e+01 1.017087792829636186e+02 1.011789563530958276e+02 1.005219040288135375e+02 1.024378634210324179e+02 1.111574063482159147e+02 9.822916947511839680e+01 1.104322184602473556e+02 8.336544345351573781e+01 9.475271880548777403e+01
8.300717257794022430e+01 7.964473698838361315e+01 9.676616797295275774e+01 9.390819410958050639e+01 9.185963981167284942e+01 1.126298226145694912e+02 7.054947405554082707e+01 9.633289413478955510e+01 1.069221612598852289e+02 9.889704221041375831e+01
7.795903364432581384e+01 9.621162931038139732e+01 9.839514311296487392e+01 1.122350685338845722e+02 1.084066081904917098e+02 1.172946960351089984e+02 9.087531635921538964e+01 1.033512199425743177e+02 1.022287477402919080e+02 9.857911771721190064e+01
8.552188948632858967e+01 9.088616234369331437e+01 9.737936664248438490e+01 1.037887477138933718e+02 1.017974724662584833e+02 1.252814333527657880e+02 8.860901025771445916e+01 9.240120137577093828e+01 8.762601443256696143e+01 1.013399848236352341e+02
8.346277292894461652e+01 8.914466934929654940e+01 9.848934657012404159e+01 1.015455907602058687e+02 1.028303165759627120e+02 1.082014691189105804e+02 9.859341585833311683e+01 9.830273868844177798e+01 1.003967997315988328e+02 1.033493941228155109e+02
8.912810915721368588e+01 9.206689632050284899e+01 1.096467599319934578e+02 1.040909957304717608e+02 1.081083896615762399e+02 8.851012691048310899e+01 1.110432681028672732e+02 1.017336054411541255e+02 1.080532815242091544e+02 8.977363665431104778e+01
1.045250793112167571e+02 9.105026982676166369e+01 1.164353061204401598e+02 1.081590060227989198e+02 1.082916539696016827e+02 9.114706710059415684e+01 1.049075374495673998e+02 1.127361393237364098e+02 9.077519659963547838e+01 1.135388204042890834e+02
8.998624122922157653e+01 9.915021891535654674e+01 1.159339354642972921e+02 1.159117664744903209e+02 8.098102689844473900e+01 8.736665914470425776e+01 1.025092357175329312e+02 1.039653242187583118e+02 1.020983826426295025e+02 9.246328911809408169e+01
9.726513400051879898e+01 9.327428987004722671e+01 1.218662741555611575e+02 1.061389856399643179e+02 9.596172012949730856e+01 8.735076124359994765e+01 9.581378285543641482e+01 7.507945670526623871e+01 9.851666151490589129e+01 9.358692430215631930e+01
1.232951478858948917e+02 9.551597855747895949e+01 1.048970856871646049e+02 9.481934745229555972e+01 1.135076301171241937e+02 9.061735319192310101e+01 9.453088933965057095e+01 7.800004574333658525e+01 9.513435856661595835e+01 8.716908487693915220e+01
1.124187585763283437e+02 1.012816419270484687e+02 1.103980873008340353e+02 1.009142738118580240e+02 9.247557584572663814e+01 9.166947443239635618e+01 1.037884620567798635e+02 8.293312897218638113e+01 1.076527669629300021e+02 1.084504917420415637e+02
8.356922639560278299e+01 9.477006785849876280e+01 1.075248118150975358e+02 1.015385967549003539e+02 1.017353324548289493e+02 8.599607198942456421e+01 1.068270300370067218e+02 1.167526606484653371e+02 1.035561548409874320e+02 9.820439718286691289e+01
9.114320177772779630e+01 7.835717569299823992e+01 1.198046766927515421e+02 1.077778112732726612e+02 9.975785483646535567e+01 1.199095561202123150e+02 9.838183204959398154e+01 9.683960594480771533e+01 8.531650902806300962e+01 9.576930921915567296e+01
1.217262387127970555e+02 1.288903521571882607e+02 8.112705236533162179e+01 9.699716247932558133e+01 9.660690152787016416e+01 1.225548401164557646e+02 1.012388285654809863e+02 1.021931370692069123e+02 1.037617739039568221e+02 9.937240034567102498e+01
1.229323182047705814e+02 1.102755327288565752e+02 9.831259526742996968e+01 9.806550735166416644e+01 9.183626185303222655e+01 1.054849290695106987e+02 8.858909370290329832e+01 1.043788151717466661e+02 9.154949819120069776e+01 1.010968802283038883e+02
9.061170922899127333e+01 1.171387679215502970e+02 1.012057045319721595e+02 9.509216742638494679e+01 8.779603519124380284e+01 9.805507613161795177e+01 8.822579583825191207e+01 1.033467805490902407e+02 9.056296654266860457e+01 1.000961103491019486e+02
1.025093088839429356e+02 1.156975034746130859e+02 1.046110895617809007e+02 1.044143306553147852e+02 9.559168976184361100e+01 1.020416229809964932e+02 9.985072531988555511e+01 1.002540755454182602e+02 9.260152864856888755e+01 1.024961164407785077e+02
1.008936567814294420e+02 9.090450499112269256e+01 9.288233657339604576e+01 1.005249905454465420e+02 9.160745397336094697e+01 9.660547316293732933e+01 1.028800072466762998e+02 9.812048077473799879e+01 9.256846521414708207e+01 1.093833652956606386e+02
1.033124719246834786e+02 9.456892986172425708e+01 9.755944899369491452e+01 9.696842263551755536e+01 8.394495539271368045e+01 1.038476497652035420e+02 1.026062990141853817e+02 1.013115807269149684e+02 9.564598495304720416e+01 9.459980258098840977e+01
1.061891352539300328e+02 9.868559845377859574e+01 9.977998096004819217e+01 9.964318683222813888e+01 8.412764667117609463e+01 1.032205539364075264e+02 1.016137971284016999e+02 1.001823910956601651e+02 9.951706683467239145e+01 1.072990899084611982e+02
1.032299821365664201e+02 9.672994723488343993e+01 9.033199498044832865e+01 8.627468530747563591e+01 9.293012223114099868e+01 9.709244685517870721e+01 9.447176957739618786e+01 1.230409711778429767e+02 8.918391440784525059e+01 9.651185194149837798e+01
1.043344117862664575e+02 1.036673429468451104e+02 1.065618446472161622e+02 1.142597400176557301e+02 9.086098693564974837e+01 1.177286700818942222e+02 9.724716729599458631e+01 9.665446770419066524e+01 8.333861035699209197e+01 7.876188973857182418e+01
1.107167983852454256e+02 1.021923494240620727e+02 1.097875035579493499e+02 1.021839511114233403e+02 9.110837928080881909e+01 1.128729423498396756e+02 1.084959442626667681e+02 1.069279696755778986e+02 8.038914137540245974e+01 1.141926061585048444e+02
9.367883983906295953e+01 1.138277082338892399e+02 9.842791612240608856e+01 1.100705804734985236e+02 9.629761977909302573e+01 1.003172310454842204e+02 9.225702159507440570e+01 1.040844347983008333e+02 9.749381084422108756e+01 8.216957078363552114e+01
1.066828878999404537e+02 9.683581334940723195e+01 9.806525093368080093e+01 8.056353670034808090e+01 9.653226515247541784e+01 1.016876554660708933e+02 9.309094863447407420e+01 8.409932502634495677e+01 1.045033071144534205e+02 1.094861649070873568e+02
1.167657624801019125e+02 1.062138474808577371e+02 9.716796752206536780e+01 8.950469383370483456e+01 8.480997396482781880e+01 1.015616989047703385e+02 1.162705728759505348e+02 8.956592428280062279e+01 9.536611848246225520e+01 9.465517063850060708e+01
9.061192323914133340e+01 9.037449853625476237e+01 1.047949709353238461e+02 9.108952702656284828e+01 1.017576312124733420e+02 9.530131616652033699e+01 1.017361708948017167e+02 1.013172756623917508e+02 9.990523929260039893e+01 1.047634397673595004e+02
1.032563904043010012e+02 9.280309130842096010e+01 1.054381311868633873e+02 8.842664915504515477e+01 9.927429340327202567e+01 9.854124724172348238e+01 9.064785146538901017e+01 1.016453636618946774e+02 9.944824085328772867e+01 1.095969447611165322e+02
1.018736381320833573e+02 1.073149630657766807e+02 9.222617180118112401e+01 9.600935054542622993e+01 9.933722267326348287e+01 1.015660908133240952e+02 9.519528168969219450e+01 1.143080880264752750e+02 1.083012120831737377e+02 1.073315530358270138e+02
1.188783237809157498e+02 9.058480659942242141e+01 8.911051303532273948e+01 8.831313759976998767e+01 9.113610299840976836e+01 9.859403789271037510e+01 9.891857051079782082e+01 8.885228648395222706e+01 1.190738371616238283e+02 1.002851627812457309e+02
1.228842483411337696e+02 9.400977356046864486e+01 9.280055540856203322e+01 9.627157315953368766e+01 1.102384165057896865e+02 1.006384135775214475e+02 1.036734321704995665e+02 9.754810790846666180e+01 9.223373155493841580e+01 9.108244197062350622e+01
9.435081106203915624e+01 9.553540596535528096e+01 9.854643643412313736e+01 1.069573136297101996e+02 9.907283949144905932e+01 9.990706673476555011e+01 1.012153383762980781e+02 9.794456437251358238e+01 1.007845456408946916e+02 9.339282467077762817e+01
8.812733796264356556e+01 1.001283474674955869e+02 1.082053127896238891e+02 1.010691602719413851e+02 1.031832122897479564e+02 1.110490908185312549e+02 9.659592375407532927e+01 1.012101256371947073e+02 1.103751934493983526e+02 9.091504860334043769e+01
9.792750565426160847e+01 9.977642677746935362e+01 9.438883238308737589e+01 9.285032843047520146e+01 1.035641781344417609e+02 1.104632146462093942e+02 1.010784237177281284e+02 1.006303752557573716e+02 9.525387620347829909e+01 1.057846787247041931e+02
9.242326245028553444e+01 9.919907262348401389e+01 8.553357246907449962e+01 8.979680651682433279e+01 8.650786578978798502e+01 9.068429385284008504e+01 1.181382333655729866e+02 9.464874619463226679e+01 9.382738101164500222e+01 1.022136459304553142e+02
1.002872948485436098e+02 1.071857831328572530e+02 1.132106212962213760e+02 8.080158432350665976e+01 1.048712303476056036e+02 1.126582699561937204e+02 1.244759360637331014e+02 9.768177852605215605e+01 9.706181387773217750e+01 9.478112562630988691e+01
8.974781910658110462e+01 8.736470182011912300e+01 1.154137863173349672e+02 1.140670507501958184e+02 1.067998630003705500e+02 1.105130267638283783e+02 9.333230306575920565e+01 9.507962226373932424e+01 9.130791173105109237e+01 9.775697903394322452e+01
1.124246576228038634e+02 8.971600541635130810e+01 1.186642388095057754e+02 8.103323601457772440e+01 1.038471314020540319e+02 1.165335922019278030e+02 1.004208860971454840e+02 1.053738995248581887e+02 8.906346316211639191e+01 1.001181664605706487e+02
9.499095196483375503e+01 9.041118048028019416e+01 8.667910080933825157e+01 9.391200672541231143e+01 9.183007396061461236e+01 1.052921499726305683e+02 1.012477041077836191e+02 1.045263560473053133e+02 1.013630466462243334e+02 9.728855524678485267e+01
1.029213062796268900e+02 9.064368299350915947e+01 9.514249441532489016e+01 9.538161450708597044e+01 9.939251118237086757e+01 9.955189360811056076e+01 1.030764366575958917e+02 9.826121960204689287e+01 9.246090423262380398e+01 1.047429943831807009e+02
1.012444883440205672e+02 9.584740603892916511e+01 1.024847303161344030e+02 9.862470991595606051e+01 9.099654650463858729e+01 1.040625358207846602e+02 9.862305869968689365e+01 9.870417425631164576e+01 9.483051651180980457e+01 1.049115718104693826e+02
1.024289300727625260e+02 1.009026782369127204e+02 1.084877477100746148e+02 8.995867821381466456e+01 1.115069485426827782e+02 1.065181035576261763e+02 9.660200960770850998e+01 1.057531637912636029e+02 1.014342430469483958e+02 8.959528473778439661e+01
8.404327743501090708e+01 1.004682527896499948e+02 1.147379640320648662e+02 9.776112148124906298e+01 8.817147909076784629e+01 1.121767594032207001e+02 9.953306768729684961e+01 1.006256493035153028e+02 1.045137847675951122e+02 9.322954589702594319e+01
9.399137327857081914e+01 9.287797115960728433e+01 1.124006989461893511e+02 1.004865633484048288e+02 9.840673476738773218e+01 9.781273443536821333e+01 1.013102198412690171e+02 9.577179367911226393e+01 1.016922412671056577e+02 1.099749030853447493e+02
1.174606323189455566e+02 8.927050646518971178e+01 9.020674790361798046e+01 9.282724512848763254e+01 9.647800012337319231e+01 9.721219170037420554e+01 9.102991365791848466e+01 8.861905932488301119e+01 1.005433320252961806e+02 9.038411545553641702e+01
9.571016298554111756e+01 9.183469668267483144e+01 1.032518337168509390e+02 1.032159469556115567e+02 9.849836081778377661e+01 1.009145015556208165e+02 8.644323461902308736e+01 1.067075703244424005e+02 9.302077362026557239e+01 9.349557890917715497e+01
1.051925100522731213e+02 1.122160281029866553e+02 1.021230580409124826e+02 9.872716431209519783e+01 8.168574268213509981e+01 1.102354648127684982e+02 1.016455846178668878e+02 1.084965409094354527e+02 9.069545071184913354e+01 1.075066276526353448e+02
1.103613117123914833e+02 1.091573160556821165e+02 1.178187806421472601e+02 1.096390507654766964e+02 8.557734786673728422e+01 8.387107013378232523e+01 9.336152914513174039e+01 1.009549635480097720e+02 8.596203956464414375e+01 9.341498280852636071e+01
1.073305128374580022e+02 1.030351539456289913e+02 9.884692138396584937e+01 1.084129821302923915e+02 1.188305846485420716e+02 8.292623909247714664e+01 1.104356782179561662e+02 1.056190523243141257e+02 8.614361710215688106e+01 1.097972373674956543e+02
1.025876752358339417e+02 9.149751509130513227e+01 1.114634309547221278e+02 9.020269113362557789e+01 1.139642560289912012e+02 1.182962623474062980e+02 9.357460322007412401e+01 1.028644043938754180e+02 8.603050669453682531e+01 1.126808436608268664e+02
1.032651863582923113e+02 1.189805047248162140e+02 1.116387855770961863e+02 9.201590038949720451e+01 9.863750820561497790e+01 1.259730950942765446e+02 8.605254280338114370e+01 1.168169845951647403e+02 8.570004082717460392e+01 1.059880239972977023e+02
8.400210282451379840e+01 1.169919929263540013e+02 1.065486939558879698e+02 1.090602284578022676e+02 9.490852419949081309e+01 7.684670192413942402e+01 1.082599003452952502e+02 9.574662109792551234e+01 9.216080961279509154e+01 1.224771722547163222e+02
9.080224628267124842e+01 1.126490295983876422e+02 1.006343598421209720e+02 1.040613204233245455e+02 9.402323651052915920e+01 1.046355106951090761e+02 8.227546630756259560e+01 9.470711791720886197e+01 1.133163168359954796e+02 8.639275171188430136e+01
1.132001880277803139e+02 1.107282554926991907e+02 1.086626007151627960e+02 1.071403045139855976e+02 9.685070010508459859e+01 1.019041967814184915e+02 8.851198856363980383e+01 1.043107568719342879e+02 9.668152604766419245e+01 9.666332876198464419e+01
