influence.1.1		influence.1.2		influence.1.3		influence.1.4		influence.1.5		influence.1.6		influence.1.7		influence.1.8		influence.1.9		influence.1.10		influence.2.1		influence.2.2		influence.2.3		influence.2.4		influence.2.5		influence.2.6		influence.2.7		influence.2.8		influence.2.9		influence.2.10		influence.3.1		influence.3.2		influence.3.3		influence.3.4		influence.3.5		influence.3.6		influence.3.7		influence.3.8		influence.3.9		influence.3.10		influence.4.1		influence.4.2		influence.4.3		influence.4.4		influence.4.5		influence.4.6		influence.4.7		influence.4.8		influence.4.9		influence.4.10		influence.5.1		influence.5.2		influence.5.3		influence.5.4		influence.5.5		influence.5.6		influence.5.7		influence.5.8		influence.5.9		influence.5.10		influence.6.1		influence.6.2		influence.6.3		influence.6.4		influence.6.5		influence.6.6		influence.6.7		influence.6.8		influence.6.9		influence.6.10		influence.7.1		influence.7.2		influence.7.3		influence.7.4		influence.7.5		influence.7.6		influence.7.7		influence.7.8		influence.7.9		influence.7.10		influence.8.1		influence.8.2		influence.8.3		influence.8.4		influence.8.5		influence.8.6		influence.8.7		influence.8.8		influence.8.9		influence.8.10		influence.9.1		influence.9.2		influence.9.3		influence.9.4		influence.9.5		influence.9.6		influence.9.7		influence.9.8		influence.9.9		influence.9.10		influence.10.1		influence.10.2		influence.10.3		influence.10.4		influence.10.5		influence.10.6		influence.10.7		influence.10.8		influence.10.9		influence.10.10		
0.000000000000000000e+00 7.856435765805786574e-06 2.879626604574327398e-01 5.484067519481796577e-03 3.041012224996591518e-01 1.109613459354079484e-01 1.182255370424942864e-06 2.132212854158390680e+00 2.504031506995642586e-01 2.634352386572796291e-06 2.035951148873981972e-04 0.000000000000000000e+00 1.476242913992262817e+00 4.558442782643091218e-01 1.193336565645858815e-08 5.034628125145227534e-02 2.455753070650068450e-03 1.597914187304854544e-03 1.962538146952283098e-08 1.381998123669281675e-08 8.238077874400885873e-14 5.208531123702529498e-05 0.000000000000000000e+00 3.000636446126075911e-08 3.393825124703628116e-11 1.085297218226090261e-04 3.373302060741714681e-01 1.489353765564941853e-02 9.673917829684979264e-01 6.006716333468607057e-09 5.939834385562496877e-01 4.198050811147508998e-01 2.457425089729030888e-15 0.000000000000000000e+00 9.399745001552780839e-04 2.262178144619320886e-06 2.940264074468927467e-05 2.134728166058210615e-06 4.124518475396770634e-01 1.348094826845467775e+00 3.569088820991061506e-01 8.732423584388381661e-04 3.139731502369669729e-09 3.282546246910169512e-04 0.000000000000000000e+00 3.950570265571516915e-01 1.487977643042336817e+00 7.181019376020187717e-04 9.709276537730600690e-03 1.674834592976601894e-04 8.022095838783348105e-06 1.346376438062072916e-05 1.290910303146495034e-07 2.542101283868151707e-01 5.088393458125134217e+00 0.000000000000000000e+00 6.853222580570338089e-08 1.240893880116911152e-01 1.850574502128303413e-04 4.044201098868490524e-03 2.561754731203148339e+00 7.723910702021744681e-17 2.001132990162124861e-16 1.861969971754824149e+00 3.796356761791142564e-01 3.423363966201881681e-10 0.000000000000000000e+00 2.772703974085875545e-01 9.091365130741695805e-04 1.320981712896295493e-05 2.314517250928767360e-05 5.371244790956166693e-01 2.458121944375656620e-01 5.499059188148034832e-11 3.934376030972154591e-04 1.235479929138606908e-01 3.678128392218466617e-08 0.000000000000000000e+00 1.348435343425666177e+00 2.076968920155746167e-05 2.610273561623558908e-06 8.454935453816689872e-01 4.465426864709883814e-01 1.094692051891762302e-01 3.986251874791091679e-04 1.777293135610912567e-01 2.643153004987304291e-10 2.825719917637151468e+00 0.000000000000000000e+00 3.777155754524129730e-04 5.658739814224401281e-10 1.092814049094864570e-02 7.399643306421599398e-02 1.383425069626948409e-05 3.725461682402276837e-03 1.029698603504277700e-03 9.528340595995238348e-05 4.845589914229340560e-05 1.268155410677922479e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.126796959982222741e-06 3.046968667474677095e-01 9.356610831911020771e-04 1.138387630668071943e-01 7.026880886919566194e-02 3.745333137122654591e-07 7.646482546287201920e+00 2.934846420775207715e-02 9.116654336188269852e-07 1.601194969590948773e-04 0.000000000000000000e+00 2.578031797231207012e+00 7.714840560097263600e-02 6.919640447824341737e-09 6.162673175494268879e-02 5.557854076987555313e-03 4.150305612050357307e-01 2.848305672316154773e-08 7.249267458170551923e-09 2.831740539261509908e-13 1.840584176695665269e-05 0.000000000000000000e+00 4.136590580717041287e-09 7.225447955407950640e-12 1.285709152966239859e-05 1.733824594019190979e+00 3.096270935961068504e-01 1.173433499661214574e+00 5.878231186477839313e-09 6.784431121032310497e-01 2.915965888913773174e+00 4.991560232849311313e-15 0.000000000000000000e+00 4.272734595467638993e-03 2.366193329515518465e-05 1.190023389577161338e-06 1.108130581887762633e-06 8.291795653540240396e-02 1.525458498398246654e+00 4.631973958284146820e-02 9.570480485675898936e-04 1.212866822467193800e-08 1.072568671200754679e-04 0.000000000000000000e+00 1.626015674773012121e+00 8.665234576554087242e-01 8.558013212455757145e-04 4.627673094978507380e-03 2.258020451054990722e-05 3.526659792411020503e-06 2.181975108279653208e-05 7.747886548124196928e-08 6.287034674959001146e-01 4.241330512547534681e+00 0.000000000000000000e+00 5.984748672613581481e-09 1.064989615920106381e-01 2.078501615564878544e-03 2.647289759886113387e-03 6.417594944022182446e+00 3.207158651742683651e-16 1.761950339701619479e-17 7.999839118289564510e-01 4.828300151716352850e+00 6.087859038002974160e-11 0.000000000000000000e+00 5.001745232413925546e-01 2.703982016131388499e-03 4.694888956850911744e-05 1.138363459129059706e-05 4.311043479577577053e-01 1.135015574746639277e+00 1.558184949579734880e-10 2.065485265830527988e-04 1.650420810040577890e-01 3.785128152934684082e-08 0.000000000000000000e+00 9.258621209565087717e-01 4.900817456045715589e-06 1.508426535694572822e-05 9.752281237049186258e-01 2.291282435110840177e-01 5.889452318917155586e-03 4.292243597961262105e-05 8.998141978659675022e-01 3.033500490870671319e-10 2.599457686452507854e+00 0.000000000000000000e+00 4.478008052697104530e-05 9.132044143379888799e-10 3.945385650926988563e-02 8.833317156626249722e-02 7.582142446119610865e-05 1.120694349762424609e-02 3.095565595056030267e-03 4.424014676254902322e-05 3.776591112207841692e-03 1.725971763397910363e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.453215980776225236e-06 5.166084598752906931e-01 7.817749281891837702e-04 3.271381935420067388e-01 8.776898992627542306e-02 1.398751377327238018e-06 8.145370151465163744e+00 9.530334071146626118e-02 3.111882137526394673e-06 8.344279152078059149e-05 0.000000000000000000e+00 3.330001625591171965e+00 1.624441113551901850e-01 2.441812306082168237e-09 1.163375440120006932e-02 3.766705007684778127e-03 6.898994814593902188e-03 1.081532455854081779e-07 3.644450464776123388e-08 9.590845801078895218e-12 7.456744082559992683e-06 0.000000000000000000e+00 3.591359554130537716e-09 9.846890429477456866e-12 3.152647616919441597e-05 7.131654901987430906e-01 3.482205324968823956e-01 9.738084453513966288e-02 2.623844680135182479e-08 6.049313091955621502e-01 5.438145083236438637e+00 2.776401610795697428e-14 0.000000000000000000e+00 7.911666086726693026e-03 4.868400660762350267e-05 1.605712302935858416e-05 2.684808322648288967e-06 1.038244713072157543e-01 8.311036140684922024e-01 1.392985482618397559e-02 2.843628918117370279e-03 1.642882780500432671e-11 6.501413277841281498e-05 0.000000000000000000e+00 8.538815815175395674e-01 4.314612491569601582e-01 3.192650235834500801e-04 7.135519373997177735e-03 5.594642113932079671e-06 6.134058365693387009e-06 6.915409537926207946e-07 3.715336266043354590e-08 2.964384213054369402e-02 5.106763599018966815e+00 0.000000000000000000e+00 5.892658162095137929e-09 4.802079634432410843e-02 2.060852067065681303e-03 3.337516184289568855e-04 3.192834319022695766e+00 4.900374009982779815e-16 2.857672015655018728e-19 7.710579290739865144e-01 9.554080713554476745e+00 1.856997571220484228e-11 0.000000000000000000e+00 6.529235261048430550e-01 1.204729338352957934e-03 5.597050470202551435e-05 1.683536782237165873e-05 1.420887797994776713e+00 6.811255450425195146e-02 1.594232246336308994e-10 2.138242427634217367e-03 2.831402471303676727e-01 5.921342670771332712e-07 0.000000000000000000e+00 3.346166428408710591e-01 1.238313119315163715e-06 1.183756036917235681e-04 1.727574436529820678e+00 2.057375052420694905e-01 1.341143490867965915e-02 3.562707211695830922e-05 3.378382428790299707e-02 8.475475302331275617e-11 5.098925106861452505e+00 0.000000000000000000e+00 5.532270492143733339e-05 1.427877108853173104e-10 2.426966033776625439e-02 6.816080809234600912e-02 6.541655751745963283e-05 3.822511244167287048e-02 7.863439074164289139e-03 1.024245014562198442e-05 5.048731505722398732e-04 4.237518025496024854e-01 0.000000000000000000e+00
0.000000000000000000e+00 9.904868434835705869e-07 1.936296005395750919e-01 3.145340426687594487e-03 1.330174633273182860e-01 1.366226388603023478e+00 5.801930085331874031e-08 3.954045704166519126e+00 9.181816152241356610e-02 6.322249844853297788e-06 3.259436314900647546e-04 0.000000000000000000e+00 4.220062485937532415e+00 3.181745596147290689e-01 8.896411092618003051e-09 1.091503097992770760e-02 8.591841433155500418e-03 6.843035789635481918e-03 7.860296641874929434e-08 5.295119686632028129e-09 2.127521583090925703e-12 7.732975113369520821e-06 0.000000000000000000e+00 5.845761472000102474e-09 2.941204415790493610e-11 2.047063983001110206e-05 4.556545761177323572e-01 7.912435823285596248e-01 8.101859755782706007e-02 2.516292402150917481e-08 2.768806749925722066e+00 6.002880168392839444e+00 1.416109978504097570e-13 0.000000000000000000e+00 5.100816806555067730e-03 2.197595203433974197e-04 1.320944186901176809e-05 2.223656388133992322e-06 2.551196305951789478e-01 7.455066871936687489e-01 8.587422025622119814e-03 2.441711858749616090e-02 1.366447630987667893e-11 1.220519807541413121e-04 0.000000000000000000e+00 4.198014833995376005e-01 7.225338147985659321e-01 1.845855509574434818e-04 1.311580288250887259e-02 4.646012203005620461e-06 6.974564490668742336e-05 1.000030028913892895e-06 4.343978320401826566e-08 5.652404242425299735e-02 9.613188749301033731e-01 0.000000000000000000e+00 2.512740028400410621e-09 3.853188937728407870e-02 6.101617488793297656e-03 1.824247550389340310e-04 2.974789502930140106e+00 1.406164002176828512e-16 5.320254558727765998e-19 1.555569225687772006e+00 9.052064946011348923e+00 2.712139498429661765e-10 0.000000000000000000e+00 2.772659758669260843e-01 1.791672302281937385e-02 2.981362153797607246e-05 1.819389009029989692e-05 1.869382293988808508e+00 2.592364661795011904e-01 1.769145870696849563e-10 1.624813326872405570e-03 3.618954169116931352e-01 9.520951961443873798e-08 0.000000000000000000e+00 1.599433480861983448e+00 3.219309179060873908e-05 6.502513787579900244e-05 6.245359284578966275e-01 3.106248994433272962e-03 6.158904818693641120e-02 8.362467661378789031e-05 4.085238919844474265e-02 9.048176601852064399e-11 4.815441691306853400e+00 0.000000000000000000e+00 4.663359489500908697e-05 3.533241351139063798e-10 1.486530757363125309e-02 6.611808352347985085e-02 1.528685763165804916e-04 4.440972524966030344e-02 3.366192087471748216e-03 7.719188219027881223e-06 3.454198826208019330e-04 3.910716904037980779e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.231825653856391173e-06 5.936659612651945528e-01 2.781250146857505191e-03 3.011119327840032778e+00 1.349791980974208494e+00 5.173824870987203798e-08 1.884179664742494653e+00 3.110780141640991925e-01 7.954279790905724363e-08 3.043337375522631345e-04 0.000000000000000000e+00 3.439468510400061074e+00 9.531798319140856457e-02 7.117549245809336612e-09 4.423305354839435904e-02 4.880293865338854176e-02 6.989229395111930601e-04 3.037465563122335009e-07 4.550327570195467817e-09 4.433273572877939017e-12 1.181524886387281396e-05 0.000000000000000000e+00 8.028515312881981106e-09 3.552225025622911810e-11 1.560523404140578662e-05 3.511048850731358084e-01 7.462907245771236431e-01 1.998882927672814003e-01 9.292694834960425180e-08 1.755361843344689143e+00 5.413332316428908442e+00 7.226387905295810228e-14 0.000000000000000000e+00 1.558804089522766549e-02 6.999363669539152184e-03 3.102512859491412200e-06 7.577587799478200650e-05 4.220191893016919105e-01 1.241334687180041474e+00 2.439389185325778475e-02 5.165593008146845272e-02 1.530236170684995173e-11 1.086370350426268239e-04 0.000000000000000000e+00 6.481447379731426484e-01 2.134993918987903444e-02 1.781918560632984980e-04 1.125482215708392339e-02 1.657371855322503642e-06 1.587582844289722616e-06 1.964432966987968782e-06 2.936527906880396833e-08 2.898565739037321787e-02 9.178516916888246335e-01 0.000000000000000000e+00 3.099196463635159930e-09 2.659233301696692017e-02 4.643765790285247358e-02 6.517041832912509852e-05 3.002512650693498486e+00 7.927903046540633216e-17 1.161430685079829379e-20 2.101878697934607132e+00 6.298362121711914341e+00 2.696157279701592324e-09 0.000000000000000000e+00 6.789894515156840171e-01 4.834709224724991206e-01 3.830240773090386644e-06 5.250005718977654402e-05 5.794532314628257907e-01 5.481544276064827248e-02 2.555174687351922079e-10 1.775057115865419062e-03 4.098378295426014617e+00 8.885070293855682619e-08 0.000000000000000000e+00 6.394530579501541467e+00 5.932923126528371840e-05 2.301086784071965487e-04 1.611140251487030439e-01 1.154816202404026831e-03 5.663210537967808822e-01 8.143845878120442930e-03 2.143488897882639063e-02 1.243982823292319023e-10 4.737047640129605774e+00 0.000000000000000000e+00 6.693201849778021410e-05 6.082408979292724899e-10 2.019523218437263221e-02 3.164636627633215377e-02 1.499441304086012790e-05 2.366607467480305940e-02 6.089489366504328635e-03 9.934630808805926949e-06 2.297988169391538280e-04 1.208195741868563156e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.017268584442347992e-06 1.542524395309421870e+00 1.968987993552975303e-03 1.597030312843101818e+00 2.238957496303628780e-01 4.252825876925046582e-08 2.729832360167811611e+00 3.364764965191716084e-01 5.168750533505346406e-07 1.327684613446601062e-04 0.000000000000000000e+00 2.004375517057789047e+00 5.489311447994499327e-01 3.688706476718164857e-09 9.621617821991569619e-02 6.018412468992143799e-02 2.497930367882452134e-03 7.687310452683278692e-07 3.528241183574432811e-09 7.633727106228348480e-12 5.823908969522737655e-05 0.000000000000000000e+00 4.102082527752498436e-09 3.469130484801472835e-11 6.625167331668872653e-05 2.241898760093183340e-01 6.690301159877380943e-01 3.637787941129049796e-01 1.035401752057249656e-07 5.084254556172798090e-01 7.974227631843584518e+00 3.547038754473268792e-14 0.000000000000000000e+00 7.956856206517524954e-02 8.287847683800308790e-04 2.852379972221754688e-06 5.713182686188801986e-04 2.886627761966543138e-01 3.505652169359892989e-01 5.257080862803932379e-03 3.945548447062820034e-03 1.499966615679737227e-11 1.747551001632440242e-03 0.000000000000000000e+00 4.321833481899802210e-01 2.043990875110235361e-02 1.410325489038467828e-02 3.401729693559907980e-02 1.181070923064764020e-06 1.601494573910452787e-06 5.275532238909995431e-06 4.515970714668788662e-09 2.765749234746569737e-02 9.866654144401291182e-01 0.000000000000000000e+00 2.877882794603826534e-09 2.092783982307987178e-02 9.980011559478374483e-01 7.607860448810198161e-06 2.495844413253103689e+00 7.207634496029750296e-18 4.185967156389791757e-20 1.858665715790066342e+00 7.859826688666237793e+00 4.827175617811128520e-10 0.000000000000000000e+00 1.932877457621752226e+00 5.276320172040775969e-01 4.796317739126014158e-06 4.084659124470321561e-04 6.471735955855669742e-01 7.193761187365274243e-03 4.500633544781978218e-11 3.305452463724960297e-03 7.696650245543485980e+00 1.266042808269237034e-08 0.000000000000000000e+00 8.956676447605504965e-01 6.867164987761456866e-04 1.259771696128618316e-04 4.387504553815591707e-02 1.124668437521699317e-03 4.390677148697417209e+00 6.576428541366180665e-03 2.706451773924810345e-02 9.170521200112971798e-08 8.289079721053177252e+00 0.000000000000000000e+00 1.256295869650426913e-04 3.277308630139316757e-11 1.005512867108824399e-02 3.162722028177200606e-01 5.609512759030680855e-06 7.928709589385194226e-03 2.356132970697382562e-02 1.475240213920061024e-05 2.563417321629347359e-05 1.483031994629295358e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.718543057287918630e-06 1.127648118969956981e+00 6.122549816680645553e-03 1.344725662300382707e+00 3.431167402258513133e-01 1.414269907131138651e-07 2.453315601725907236e+00 6.652253750311686309e-01 9.699378545134313630e-08 3.046896716031438895e-04 0.000000000000000000e+00 3.014802345279917972e+00 1.610816298851552586e-01 5.115251157405126445e-09 1.269639621706012411e-01 1.209738153119565077e-02 1.842197064783308337e-03 3.459605014832879622e-07 3.099080631843685629e-09 7.678901219558621174e-12 1.905764030249009681e-05 0.000000000000000000e+00 2.211195182383391077e-09 3.682789953421793146e-11 7.853864720908935093e-04 2.080035015807545073e-01 4.895694458244101988e-01 3.085570635760344071e+00 7.251232087812378508e-08 5.090267773986588695e-01 2.984184978988300152e+00 2.243623400340174157e-14 0.000000000000000000e+00 6.883269115908027813e-02 1.071735806053326391e-03 1.149479357821961768e-06 1.517767268923892431e-03 3.274178786780332362e-01 3.307536122217849539e-01 4.433921715341519916e-03 4.076261246673417230e-03 1.953143693402498662e-10 1.622124697979593572e-03 0.000000000000000000e+00 1.130003055080286645e+00 3.567253147267937519e-02 2.026674460227030905e-01 2.290773231326273876e-02 2.581163533630991812e-06 1.500863507527844857e-06 5.485077270615150196e-06 2.000824996784596081e-08 7.993938775893416268e-03 6.091512388783329790e+00 0.000000000000000000e+00 3.476290983829468317e-08 4.535933878695711657e-02 5.481691794092986569e-01 2.139908184014191529e-05 1.542467267285041466e-01 5.078007465741849021e-18 4.274288953792834580e-20 2.937108879252630533e+00 5.102112622410273524e+00 2.943350909380499516e-09 0.000000000000000000e+00 2.124529558443865263e+00 4.560258082998393525e-01 4.074940739663048305e-06 6.919419255679744307e-04 1.496512981766767447e-01 1.747542218052612617e-01 4.126989846199335106e-11 1.746550536607477042e-02 1.662932771126881537e+00 1.140328655574714911e-08 0.000000000000000000e+00 1.453964823646244575e+00 4.397746275337962620e-03 5.561980456878025571e-05 3.756291744743232158e-02 2.012892252340236880e-03 2.356210789758101942e+00 3.166944595353977151e-03 3.492811200189183118e-02 2.847748778287731779e-07 4.454539106294542528e+00 0.000000000000000000e+00 3.766630506660820698e-05 4.573300690644414476e-11 2.186011540280977800e-02 2.978264269357592031e+00 2.032310218462456372e-05 5.186708245122004235e-02 3.086380200520770153e-02 4.792050308082467452e-05 1.386857322510634016e-05 7.445301674552623483e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.473830960736280343e-05 6.502831557851770361e-01 4.847809133982420443e-03 1.912206123280060011e+00 1.930806038416624515e-01 1.292351439488604901e-07 1.633573274118853558e+00 2.600497156763944773e+00 9.954816963699527858e-07 7.965393155078402026e-04 0.000000000000000000e+00 9.705169903820700661e-01 8.415812753227087939e-02 5.420808763175892287e-07 2.366671559006465309e+00 1.311394925992788799e-02 5.003794391263314059e-03 1.222397419242574985e-06 4.688843249836900161e-09 3.456519563274394663e-11 1.618069330458181274e-05 0.000000000000000000e+00 2.117703451173228004e-09 1.801188723987327036e-11 2.016661709199659824e-03 2.207121363471077069e-01 8.883369986076765368e-02 5.910024437710299949e+00 6.450652332184119298e-08 8.911000083191729093e-01 1.710063228003449343e+00 2.054460639830914984e-14 0.000000000000000000e+00 7.492924400247265304e-02 2.824424885604412579e-03 2.383587097260473671e-07 2.096740374440502191e-03 3.911261930383247987e-01 5.811300574176577749e-01 9.595616386814158350e-03 4.501349648963335302e-03 7.792626207436932146e-10 2.101099779412694823e-02 0.000000000000000000e+00 2.155310008823407397e+00 2.862891489105581777e-02 2.366345709889497995e-01 6.761946701114004976e-02 2.808513511186858298e-06 6.679435173181563584e-07 1.063756988264030463e-06 1.244056803089619839e-08 1.580939524386105674e-02 5.942544968101596936e+00 0.000000000000000000e+00 3.973154069499699876e-08 6.222051145910087455e-02 3.758621799515755590e-01 2.392204256556903755e-06 1.663067550709322884e+00 8.492774189511534612e-18 4.408197921156412810e-20 2.891718095241747388e+00 3.468220092480245320e-01 8.061917245841441043e-09 0.000000000000000000e+00 3.403471046946922596e-01 5.825670539493644773e-01 5.428254714985372088e-06 1.889984118710097243e-03 2.458585394583563399e-01 3.038348531159549837e-01 2.871823187688324143e-11 4.149072686904921141e-03 1.985610085940007485e-01 1.023353659443885684e-08 0.000000000000000000e+00 2.157225525540412914e+00 6.453467315833170438e-03 1.361577647072566512e-06 7.124740131453793923e-02 1.428718507911122060e-03 3.900225877378547423e+00 5.156646269079885603e-02 1.529292969447600126e-02 2.160752651009470340e-05 6.450438058728523494e+00 0.000000000000000000e+00 4.847410360738993738e-05 5.291599978304111823e-11 2.027790174588919164e-02 2.688563983268239088e+00 7.305614035294653296e-06 2.168316080822252634e-01 7.213853041981782566e-02 4.215814743819127947e-04 2.040345740644640272e-05 4.104855864215646299e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.229371444941174513e-05 8.582141656442358046e-01 7.605801646896453647e-03 6.852093648139867099e+00 2.297135055676155224e-01 6.684929288968918802e-08 8.834104849451390740e-01 3.264040514079925792e+00 2.907746877905656337e-06 2.713828463881354388e-04 0.000000000000000000e+00 3.192461303177622778e+00 1.110378996587710471e-01 1.383363166161414110e-07 1.909613445438185231e+00 1.008329245883173020e-01 3.459371920111103949e-02 2.064349931443888298e-06 2.051628333704081946e-08 4.584150080598938920e-11 1.895385328440378004e-04 0.000000000000000000e+00 2.270703009540300986e-09 2.214349340598493572e-10 2.036806750929689470e-03 5.944680526429722833e-02 3.414168078157727160e-01 5.848513005567158807e+00 6.266140025834779965e-09 2.601596516738957199e+00 3.240102844210829058e+00 1.041864278174201424e-14 0.000000000000000000e+00 1.764774518373035117e-01 3.985073862908966071e-03 9.693661042828369863e-08 1.216629716405514443e-03 1.697228518126922270e-01 9.239093003081300104e-02 2.969581471248953358e-02 4.677792419559966691e-03 2.853148320151016481e-09 2.686860441728216101e-02 0.000000000000000000e+00 6.804388742588983519e+00 9.303480370781163841e-03 3.515446202732193104e-01 5.192766425658614654e-02 6.118682166297175862e-06 3.632475443994386736e-07 1.894090441285921806e-05 8.416325760397140334e-09 7.926095422149156966e-03 5.783047051564825125e+00 0.000000000000000000e+00 1.465186033625404536e-08 2.373508986106457122e-02 8.722833697048789636e-01 1.431351806974525225e-06 4.428053395483491639e-01 6.536186233432857205e-18 3.453471941295542046e-21 6.381128568020437708e-01 2.255879665097120512e-01 8.319959164617557370e-09 0.000000000000000000e+00 5.552971470395547948e-01 3.491497456933075894e-01 5.740081343419049520e-07 1.697188817789740739e-03 4.202095668266127682e+00 2.556824221549089393e-01 9.293132500786292519e-11 2.188687034832563147e-02 2.115211765078710560e+00 1.081083035960413669e-07 0.000000000000000000e+00 1.141718973009061333e+00 6.362276915217925793e-03 3.980387675583759344e-07 4.705153576481218430e-02 2.029747394433871564e-03 3.396334500164276626e+00 7.204489362824301191e-02 6.520182277954977845e-03 4.990517474596393547e-07 4.358590159867337555e+00 0.000000000000000000e+00 2.222865326318190611e-06 1.565238347159640557e-10 4.036821904175565134e-02 9.137457095474980306e+00 3.654583806592762591e-05 8.180236376710372515e-01 3.517502070771705812e-03 4.472317842082824328e-04 3.708708529597929977e-04 3.479182225999909228e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.876969747879747179e-05 2.047194154048674053e-01 9.059945134469464881e-03 6.857158670735430839e+00 1.223295727647671027e+00 2.239031350299427106e-08 4.622376278124576410e-01 8.643772315924799443e+00 9.987584792217156154e-06 1.321390719403691370e-02 0.000000000000000000e+00 2.952108580612066824e+00 1.713982574254247770e-01 4.240254371419921932e-07 1.866875599305161781e+00 1.147679316523422983e-02 4.050772450571044070e-02 6.193713052408014082e-06 1.325362889955266727e-08 1.294826428082627222e-10 2.366923987818589457e-03 0.000000000000000000e+00 2.018694232336762699e-09 2.099407296291571738e-09 1.979118550489264178e-03 1.383752683798715744e-01 1.727218595131805035e-01 4.489679766126797311e+00 3.355001887321322450e-09 3.618043838185299954e+00 8.533191679254994999e-03 7.764340408776970275e-14 0.000000000000000000e+00 4.558071148436800279e-01 3.652105168686007979e-03 1.303073538019019070e-07 1.082496241344233943e-03 1.658715220289628811e-01 2.052930309800303499e-01 7.691430439880668490e-02 6.372252283307749780e-03 4.187543330348467817e-11 2.962917567544056871e-02 0.000000000000000000e+00 7.589504735014004133e+00 2.284826102180666490e-03 1.528647139178334474e-02 1.301059163599493917e-01 1.659436088799806619e-04 7.637554861401313457e-08 1.155449685873478193e-05 8.570147169899350059e-08 1.059295418341671055e-02 9.974085823861155831e+00 0.000000000000000000e+00 3.014756584369685836e-08 9.408191264914955720e-02 8.167950921590619306e-02 1.639465277211338184e-06 3.034580573692341812e-02 1.265035534218536941e-17 2.121552822892618004e-18 8.558038672284572213e-03 5.029968578036213556e-01 7.982975248314491091e-09 0.000000000000000000e+00 2.925043047332697155e-01 2.397726823677023139e-02 1.856504764799957348e-07 2.546587831744611882e-03 1.408364866699544971e+00 2.506524792678977431e-01 3.437233192676789935e-10 3.934434194635366699e-02 8.615445371134122787e-01 5.012589624741409693e-08 0.000000000000000000e+00 8.051957645392512353e-01 3.717489637592439385e-03 1.179150470537628678e-08 2.955736435457068101e-02 1.327821055384192971e-03 4.632028792873454925e+00 4.525092523444212977e-01 2.830881728361290053e-02 3.091011754502380957e-06 2.301498588158023217e+00 0.000000000000000000e+00 1.714617753624045157e-06 1.339290083536873007e-10 4.898298131878234957e-02 6.797185303768235265e+00 4.023113999174685436e-05 1.138837297826475192e-01 4.733152340992792181e-03 2.040278239715567191e-04 1.145310948781163955e-05 2.589472462405840170e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.216708807021350320e-05 2.072992069528291348e-01 1.143388268794973128e-02 4.481871508404672966e+00 7.732635162948846286e-02 1.109378897538903802e-09 1.096113616568449300e+00 9.432002257319414440e+00 9.648399797843930931e-06 3.967899159035578882e-01 0.000000000000000000e+00 1.430932929134896836e-01 1.179744810344138389e-01 4.853030576176468209e-06 2.128171987525142583e+00 7.602207380938188694e-03 2.615367512229952937e-02 1.067672527207311314e-04 5.014767402656657670e-10 7.425790298452640325e-10 1.332944206513346106e-03 0.000000000000000000e+00 1.061005570430088789e-09 1.786770705457820389e-10 2.232880051233108922e-03 1.331500376573629615e-02 5.292609958079873972e-02 6.623157052781158072e+00 3.916653710250794439e-09 6.202358985296421157e-01 3.939322236961878164e-04 9.381175352698065511e-14 0.000000000000000000e+00 1.129397189890385678e-01 4.562564393203323273e-04 4.168942368369477592e-08 5.294320378188138720e-04 8.292235834800293359e-02 1.680760001470927301e-01 1.766936345187433421e-01 6.362750849232299416e-03 4.421700544942582541e-12 4.196900014823200520e-01 0.000000000000000000e+00 6.830768327240710036e+00 2.163755071398458605e-03 1.072378656228434035e-01 1.535988997973235237e-01 2.689174373256955955e-05 5.564823567804192859e-08 1.592347968744238561e-05 4.522578860837039106e-07 4.925220623079762383e-01 2.044962350517431027e+00 0.000000000000000000e+00 1.608330452890435605e-08 1.672535848744048648e-01 2.099680146791502167e-02 3.030334240504310849e-06 2.465260551236192477e-02 2.639570752844285821e-17 3.203996834979399780e-18 1.339412402676118732e-02 1.594635680091143967e-02 1.826892454478008132e-08 0.000000000000000000e+00 4.243050897622691608e-01 2.685028171893845406e-02 3.095884404766834749e-07 1.717085933672977396e-03 2.979222602202287629e+00 3.407444245077662082e-03 1.667612008470031284e-09 1.122531125835817822e-01 1.981129732418071276e-01 1.501390812716899418e-07 0.000000000000000000e+00 1.354060944566250757e-01 2.400712808579197246e-03 2.512846461591572686e-08 5.300601234823466498e-03 4.728535486259698704e-04 3.097553868346658135e+00 7.351922229315888124e-01 4.572716125454727165e-01 2.796360200691289663e-05 3.075084254548052787e+00 0.000000000000000000e+00 5.864438210123665150e-07 8.228974749982140067e-11 1.509973561762728844e-01 2.141590164486124603e+00 1.120537349906464557e-05 8.654594647042997968e-01 1.858355812595231804e-01 3.429476266547862437e-04 3.151631791125418736e-06 8.173298414614912910e-02 0.000000000000000000e+00
